Waardenburg syndrome type 1	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
57	REAC	REAC:R-HSA-8986944	Transcriptional Regulation by MECP2	3.262743264591625e-12	True	Transcriptional Regulation by MECP2	58	100	12	10022	0.12	0.2068965517241379	query_1	['REAC:R-HSA-212436']	['PPARG', 'HDAC1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'GPS2', 'NCOR1', 'HDAC3', 'TBL1XR1', 'HDAC2', 'HIPK2']
173	GO:BP	GO:0010629	negative regulation of gene expression	3.781081344599129e-12	True	"""Any process that decreases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]"	962	101	30	15719	0.297029702970297	0.0311850311850311	query_1	['GO:0010467', 'GO:0010468', 'GO:0010605']	['SMAD1', 'REST', 'AKT1', 'STAT3', 'PPARG', 'RBL1', 'RBL2', 'NR1H2', 'CTNNB1', 'RB1', 'HDAC1', 'PPARA', 'SIN3A', 'CDKN1A', 'SMAD2', 'DAXX', 'NOTCH1', 'MECP2', 'E2F1', 'NOTCH2', 'RCOR1', 'CDK2', 'NR1H4', 'KAT2B', 'ESR1', 'RARA', 'TP53', 'SMAD3', 'PML', 'KDM1A']
58	REAC	REAC:R-HSA-1362300	Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1	4.766075097166438e-12	True	Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1	15	100	8	10022	0.08	0.5333333333333333	query_1	['REAC:R-HSA-1538133']	['E2F4', 'RBL1', 'RBL2', 'TFDP1', 'HDAC1', 'E2F5', 'E2F1', 'TFDP2']
59	REAC	REAC:R-HSA-2559585	Oncogene Induced Senescence	4.9356238782755926e-12	True	Oncogene Induced Senescence	33	100	10	10022	0.1	0.303030303030303	query_1	['REAC:R-HSA-2559583']	['MDM2', 'TFDP1', 'RB1', 'E2F2', 'E2F1', 'SP1', 'CDK4', 'TP53', 'TFDP2', 'CDK6']
174	GO:BP	GO:0019827	stem cell population maintenance	6.326585572970999e-12	True	"""The process by which an organism or tissue maintains a population of stem cells of a single type. This can be achieved by a number of mechanisms: stem cell asymmetric division maintains stem cell numbers; stem cell symmetric division increases them; maintenance of a stem cell niche maintains the conditions for commitment to the stem cell fate for some types of stem cell; stem cells may arise de novo from other cell types."" [GOC:mah, ISBN:0878932437]"	172	101	15	15719	0.1485148514851485	0.0872093023255814	query_1	['GO:0032501', 'GO:0098727']	['REST', 'NCOA3', 'STAT3', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'SIN3A', 'SMARCB1', 'NOTCH1', 'RBPJ', 'SKI', 'FOXO1', 'HDAC2', 'SMARCC1']
175	GO:BP	GO:0048545	response to steroid hormone	6.524628470928131e-12	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a steroid hormone stimulus."" [GOC:go_curators]"	331	101	19	15719	0.1881188118811881	0.0574018126888217	query_1	['GO:0009725', 'GO:0014070', 'GO:0033993']	['REST', 'RXRA', 'NCOA2', 'HDAC1', 'PPARA', 'SMARCA4', 'NCOR2', 'RXRB', 'NR1H3', 'AR', 'DAXX', 'NOTCH1', 'EP300', 'NCOR1', 'ESR2', 'ESR1', 'FOXH1', 'KDM1A', 'CCND1']
60	REAC	REAC:R-HSA-9707616	Heme signaling	7.385963784719292e-12	True	Heme signaling	47	100	11	10022	0.11	0.2340425531914893	query_1	['REAC:R-HSA-2262752']	['NRIP1', 'RXRA', 'CREBBP', 'NCOA2', 'PPARA', 'TBL1X', 'EP300', 'NCOR1', 'HDAC3', 'TBL1XR1', 'NCOA1']
176	GO:BP	GO:0036293	response to decreased oxygen levels	7.782902400903402e-12	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting a decline in the level of oxygen."" [GOC:al]"	290	101	18	15719	0.1782178217821782	0.0620689655172413	query_1	['GO:0070482']	['REST', 'AKT1', 'CREBBP', 'MDM2', 'PPARG', 'PPARA', 'SMAD4', 'NOTCH1', 'EP300', 'RBPJ', 'MECP2', 'E2F1', 'FABP1', 'CDKN1B', 'TP53', 'SMAD3', 'PML', 'HIPK2']
177	GO:BP	GO:0042981	regulation of apoptotic process	7.899831857594369e-12	True	"""Any process that modulates the occurrence or rate of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	1376	101	35	15719	0.3465346534653465	0.0254360465116279	query_1	['GO:0006915', 'GO:0043067']	['REST', 'AKT1', 'MDM2', 'PPARG', 'FOXO3', 'CTNNB1', 'RB1', 'HDAC1', 'PPARA', 'SIN3A', 'AR', 'DAXX', 'SMAD4', 'NOTCH1', 'MECP2', 'CCND2', 'E2F1', 'NOTCH2', 'HDAC3', 'FABP1', 'NR1H4', 'ESR1', 'FOXO1', 'RARA', 'CDKN1B', 'TP53', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1', 'HIPK2', 'CCND1', 'VDR']
61	REAC	REAC:R-HSA-9022537	Loss of MECP2 binding ability to the NCoR/SMRT complex	8.565135281535033e-12	True	Loss of MECP2 binding ability to the NCoR/SMRT complex	6	100	6	10022	0.06	1.0	query_1	['REAC:R-HSA-9005891']	['TBL1X', 'NCOR2', 'GPS2', 'NCOR1', 'HDAC3', 'TBL1XR1']
178	GO:BP	GO:0098727	maintenance of cell number	8.679677248760076e-12	True	"""Any process by which the numbers of cells of a particular type or in a tissue are maintained."" [GOC:dos]"	176	101	15	15719	0.1485148514851485	0.0852272727272727	query_1	['GO:0032502']	['REST', 'NCOA3', 'STAT3', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'SIN3A', 'SMARCB1', 'NOTCH1', 'RBPJ', 'SKI', 'FOXO1', 'HDAC2', 'SMARCC1']
179	GO:BP	GO:0010941	regulation of cell death	9.59337101066045e-12	True	"""Any process that modulates the rate or frequency of cell death. Cell death is the specific activation or halting of processes within a cell so that its vital functions markedly cease, rather than simply deteriorating gradually over time, which culminates in cell death."" [GOC:dph, GOC:tb]"	1554	101	37	15719	0.3663366336633663	0.0238095238095238	query_1	['GO:0008219', 'GO:0050794']	['REST', 'AKT1', 'MDM2', 'PPARG', 'FOXO3', 'CTNNB1', 'RB1', 'HDAC1', 'PPARA', 'SIN3A', 'CDKN1A', 'AR', 'DAXX', 'SMAD4', 'NOTCH1', 'MECP2', 'CCND2', 'E2F1', 'NOTCH2', 'HDAC3', 'FABP1', 'NR1H4', 'ESR1', 'FOXO1', 'PDE8A', 'RARA', 'CDKN1B', 'TP53', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1', 'HIPK2', 'CCND1', 'VDR']
180	GO:BP	GO:0036211	protein modification process	1.1304007799592916e-11	True	"""The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications). Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)."" [GOC:bf, GOC:jl]"	3399	101	55	15719	0.5445544554455446	0.0161812297734627	query_1	['GO:0019538', 'GO:0043412']	['SMAD1', 'MAML1', 'UBE2I', 'NCOA3', 'AKT1', 'WDR77', 'CREBBP', 'CDK8', 'SMURF2', 'CBFB', 'MDM2', 'HDAC10', 'PPARG', 'COPRS', 'CDK7', 'CTNNB1', 'RB1', 'HDAC1', 'TBL1X', 'SIN3A', 'CDKN1A', 'WWTR1', 'SUMO1', 'SMAD2', 'DAXX', 'SMARCB1', 'SMAD4', 'USP7', 'EP300', 'MECP2', 'CCND2', 'PRMT5', 'SUMO2', 'GPS2', 'HDAC3', 'SNW1', 'RCOR1', 'CDK2', 'KAT2B', 'FOXO1', 'PDE8A', 'CCND3', 'RARA', 'CDK4', 'CDKN1B', 'CLNS1A', 'TBL1XR1', 'TP53', 'PML', 'HDAC2', 'KDM1A', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1']
62	REAC	REAC:R-HSA-6791312	TP53 Regulates Transcription of Cell Cycle Genes	1.1768803656576828e-11	True	TP53 Regulates Transcription of Cell Cycle Genes	49	100	11	10022	0.11	0.2244897959183673	query_1	['REAC:R-HSA-3700989']	['E2F4', 'RBL1', 'RBL2', 'TFDP1', 'CDKN1A', 'EP300', 'E2F1', 'CDK2', 'CDKN1B', 'TP53', 'TFDP2']
181	GO:BP	GO:0007166	cell surface receptor signaling pathway	1.4822818356701042e-11	True	"""The series of molecular signals initiated by activation of a receptor on the surface of a cell. The pathway begins with binding of an extracellular ligand to a cell surface receptor, or for receptors that signal in the absence of a ligand, by ligand-withdrawal or the activity of a constitutively active receptor. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:mah, GOC:pr, GOC:signaling]"	2638	101	48	15719	0.4752475247524752	0.0181956027293404	query_1	['GO:0007165']	['SMAD1', 'MAML1', 'AKT1', 'CREBBP', 'SMURF2', 'STAT3', 'PPARG', 'FOXO3', 'NR1H2', 'CTNNB1', 'RB1', 'HDAC1', 'PPARA', 'SMARCA4', 'TBL1X', 'SIN3A', 'NR1H3', 'AR', 'WWTR1', 'SMAD2', 'DAXX', 'SMAD9', 'SMAD4', 'NOTCH1', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'GPS2', 'SKI', 'SNW1', 'NR1H4', 'FOXO1', 'CCND3', 'FOXH1', 'CDK4', 'CDKN1B', 'TBL1XR1', 'TP53', 'SMAD3', 'PML', 'HDAC2', 'SMARCC1', 'SKIL', 'CDK6', 'HIPK2', 'CCND1', 'CCNC']
182	GO:BP	GO:0080135	regulation of cellular response to stress	1.7021192264476215e-11	True	"""Any process that modulates the frequency, rate or extent of a cellular response to stress. Cellular response to stress is a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]"	681	101	25	15719	0.2475247524752475	0.0367107195301027	query_1	['GO:0033554', 'GO:0050794', 'GO:0080134']	['REST', 'AKT1', 'CREBBP', 'MDM2', 'HDAC10', 'NR1H2', 'CTNNB1', 'SMARCA4', 'SMARCA2', 'NR1H3', 'SMARCB1', 'EP300', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'KAT2B', 'FOXO1', 'PDE8A', 'TP53', 'PML', 'KDM1A', 'SMARCC1', 'SKIL', 'HIPK2']
183	GO:BP	GO:1902895	positive regulation of miRNA transcription	1.7143492165612898e-11	True	"""Any process that activates or increases the frequency, rate or extent of microRNA (miRNA) gene transcription."" [GO_REF:0000058, GOC:dph, GOC:kmv, GOC:TermGenie, PMID:24699545]"	51	101	10	15719	0.099009900990099	0.196078431372549	query_1	['GO:0045893', 'GO:0061614', 'GO:1902893', 'GO:2000630']	['SMAD1', 'STAT3', 'PPARG', 'FOXO3', 'NR1H2', 'SMARCA4', 'AR', 'SMAD4', 'TP53', 'SMAD3']
63	REAC	REAC:R-HSA-1538133	G0 and Early G1	1.8052578954622944e-11	True	G0 and Early G1	26	100	9	10022	0.09	0.3461538461538461	query_1	['REAC:R-HSA-453279']	['E2F4', 'RBL1', 'RBL2', 'TFDP1', 'HDAC1', 'E2F5', 'E2F1', 'CDK2', 'TFDP2']
64	REAC	REAC:R-HSA-1912422	Pre-NOTCH Expression and Processing	1.8259649761240964e-11	True	Pre-NOTCH Expression and Processing	106	100	14	10022	0.14	0.1320754716981132	query_1	['REAC:R-HSA-157118']	['MAML1', 'CREBBP', 'TFDP1', 'NOTCH1', 'RUNX1', 'EP300', 'RBPJ', 'E2F1', 'NOTCH2', 'SNW1', 'KAT2B', 'TP53', 'TFDP2', 'CCND1']
66	REAC	REAC:R-HSA-1368082	RORA activates gene expression	2.7846120835205915e-11	True	RORA activates gene expression	18	100	8	10022	0.08	0.4444444444444444	query_1	['REAC:R-HSA-400253']	['RXRA', 'CREBBP', 'NCOA2', 'PPARA', 'TBL1X', 'EP300', 'TBL1XR1', 'NCOA1']
65	REAC	REAC:R-HSA-1362277	Transcription of E2F targets under negative control by DREAM complex	2.7846120835205915e-11	True	Transcription of E2F targets under negative control by DREAM complex	18	100	8	10022	0.08	0.4444444444444444	query_1	['REAC:R-HSA-1538133']	['E2F4', 'RBL1', 'RBL2', 'TFDP1', 'HDAC1', 'E2F5', 'E2F1', 'TFDP2']
67	REAC	REAC:R-HSA-8939211	ESR-mediated signaling	2.943635236714437e-11	True	ESR-mediated signaling	216	100	18	10022	0.18	0.0833333333333333	query_1	['REAC:R-HSA-9006931']	['NRIP1', 'NCOA3', 'AKT1', 'CREBBP', 'CBFB', 'FOXO3', 'NCOA2', 'HDAC1', 'RUNX1', 'EP300', 'ESR2', 'SP1', 'KAT2B', 'ESR1', 'CDKN1B', 'KDM1A', 'NCOA1', 'CCND1']
68	REAC	REAC:R-HSA-3700989	Transcriptional Regulation by TP53	3.796476852795887e-11	True	Transcriptional Regulation by TP53	357	100	22	10022	0.22	0.0616246498599439	query_1	['REAC:R-HSA-212436']	['AKT1', 'CREBBP', 'MDM2', 'E2F4', 'CDK7', 'RBL1', 'RBL2', 'TFDP1', 'HDAC1', 'CDKN1A', 'DAXX', 'USP7', 'EP300', 'E2F1', 'PRMT5', 'CDK2', 'CDKN1B', 'TP53', 'TFDP2', 'PML', 'HDAC2', 'HIPK2']
184	GO:BP	GO:0050896	response to stimulus	4.0024019060004096e-11	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."" [GOC:ai, GOC:bf]"	7975	101	85	15719	0.8415841584158416	0.0106583072100313	query_1	['GO:0008150']	['SMAD1', 'REST', 'MAML1', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'AKT1', 'CREBBP', 'SMURF2', 'MDM2', 'HDAC10', 'STAT3', 'PPARG', 'CDK7', 'RBL1', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'PPARA', 'SMARCA4', 'SMARCA2', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'CDKN1A', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'SMAD2', 'DAXX', 'SMARCB1', 'SMAD9', 'SMAD4', 'NOTCH1', 'USP7', 'EP300', 'RBPJ', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'NOTCH2', 'GPS2', 'NCOR1', 'HDAC3', 'ESR2', 'FABP1', 'SMARCC2', 'SKI', 'SNW1', 'CDK2', 'SP1', 'NR1H4', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'CCND3', 'RARA', 'FOXH1', 'CDK4', 'CDKN1B', 'TBL1XR1', 'TP53', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC', 'VDR']
185	GO:BP	GO:0051246	regulation of protein metabolic process	4.0763592323203857e-11	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	2396	101	45	15719	0.4455445544554455	0.0187813021702838	query_1	['GO:0019538', 'GO:0051171', 'GO:0060255', 'GO:0080090']	['REST', 'UBE2I', 'AKT1', 'MDM2', 'STAT3', 'PPARG', 'CDK7', 'FOXO3', 'NR1H2', 'CTNNB1', 'RB1', 'HDAC1', 'NR1H3', 'CDKN1A', 'WWTR1', 'SUMO1', 'DAXX', 'SMARCB1', 'SMAD4', 'RUNX1', 'USP7', 'EP300', 'MECP2', 'CCND2', 'SUMO2', 'GPS2', 'HDAC3', 'FABP1', 'SNW1', 'CDK2', 'SP1', 'KAT2B', 'FOXO1', 'PDE8A', 'CCND3', 'RARA', 'CDKN1B', 'TP53', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'SMARCC1', 'HIPK2', 'CCND1']
18	GO:CC	GO:1902494	catalytic complex	4.162798649215438e-11	True	"""A protein complex which is capable of catalytic activity."" [GOC:bhm, GOC:TermGenie, PMID:8077207]"	1723	101	37	16420	0.3663366336633663	0.0214741729541497	query_1	['GO:0032991']	['UBE2I', 'NRIP1', 'WDR77', 'CREBBP', 'SMURF2', 'HDAC10', 'CDK7', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'TBL1X', 'SIN3A', 'CDKN1A', 'SMARCB1', 'EP300', 'CCND2', 'PRMT5', 'NCOR1', 'HDAC3', 'SMARCC2', 'SNW1', 'RCOR1', 'CDK2', 'KAT2B', 'CCND3', 'CDK4', 'CDKN1B', 'CLNS1A', 'TBL1XR1', 'HDAC2', 'KDM1A', 'SMARCC1', 'CDK6', 'CCND1', 'CCNC']
186	GO:BP	GO:0019538	protein metabolic process	4.222804439821034e-11	True	"""The chemical reactions and pathways involving a protein. Includes protein modification."" [GOC:ma]"	5066	101	67	15719	0.6633663366336634	0.013225424397947	query_1	['GO:0043170', 'GO:0044238', 'GO:1901564']	['SMAD1', 'REST', 'MAML1', 'UBE2I', 'NCOA3', 'AKT1', 'WDR77', 'CREBBP', 'CDK8', 'SMURF2', 'CBFB', 'MDM2', 'HDAC10', 'STAT3', 'PPARG', 'COPRS', 'CDK7', 'FOXO3', 'NR1H2', 'CTNNB1', 'RB1', 'HDAC1', 'PPARA', 'TBL1X', 'SIN3A', 'NR1H3', 'CDKN1A', 'WWTR1', 'SUMO1', 'SMAD2', 'DAXX', 'SMARCB1', 'SMAD4', 'NOTCH1', 'RUNX1', 'USP7', 'EP300', 'MECP2', 'CCND2', 'PRMT5', 'SUMO2', 'GPS2', 'HDAC3', 'FABP1', 'SNW1', 'RCOR1', 'CDK2', 'SP1', 'KAT2B', 'FOXO1', 'PDE8A', 'CCND3', 'RARA', 'CDK4', 'CDKN1B', 'CLNS1A', 'TBL1XR1', 'TP53', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'SMARCC1', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1']
187	GO:BP	GO:0001666	response to hypoxia	4.507531432441133e-11	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level."" [GOC:hjd]"	278	101	17	15719	0.1683168316831683	0.0611510791366906	query_1	['GO:0006950', 'GO:0036293']	['REST', 'CREBBP', 'MDM2', 'PPARG', 'PPARA', 'SMAD4', 'NOTCH1', 'EP300', 'RBPJ', 'MECP2', 'E2F1', 'FABP1', 'CDKN1B', 'TP53', 'SMAD3', 'PML', 'HIPK2']
188	GO:BP	GO:0044093	positive regulation of molecular function	4.985401630306144e-11	True	"""Any process that activates or increases the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GO:jl]"	1469	101	35	15719	0.3465346534653465	0.0238257317903335	query_1	['GO:0065009']	['REST', 'UBE2I', 'RXRA', 'NCOA3', 'AKT1', 'STAT3', 'PPARG', 'NR1H2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'NR1H3', 'CDKN1A', 'AR', 'SUMO1', 'DAXX', 'SMARCB1', 'EP300', 'CCND2', 'ESR2', 'FABP1', 'SKI', 'ESR1', 'CCND3', 'RARA', 'CDKN1B', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'HIPK2', 'CCND1', 'VDR']
189	GO:BP	GO:0048584	positive regulation of response to stimulus	5.212544882283924e-11	True	"""Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	2113	101	42	15719	0.4158415841584158	0.0198769522006625	query_1	['GO:0048518', 'GO:0048583', 'GO:0050896']	['UBE2I', 'RXRA', 'CREBBP', 'SMURF2', 'HDAC10', 'STAT3', 'PPARG', 'FOXO3', 'CTNNB1', 'SMARCA4', 'SMARCA2', 'TBL1X', 'SIN3A', 'RXRB', 'NR1H3', 'AR', 'SMAD2', 'SMARCB1', 'SMAD4', 'NOTCH1', 'EP300', 'RBPJ', 'PRMT5', 'NOTCH2', 'GPS2', 'HDAC3', 'SMARCC2', 'SKI', 'SNW1', 'NR1H4', 'ESR1', 'PDE8A', 'RARA', 'TBL1XR1', 'TP53', 'SMAD3', 'PML', 'THRB', 'SMARCC1', 'SKIL', 'HIPK2', 'VDR']
190	GO:BP	GO:2000630	positive regulation of miRNA metabolic process	5.407254618751843e-11	True	"""Any process that activates or increases the frequency, rate or extent of miRNA metabolic process."" [GOC:dph]"	57	101	10	15719	0.099009900990099	0.175438596491228	query_1	['GO:0010586', 'GO:0051254', 'GO:2000628']	['SMAD1', 'STAT3', 'PPARG', 'FOXO3', 'NR1H2', 'SMARCA4', 'AR', 'SMAD4', 'TP53', 'SMAD3']
69	REAC	REAC:R-HSA-2262752	Cellular responses to stress	5.624911483060384e-11	True	Cellular responses to stress	770	100	31	10022	0.31	0.0402597402597402	query_1	['REAC:R-HSA-8953897']	['NRIP1', 'RXRA', 'AKT1', 'CREBBP', 'MDM2', 'STAT3', 'TFDP1', 'NCOA2', 'RB1', 'PPARA', 'TBL1X', 'NCOR2', 'SIN3A', 'CDKN1A', 'AR', 'E2F2', 'NOTCH1', 'EP300', 'E2F1', 'NCOR1', 'HDAC3', 'FABP1', 'CDK2', 'SP1', 'CDK4', 'CDKN1B', 'TBL1XR1', 'TP53', 'TFDP2', 'CDK6', 'NCOA1']
191	GO:BP	GO:0007623	circadian rhythm	6.05748089075423e-11	True	"""Any biological process in an organism that recurs with a regularity of approximately 24 hours."" [GOC:bf, GOC:go_curators]"	202	101	15	15719	0.1485148514851485	0.0742574257425742	query_1	['GO:0048511']	['NRIP1', 'PPARG', 'NCOA2', 'HDAC1', 'PPARA', 'SIN3A', 'NR1H3', 'USP7', 'EP300', 'PRMT5', 'NCOR1', 'HDAC3', 'TP53', 'PML', 'HDAC2']
192	GO:BP	GO:0009887	animal organ morphogenesis	6.668579718574942e-11	True	"""Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dgh, GOC:go_curators, ISBN:0471245208, ISBN:0721662544]"	1005	101	29	15719	0.2871287128712871	0.0288557213930348	query_1	['GO:0009653', 'GO:0048513']	['SMURF2', 'MDM2', 'E2F4', 'STAT3', 'CTNNB1', 'HDAC1', 'PPARA', 'FOXG1', 'PAX3', 'AR', 'WWTR1', 'SMAD2', 'SMAD4', 'NOTCH1', 'EP300', 'RBPJ', 'NOTCH2', 'SKI', 'ESR1', 'RARA', 'FOXH1', 'TP53', 'SMAD3', 'PML', 'HDAC2', 'THRB', 'SMARCC1', 'HIPK2', 'VDR']
19	GO:CC	GO:0043229	intracellular organelle	7.502229885345422e-11	True	"""Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:go_curators]"	12263	101	100	16420	0.99009900990099	0.0081546114327652	query_1	['GO:0005622', 'GO:0043226']	['SMAD1', 'REST', 'MAML1', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CDK8', 'SMURF2', 'CBFB', 'MDM2', 'HDAC10', 'E2F4', 'STAT3', 'PPARG', 'COPRS', 'CDK7', 'RBL1', 'FOXO3', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'PPARA', 'SMARCA4', 'SMARCA2', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'PAX3', 'RXRB', 'NR1H3', 'E2F5', 'CDKN1A', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'SMAD2', 'DAXX', 'SMARCB1', 'SMAD9', 'SMAD4', 'NOTCH1', 'RUNX1', 'USP7', 'EP300', 'RBPJ', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'NOTCH2', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'ESR2', 'FABP1', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDK2', 'SP1', 'NR1H4', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'DRAP1', 'RARA', 'FOXH1', 'CDK4', 'CDKN1B', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC', 'VDR']
193	GO:BP	GO:0071383	cellular response to steroid hormone stimulus	8.541663285576041e-11	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a steroid hormone stimulus."" [GOC:mah]"	207	101	15	15719	0.1485148514851485	0.072463768115942	query_1	['GO:0032870', 'GO:0048545', 'GO:0071396', 'GO:0071407']	['REST', 'RXRA', 'HDAC1', 'PPARA', 'SMARCA4', 'NCOR2', 'RXRB', 'AR', 'DAXX', 'EP300', 'NCOR1', 'ESR2', 'ESR1', 'FOXH1', 'KDM1A']
70	REAC	REAC:R-HSA-8953897	Cellular responses to stimuli	8.864117307056219e-11	True	Cellular responses to stimuli	784	100	31	10022	0.31	0.0395408163265306	query_1	['REAC:0000000']	['NRIP1', 'RXRA', 'AKT1', 'CREBBP', 'MDM2', 'STAT3', 'TFDP1', 'NCOA2', 'RB1', 'PPARA', 'TBL1X', 'NCOR2', 'SIN3A', 'CDKN1A', 'AR', 'E2F2', 'NOTCH1', 'EP300', 'E2F1', 'NCOR1', 'HDAC3', 'FABP1', 'CDK2', 'SP1', 'CDK4', 'CDKN1B', 'TBL1XR1', 'TP53', 'TFDP2', 'CDK6', 'NCOA1']
194	GO:BP	GO:0009968	negative regulation of signal transduction	1.1993163296902203e-10	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction."" [GOC:sm]"	1184	101	31	15719	0.3069306930693069	0.0261824324324324	query_1	['GO:0007165', 'GO:0009966', 'GO:0010648', 'GO:0023057', 'GO:0048585']	['AKT1', 'SMURF2', 'MDM2', 'PPARG', 'NR1H2', 'CTNNB1', 'RB1', 'HDAC1', 'PPARA', 'SMARCA4', 'NCOR2', 'SIN3A', 'NR1H3', 'AR', 'WWTR1', 'SMAD4', 'NOTCH1', 'GPS2', 'NCOR1', 'HDAC3', 'SKI', 'NR1H4', 'ESR1', 'FOXO1', 'FOXH1', 'TP53', 'HDAC2', 'KDM1A', 'SKIL', 'HIPK2', 'CCNC']
