Aquagenic palmoplantar keratoderma	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
4	GO:BP	GO:0048870	cell motility	3.60305037276774e-21	True	"""Any process involved in the controlled self-propelled movement of a cell that results in translocation of the cell from one place to another."" [GOC:dgh, GOC:dph, GOC:isa_complete, GOC:mlg]"	1609	99	50	15719	0.5050505050505051	0.0310752019888129	query_1	['GO:0009987']	['MET', 'ITGB1', 'NCK1', 'ITGAV', 'FN1', 'PREX1', 'BCAR1', 'DOCK1', 'EPHB4', 'SRC', 'TIAM1', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'WASL', 'SOS1', 'PXN', 'FYN', 'WAS', 'DOCK4', 'ZAP70', 'RHOA', 'DLC1', 'RHOG', 'LYN', 'EGFR', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'SH3KBP1', 'PTK2B', 'EFNB2', 'CRKL', 'EPHB3', 'SDC3', 'PTK2', 'ITGB6', 'DOCK2', 'LCK', 'EFNB1', 'DOCK5', 'ELMO1', 'PTPN11', 'NCK2', 'PDGFRA', 'ELMO2', 'YES1']
5	GO:BP	GO:0048013	ephrin receptor signaling pathway	4.040835653162565e-21	True	"""The series of molecular signals initiated by ephrin binding to its receptor, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]"	50	99	16	15719	0.1616161616161616	0.32	query_1	['GO:0007169']	['NCK1', 'EPHB4', 'SRC', 'EPHA5', 'TIAM1', 'CRK', 'FYN', 'LYN', 'EFNB2', 'EPHB3', 'PTK2', 'EFNB1', 'SIPA1L1', 'PTPN11', 'NCK2', 'YES1']
6	GO:BP	GO:0007167	enzyme-linked receptor protein signaling pathway	4.207490878243271e-21	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell, where the receptor possesses catalytic activity or is closely associated with an enzyme such as a protein kinase, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling, ISBN:0815316194]"	927	99	40	15719	0.404040404040404	0.0431499460625674	query_1	['GO:0007166']	['MET', 'RAPGEF1', 'NCK1', 'BCAR1', 'EPHB4', 'SRC', 'EPHA5', 'TIAM1', 'ITGB3', 'PIK3R1', 'CRK', 'RHOQ', 'HGF', 'SHC1', 'SOS1', 'PXN', 'FYN', 'ZAP70', 'LYN', 'GRB2', 'LCP2', 'EGFR', 'VAV1', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'EFNB2', 'CRKL', 'EPHB3', 'PTK2', 'ITGB6', 'LCK', 'EFNB1', 'SIPA1L1', 'CBL', 'PTPN11', 'NCK2', 'PDGFRA', 'YES1']
3	REAC	REAC:R-HSA-109582	Hemostasis	5.67940335657009e-21	True	Hemostasis	608	96	39	10022	0.40625	0.0641447368421052	query_1	['REAC:0000000']	['ITGB1', 'ITGAV', 'FN1', 'BCAR1', 'DOCK1', 'SRC', 'ITGB3', 'KIF5A', 'PIK3R1', 'CRK', 'KLC4', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'KIF5B', 'ITGA2B', 'FYN', 'LAT', 'DOCK4', 'RHOA', 'RHOG', 'LYN', 'LCP2', 'KLC2', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'DOCK3', 'TLN1', 'SDC3', 'PTK2', 'DOCK2', 'LCK', 'DOCK5', 'KLC1', 'PTPN11', 'YES1']
4	REAC	REAC:R-HSA-194315	Signaling by Rho GTPases	5.67940335657009e-21	True	Signaling by Rho GTPases	691	96	41	10022	0.4270833333333333	0.0593342981186685	query_1	['REAC:R-HSA-9716542']	['DLG4', 'RAPGEF1', 'ITGB1', 'NCK1', 'GOPC', 'PREX1', 'DOCK1', 'SRC', 'TIAM1', 'KIF5A', 'PIK3R1', 'WIPF3', 'RHOQ', 'KLC4', 'DYNLL2', 'WASL', 'SOS1', 'WIPF1', 'KIF5B', 'WIPF2', 'WAS', 'DOCK4', 'ZAP70', 'RHOA', 'CFTR', 'DLC1', 'RHOG', 'KLC2', 'KTN1', 'VAV1', 'PTK2B', 'ITSN1', 'DOCK3', 'PTK2', 'DOCK2', 'LCK', 'DOCK5', 'KLC1', 'NCK2', 'ELMO2', 'DYNLL1']
5	REAC	REAC:R-HSA-422475	Axon guidance	9.040002113343119e-21	True	Axon guidance	540	96	37	10022	0.3854166666666667	0.0685185185185185	query_1	['REAC:R-HSA-9675108']	['DLG4', 'MET', 'ITGB1', 'NCK1', 'ITGAV', 'DOCK1', 'EPHB4', 'SRC', 'EPHA5', 'TIAM1', 'ITGB3', 'PIK3R1', 'DLG3', 'SHC1', 'WASL', 'SOS1', 'DLG1', 'GRIN1', 'ITGA2B', 'FYN', 'GRIN2B', 'RHOA', 'LYN', 'EGFR', 'PLCG1', 'ERBB2', 'SH3KBP1', 'SH3GL2', 'EFNB2', 'ITSN1', 'EPHB3', 'TLN1', 'PTK2', 'EFNB1', 'PTPN11', 'NCK2', 'YES1']
6	REAC	REAC:R-HSA-9716542	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	9.183901125193243e-21	True	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	706	96	41	10022	0.4270833333333333	0.0580736543909348	query_1	['REAC:R-HSA-162582']	['DLG4', 'RAPGEF1', 'ITGB1', 'NCK1', 'GOPC', 'PREX1', 'DOCK1', 'SRC', 'TIAM1', 'KIF5A', 'PIK3R1', 'WIPF3', 'RHOQ', 'KLC4', 'DYNLL2', 'WASL', 'SOS1', 'WIPF1', 'KIF5B', 'WIPF2', 'WAS', 'DOCK4', 'ZAP70', 'RHOA', 'CFTR', 'DLC1', 'RHOG', 'KLC2', 'KTN1', 'VAV1', 'PTK2B', 'ITSN1', 'DOCK3', 'PTK2', 'DOCK2', 'LCK', 'DOCK5', 'KLC1', 'NCK2', 'ELMO2', 'DYNLL1']
7	GO:BP	GO:0018108	peptidyl-tyrosine phosphorylation	1.7082193115426757e-20	True	"""The phosphorylation of peptidyl-tyrosine to form peptidyl-O4'-phospho-L-tyrosine."" [RESID:AA0039]"	362	99	28	15719	0.2828282828282828	0.0773480662983425	query_1	['GO:0006468', 'GO:0018212']	['DLG4', 'MET', 'EPHB4', 'SRC', 'EPHA5', 'ITGB3', 'DLG3', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FYN', 'ZAP70', 'LYN', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'DOCK3', 'EPHB3', 'PTK2', 'LCK', 'CBL', 'PTPN11', 'NCK2', 'PDGFRA', 'YES1']
8	GO:BP	GO:0018212	peptidyl-tyrosine modification	1.766603981245767e-20	True	"""The modification of peptidyl-tyrosine."" [GOC:go_curators]"	364	99	28	15719	0.2828282828282828	0.0769230769230769	query_1	['GO:0018193']	['DLG4', 'MET', 'EPHB4', 'SRC', 'EPHA5', 'ITGB3', 'DLG3', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FYN', 'ZAP70', 'LYN', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'DOCK3', 'EPHB3', 'PTK2', 'LCK', 'CBL', 'PTPN11', 'NCK2', 'PDGFRA', 'YES1']
7	REAC	REAC:R-HSA-9675108	Nervous system development	3.095034437654451e-20	True	Nervous system development	564	96	37	10022	0.3854166666666667	0.0656028368794326	query_1	['REAC:R-HSA-1266738']	['DLG4', 'MET', 'ITGB1', 'NCK1', 'ITGAV', 'DOCK1', 'EPHB4', 'SRC', 'EPHA5', 'TIAM1', 'ITGB3', 'PIK3R1', 'DLG3', 'SHC1', 'WASL', 'SOS1', 'DLG1', 'GRIN1', 'ITGA2B', 'FYN', 'GRIN2B', 'RHOA', 'LYN', 'EGFR', 'PLCG1', 'ERBB2', 'SH3KBP1', 'SH3GL2', 'EFNB2', 'ITSN1', 'EPHB3', 'TLN1', 'PTK2', 'EFNB1', 'PTPN11', 'NCK2', 'YES1']
3	GO:CC	GO:0070161	anchoring junction	1.5757893065784974e-19	True	"""A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix."" [ISBN:0815332181]"	855	99	36	16420	0.3636363636363636	0.0421052631578947	query_1	['GO:0030054']	['DLG4', 'ITGB1', 'NCK1', 'ITGAV', 'BCAR1', 'SRC', 'TIAM1', 'ITGB3', 'PIK3R1', 'DLG3', 'ITK', 'DLG2', 'DLG1', 'ITGA2B', 'PXN', 'WAS', 'LAT', 'ZAP70', 'RHOA', 'DLC1', 'RHOG', 'LYN', 'GRB2', 'LCP2', 'EGFR', 'VCL', 'VAV1', 'PLCG1', 'SH3KBP1', 'PTK2B', 'EFNB2', 'TLN1', 'PTK2', 'ITGB6', 'CBL', 'YES1']
9	GO:BP	GO:0035556	intracellular signal transduction	3.03494478610646e-19	True	"""The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."" [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]"	2545	99	58	15719	0.5858585858585859	0.0227897838899803	query_1	['GO:0007165']	['MET', 'RAPGEF1', 'GRIN2A', 'ITGB1', 'NCK1', 'ITGAV', 'FN1', 'PREX1', 'DOCK1', 'SRC', 'EPHA5', 'TIAM1', 'ITGB3', 'PIK3R1', 'CRK', 'RHOQ', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'SOS1', 'DLG1', 'GRIN1', 'FYN', 'GRIN2B', 'WAS', 'LAT', 'DOCK4', 'ZAP70', 'RHOA', 'DLC1', 'RHOG', 'LYN', 'GRB2', 'LCP2', 'EGFR', 'CHRNA7', 'VAV1', 'SYK', 'MYO5A', 'PLCG1', 'ERBB2', 'PTK2B', 'CRKL', 'ITSN1', 'DOCK3', 'PTK2', 'ITGB6', 'DOCK2', 'LCK', 'SIPA1L1', 'DOCK5', 'ELMO1', 'CBL', 'PTPN11', 'NCK2', 'PDGFRA', 'SHANK3']
10	REAC	REAC:R-HSA-9664407	Parasite infection	4.116236965115139e-19	True	Parasite infection	63	96	17	10022	0.1770833333333333	0.2698412698412698	query_1	['REAC:R-HSA-9658195']	['NCK1', 'DOCK1', 'WIPF3', 'CRK', 'WASL', 'WIPF1', 'WIPF2', 'FYN', 'WAS', 'LYN', 'VAV1', 'SYK', 'MYO5A', 'PTK2', 'ELMO1', 'ELMO2', 'YES1']
9	REAC	REAC:R-HSA-9664417	Leishmania phagocytosis	4.116236965115139e-19	True	Leishmania phagocytosis	63	96	17	10022	0.1770833333333333	0.2698412698412698	query_1	['REAC:R-HSA-9664407']	['NCK1', 'DOCK1', 'WIPF3', 'CRK', 'WASL', 'WIPF1', 'WIPF2', 'FYN', 'WAS', 'LYN', 'VAV1', 'SYK', 'MYO5A', 'PTK2', 'ELMO1', 'ELMO2', 'YES1']
8	REAC	REAC:R-HSA-9664422	FCGR3A-mediated phagocytosis	4.116236965115139e-19	True	FCGR3A-mediated phagocytosis	63	96	17	10022	0.1770833333333333	0.2698412698412698	query_1	['REAC:R-HSA-9664417']	['NCK1', 'DOCK1', 'WIPF3', 'CRK', 'WASL', 'WIPF1', 'WIPF2', 'FYN', 'WAS', 'LYN', 'VAV1', 'SYK', 'MYO5A', 'PTK2', 'ELMO1', 'ELMO2', 'YES1']
11	REAC	REAC:R-HSA-9012999	RHO GTPase cycle	1.3922814675483141e-18	True	RHO GTPase cycle	441	96	32	10022	0.3333333333333333	0.0725623582766439	query_1	['REAC:R-HSA-194315']	['RAPGEF1', 'ITGB1', 'NCK1', 'GOPC', 'PREX1', 'DOCK1', 'SRC', 'TIAM1', 'PIK3R1', 'WIPF3', 'RHOQ', 'WASL', 'SOS1', 'WIPF1', 'WIPF2', 'WAS', 'DOCK4', 'ZAP70', 'RHOA', 'CFTR', 'DLC1', 'RHOG', 'KTN1', 'VAV1', 'PTK2B', 'ITSN1', 'DOCK3', 'DOCK2', 'LCK', 'DOCK5', 'NCK2', 'ELMO2']
10	GO:BP	GO:0007166	cell surface receptor signaling pathway	1.704025192459573e-18	True	"""The series of molecular signals initiated by activation of a receptor on the surface of a cell. The pathway begins with binding of an extracellular ligand to a cell surface receptor, or for receptors that signal in the absence of a ligand, by ligand-withdrawal or the activity of a constitutively active receptor. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:mah, GOC:pr, GOC:signaling]"	2638	99	58	15719	0.5858585858585859	0.0219863532979529	query_1	['GO:0007165']	['DLG4', 'MET', 'RAPGEF1', 'GRIN2A', 'ITGB1', 'NCK1', 'ITGAV', 'FN1', 'BCAR1', 'DOCK1', 'EPHB4', 'SRC', 'EPHA5', 'TIAM1', 'ITGB3', 'PIK3R1', 'CRK', 'RHOQ', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'SOS1', 'GRIN1', 'ITGA2B', 'PXN', 'FYN', 'GRIN2B', 'LAT', 'ZAP70', 'RHOA', 'LYN', 'SHB', 'GRB2', 'LCP2', 'EGFR', 'CHRNA7', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'PTK2B', 'EFNB2', 'CRKL', 'EPHB3', 'TLN1', 'PTK2', 'ITGB6', 'LCK', 'EFNB1', 'SIPA1L1', 'CBL', 'PTPN11', 'NCK2', 'PDGFRA', 'SHANK3', 'YES1']
11	GO:BP	GO:0000902	cell morphogenesis	2.3707735162200583e-18	True	"""The developmental process in which the size or shape of a cell is generated and organized."" [GOC:clt, GOC:dph, GOC:go_curators, GOC:tb]"	921	99	37	15719	0.3737373737373737	0.0401737242128121	query_1	['GO:0009653']	['DLG4', 'MET', 'ITGB1', 'FN1', 'EPHB4', 'SRC', 'SPP1', 'EPHA5', 'TIAM1', 'KIF5A', 'CRK', 'RHOQ', 'HGF', 'WASL', 'SOS1', 'DLG1', 'KIF5B', 'FYN', 'DIP2B', 'RHOA', 'DLC1', 'RHOG', 'EGFR', 'VCL', 'CHRNA7', 'ERBB2', 'SH3KBP1', 'PTK2B', 'SH3GL2', 'EFNB2', 'EPHB3', 'PTK2', 'ITGB6', 'EFNB1', 'SIPA1L1', 'PTPN11', 'SHANK3']
12	GO:BP	GO:0030036	actin cytoskeleton organization	3.1349684879118905e-18	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:dph, GOC:jl, GOC:mah]"	695	99	33	15719	0.3333333333333333	0.0474820143884892	query_1	['GO:0007010', 'GO:0030029']	['MET', 'ITGB1', 'NCK1', 'PREX1', 'BCAR1', 'SRC', 'EPHA5', 'ITGB3', 'PIK3R1', 'WIPF3', 'CRK', 'RHOQ', 'SHC1', 'WASL', 'WIPF1', 'DLG1', 'PXN', 'WAS', 'RHOA', 'DLC1', 'RHOG', 'GRB2', 'MYO5A', 'SH3KBP1', 'PTK2B', 'TLN1', 'DOCK2', 'SIPA1L1', 'ELMO1', 'NCK2', 'PDGFRA', 'ELMO2', 'SHANK3']
13	GO:BP	GO:0043085	positive regulation of catalytic activity	5.181476549086455e-18	True	"""Any process that activates or increases the activity of an enzyme."" [GOC:ebc, GOC:jl, GOC:tb, GOC:vw]"	1078	99	39	15719	0.3939393939393939	0.036178107606679	query_1	['GO:0044093', 'GO:0050790']	['DLG4', 'MET', 'RAPGEF1', 'GRIN2A', 'ITGB1', 'PREX1', 'EPHB4', 'SRC', 'EPHA5', 'TIAM1', 'ITGB3', 'CRK', 'DLG3', 'ITK', 'SOS1', 'DLG1', 'GRIN1', 'FYN', 'GRIN2B', 'LAT', 'RHOA', 'DLC1', 'RHOG', 'LYN', 'LCP2', 'EGFR', 'CHRNA7', 'VAV1', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'CRKL', 'DOCK3', 'EPHB3', 'PTK2', 'LCK', 'SIPA1L1', 'PDGFRA']
14	GO:BP	GO:0030029	actin filament-based process	8.642369275359639e-18	True	"""Any cellular process that depends upon or alters the actin cytoskeleton, that part of the cytoskeleton comprising actin filaments and their associated proteins."" [GOC:mah]"	779	99	34	15719	0.3434343434343434	0.0436456996148908	query_1	['GO:0009987']	['MET', 'ITGB1', 'NCK1', 'PREX1', 'BCAR1', 'SRC', 'EPHA5', 'ITGB3', 'PIK3R1', 'WIPF3', 'CRK', 'RHOQ', 'SHC1', 'WASL', 'WIPF1', 'DLG1', 'PXN', 'WIPF2', 'WAS', 'RHOA', 'DLC1', 'RHOG', 'GRB2', 'MYO5A', 'SH3KBP1', 'PTK2B', 'TLN1', 'DOCK2', 'SIPA1L1', 'ELMO1', 'NCK2', 'PDGFRA', 'ELMO2', 'SHANK3']
