Trichothiodystrophy	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
65	GO:BP	GO:0071704	organic substance metabolic process	2.527864169761727e-18	True	"""The chemical reactions and pathways involving an organic substance, any molecular entity containing carbon."" [GOC:mah]"	9998	107	106	15719	0.9906542056074766	0.0106021204240848	query_1	['GO:0008152']	['NRIP1', 'GTF3C3', 'RXRA', 'UBE2I', 'NCOA3', 'TGIF1', 'CCNT1', 'AKT1', 'WDR77', 'SMURF2', 'CREBBP', 'GTF3C1', 'CBFB', 'SUPT4H1', 'ZNF143', 'GTF3A', 'COPRS', 'GTF2A2', 'CDK7', 'FOXO3', 'NR1H2', 'NCOA2', 'CARM1', 'CTNNB1', 'DDX5', 'HDAC1', 'GTF2H4', 'SMARCA4', 'BDP1', 'SMARCA2', 'CCNT2', 'FOXG1', 'GTF2H1', 'TBL1X', 'ERCC3', 'NCOR2', 'SIN3A', 'CDK9', 'SUPT5H', 'GTF3C2', 'RXRB', 'GTF2H3', 'NR1H3', 'GTF2E1', 'AR', 'CCNK', 'POU2F1', 'SUMO1', 'CCNH', 'SMAD2', 'DAXX', 'SMARCB1', 'RNF113A', 'CTDP1', 'GTF2B', 'TARS1', 'SMAD9', 'RNF26', 'SMAD4', 'RUNX1', 'EP300', 'MECP2', 'PRMT5', 'PRMT1', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'BRF1', 'MNAT1', 'BRF2', 'GTF3C4', 'GTF2F1', 'SMARCC2', 'SKI', 'BRCA1', 'CDK13', 'SP1', 'TBP', 'GTF2H5', 'KAT2B', 'ESR1', 'GTF2F2', 'FOXO1', 'PDE8A', 'GTF3C5', 'DRAP1', 'RARA', 'GTF2E2', 'FOXH1', 'POU2F2', 'CLNS1A', 'TBL1XR1', 'TP53', 'GTF2A1', 'SMAD3', 'PML', 'ERCC2', 'HDAC2', 'KDM1A', 'SMARCC1', 'HEXIM1', 'SKIL', 'NCOA1', 'HIPK2', 'CARS1']
66	GO:BP	GO:0019222	regulation of metabolic process	8.698844762273025e-18	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	6245	107	88	15719	0.822429906542056	0.0140912730184147	query_1	['GO:0008152', 'GO:0050789']	['NRIP1', 'RXRA', 'UBE2I', 'NCOA3', 'TGIF1', 'CCNT1', 'AKT1', 'WDR77', 'SMURF2', 'CREBBP', 'CBFB', 'SUPT4H1', 'ZNF143', 'GTF2A2', 'CDK7', 'FOXO3', 'NR1H2', 'NCOA2', 'CARM1', 'CTNNB1', 'DDX5', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNT2', 'FOXG1', 'GTF2H1', 'TBL1X', 'NCOR2', 'SIN3A', 'CDK9', 'SUPT5H', 'RXRB', 'GTF2H3', 'NR1H3', 'AR', 'CCNK', 'POU2F1', 'SUMO1', 'CCNH', 'SMAD2', 'DAXX', 'SMARCB1', 'SMAD9', 'RNF26', 'SMAD4', 'RUNX1', 'EP300', 'MECP2', 'PRMT5', 'PRMT1', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'BRF1', 'MNAT1', 'BRF2', 'GTF2F1', 'SMARCC2', 'SKI', 'BRCA1', 'CDK13', 'SP1', 'TBP', 'KAT2B', 'ESR1', 'GTF2F2', 'FOXO1', 'PDE8A', 'DRAP1', 'RARA', 'FOXH1', 'POU2F2', 'CLNS1A', 'TBL1XR1', 'TP53', 'GTF2A1', 'SMAD3', 'PML', 'ERCC2', 'HDAC2', 'KDM1A', 'SMARCC1', 'HEXIM1', 'SKIL', 'NCOA1', 'HIPK2']
16	GO:CC	GO:0055029	nuclear DNA-directed RNA polymerase complex	9.191465995990273e-18	True	"""A protein complex, located in the nucleus, that possesses DNA-directed RNA polymerase activity."" [GOC:mtg_sensu]"	111	107	17	16420	0.1588785046728972	0.1531531531531531	query_1	['GO:0000428', 'GO:0140513']	['GTF2A2', 'CDK7', 'GTF2H4', 'GTF2H1', 'ERCC3', 'GTF2H3', 'GTF2E1', 'CCNH', 'GTF2B', 'MNAT1', 'GTF2F1', 'TBP', 'GTF2H5', 'GTF2F2', 'GTF2E2', 'GTF2A1', 'ERCC2']
17	GO:CC	GO:0000439	transcription factor TFIIH core complex	1.3991372860230454e-17	True	"""The 7 subunit core of TFIIH that is a part of either the general transcription factor holo-TFIIH or the nucleotide-excision repair factor 3 complex. In S. cerevisiae/humans the complex is composed of: Ssl2/XPB, Tfb1/p62, Tfb2/p52, Ssl1/p44, Tfb4/p34, Tfb5/p8 and Rad3/XPD."" [GOC:ew, GOC:krc, PMID:14500720, PMID:17215295, PMID:22308316, PMID:22572993, PMID:23028141, PMID:7813015]"	11	107	9	16420	0.0841121495327102	0.8181818181818182	query_1	['GO:0090575']	['CDK7', 'GTF2H4', 'GTF2H1', 'ERCC3', 'GTF2H3', 'CCNH', 'MNAT1', 'GTF2H5', 'ERCC2']
18	GO:CC	GO:0000428	DNA-directed RNA polymerase complex	1.5414360405988218e-17	True	"""A protein complex that possesses DNA-directed RNA polymerase activity."" [GOC:krc]"	115	107	17	16420	0.1588785046728972	0.1478260869565217	query_1	['GO:0030880']	['GTF2A2', 'CDK7', 'GTF2H4', 'GTF2H1', 'ERCC3', 'GTF2H3', 'GTF2E1', 'CCNH', 'GTF2B', 'MNAT1', 'GTF2F1', 'TBP', 'GTF2H5', 'GTF2F2', 'GTF2E2', 'GTF2A1', 'ERCC2']
19	GO:CC	GO:0030880	RNA polymerase complex	2.3089876110333558e-17	True	"""Any complex that possesses RNA polymerase activity; generally comprises a catalytic subunit and one or more additional subunits."" [GOC:mah]"	118	107	17	16420	0.1588785046728972	0.1440677966101695	query_1	['GO:0061695', 'GO:0140535']	['GTF2A2', 'CDK7', 'GTF2H4', 'GTF2H1', 'ERCC3', 'GTF2H3', 'GTF2E1', 'CCNH', 'GTF2B', 'MNAT1', 'GTF2F1', 'TBP', 'GTF2H5', 'GTF2F2', 'GTF2E2', 'GTF2A1', 'ERCC2']
67	GO:BP	GO:0016570	histone modification	3.226192884811098e-17	True	"""The covalent alteration of one or more amino acid residues within a histone protein."" [GOC:krc]"	475	107	28	15719	0.2616822429906542	0.0589473684210526	query_1	['GO:0036211']	['NCOA3', 'WDR77', 'CREBBP', 'COPRS', 'CARM1', 'CTNNB1', 'HDAC1', 'TBL1X', 'SIN3A', 'CDK9', 'SMARCB1', 'GTF2B', 'SMAD4', 'EP300', 'MECP2', 'PRMT5', 'PRMT1', 'HDAC3', 'GTF3C4', 'BRCA1', 'KAT2B', 'CLNS1A', 'TBL1XR1', 'TP53', 'PML', 'HDAC2', 'KDM1A', 'NCOA1']
30	REAC	REAC:R-HSA-162906	HIV Infection	3.816119695256665e-17	True	HIV Infection	224	102	24	10022	0.2352941176470588	0.1071428571428571	query_1	['REAC:R-HSA-5663205']	['CCNT1', 'SUPT4H1', 'GTF2A2', 'CDK7', 'GTF2H4', 'CCNT2', 'GTF2H1', 'ERCC3', 'CDK9', 'SUPT5H', 'GTF2H3', 'GTF2E1', 'CCNK', 'CCNH', 'CTDP1', 'GTF2B', 'MNAT1', 'GTF2F1', 'TBP', 'GTF2H5', 'GTF2F2', 'GTF2E2', 'GTF2A1', 'ERCC2']
20	GO:CC	GO:0005675	transcription factor TFIIH holo complex	4.771260650326952e-17	True	"""A complex that is capable of kinase activity directed towards the C-terminal Domain (CTD) of the largest subunit of RNA polymerase II and is essential for initiation at RNA polymerase II promoters in vitro. It is composed of the core TFIIH complex and the TFIIK complex."" [GOC:ew, GOC:krc, PMID:14500720, PMID:22308316, PMID:22572993, PMID:7813015]"	12	107	9	16420	0.0841121495327102	0.75	query_1	['GO:0016591', 'GO:0032806', 'GO:0090575']	['CDK7', 'GTF2H4', 'GTF2H1', 'ERCC3', 'GTF2H3', 'CCNH', 'MNAT1', 'GTF2H5', 'ERCC2']
68	GO:BP	GO:0009755	hormone-mediated signaling pathway	6.890899189369253e-17	True	"""The series of molecular signals mediated by the detection of a hormone."" [GOC:sm]"	189	107	20	15719	0.1869158878504672	0.1058201058201058	query_1	['GO:0007165', 'GO:0032870']	['RXRA', 'NR1H2', 'CARM1', 'DDX5', 'HDAC1', 'SMARCA4', 'GTF2H1', 'NCOR2', 'RXRB', 'NR1H3', 'AR', 'DAXX', 'EP300', 'NCOR1', 'BRCA1', 'ESR1', 'RARA', 'FOXH1', 'KDM1A', 'NCOA1']
69	GO:BP	GO:0034660	ncRNA metabolic process	6.890899189369253e-17	True	"""The chemical reactions and pathways involving non-coding RNA transcripts (ncRNAs)."" [GOC:mah]"	585	107	30	15719	0.2803738317757009	0.0512820512820512	query_1	['GO:0016070']	['GTF3C3', 'GTF3C1', 'ZNF143', 'GTF3A', 'CDK7', 'FOXO3', 'NR1H2', 'DDX5', 'SMARCA4', 'NCOR2', 'GTF3C2', 'AR', 'POU2F1', 'SMAD2', 'SMARCB1', 'RNF113A', 'TARS1', 'SMAD4', 'NCOR1', 'BRF1', 'GTF3C4', 'GTF2H5', 'KAT2B', 'ESR1', 'GTF3C5', 'RARA', 'TP53', 'SMAD3', 'ERCC2', 'CARS1']
70	GO:BP	GO:0071495	cellular response to endogenous stimulus	6.905352656075584e-17	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:mah]"	1385	107	43	15719	0.4018691588785046	0.0310469314079422	query_1	['GO:0009719']	['RXRA', 'NCOA3', 'AKT1', 'SMURF2', 'CREBBP', 'NR1H2', 'NCOA2', 'CARM1', 'CTNNB1', 'DDX5', 'HDAC1', 'SMARCA4', 'GTF2H1', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'AR', 'SMAD2', 'DAXX', 'SMAD9', 'SMAD4', 'EP300', 'PRMT5', 'NCOR1', 'SKI', 'BRCA1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'RARA', 'FOXH1', 'TP53', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'SMARCC1', 'SKIL', 'NCOA1', 'HIPK2']
32	REAC	REAC:R-HSA-9024446	NR1H2 and NR1H3-mediated signaling	7.850203037284431e-17	True	NR1H2 and NR1H3-mediated signaling	44	102	14	10022	0.1372549019607843	0.3181818181818182	query_1	['REAC:R-HSA-9006931']	['NRIP1', 'RXRA', 'NR1H2', 'TBL1X', 'NCOR2', 'RXRB', 'NR1H3', 'EP300', 'GPS2', 'NCOR1', 'HDAC3', 'TBL1XR1', 'KDM1A', 'NCOA1']
31	REAC	REAC:R-HSA-9006936	Signaling by TGFB family members	7.850203037284431e-17	True	Signaling by TGFB family members	118	102	19	10022	0.1862745098039215	0.1610169491525423	query_1	['REAC:R-HSA-162582']	['TGIF1', 'CCNT1', 'SMURF2', 'HDAC1', 'CCNT2', 'NCOR2', 'CDK9', 'CCNK', 'SMAD2', 'SMAD9', 'SMAD4', 'EP300', 'NCOR1', 'SKI', 'SP1', 'DRAP1', 'FOXH1', 'SMAD3', 'SKIL']
33	REAC	REAC:R-HSA-77075	RNA Pol II CTD phosphorylation and interaction with CE	8.863999191017897e-17	True	RNA Pol II CTD phosphorylation and interaction with CE	26	102	12	10022	0.1176470588235294	0.4615384615384615	query_1	['REAC:R-HSA-73857']	['CDK7', 'GTF2H4', 'GTF2H1', 'ERCC3', 'SUPT5H', 'GTF2H3', 'CCNH', 'MNAT1', 'GTF2F1', 'GTF2H5', 'GTF2F2', 'ERCC2']
34	REAC	REAC:R-HSA-167160	RNA Pol II CTD phosphorylation and interaction with CE during HIV infection	8.863999191017897e-17	True	RNA Pol II CTD phosphorylation and interaction with CE during HIV infection	26	102	12	10022	0.1176470588235294	0.4615384615384615	query_1	['REAC:R-HSA-167172']	['CDK7', 'GTF2H4', 'GTF2H1', 'ERCC3', 'SUPT5H', 'GTF2H3', 'CCNH', 'MNAT1', 'GTF2F1', 'GTF2H5', 'GTF2F2', 'ERCC2']
35	REAC	REAC:R-HSA-9029569	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	1.7215206923327107e-16	True	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	36	102	13	10022	0.1274509803921568	0.3611111111111111	query_1	['REAC:R-HSA-9024446']	['RXRA', 'NR1H2', 'TBL1X', 'NCOR2', 'RXRB', 'NR1H3', 'EP300', 'GPS2', 'NCOR1', 'HDAC3', 'TBL1XR1', 'KDM1A', 'NCOA1']
71	GO:BP	GO:0008152	metabolic process	1.7427603269243835e-16	True	"""The chemical reactions and pathways, including anabolism and catabolism, by which living organisms transform chemical substances. Metabolic processes typically transform small molecules, but also include macromolecular processes such as DNA repair and replication, and protein synthesis and degradation."" [GOC:go_curators, ISBN:0198547684]"	10419	107	106	15719	0.9906542056074766	0.0101737210864766	query_1	['GO:0008150']	['NRIP1', 'GTF3C3', 'RXRA', 'UBE2I', 'NCOA3', 'TGIF1', 'CCNT1', 'AKT1', 'WDR77', 'SMURF2', 'CREBBP', 'GTF3C1', 'CBFB', 'SUPT4H1', 'ZNF143', 'GTF3A', 'COPRS', 'GTF2A2', 'CDK7', 'FOXO3', 'NR1H2', 'NCOA2', 'CARM1', 'CTNNB1', 'DDX5', 'HDAC1', 'GTF2H4', 'SMARCA4', 'BDP1', 'SMARCA2', 'CCNT2', 'FOXG1', 'GTF2H1', 'TBL1X', 'ERCC3', 'NCOR2', 'SIN3A', 'CDK9', 'SUPT5H', 'GTF3C2', 'RXRB', 'GTF2H3', 'NR1H3', 'GTF2E1', 'AR', 'CCNK', 'POU2F1', 'SUMO1', 'CCNH', 'SMAD2', 'DAXX', 'SMARCB1', 'RNF113A', 'CTDP1', 'GTF2B', 'TARS1', 'SMAD9', 'RNF26', 'SMAD4', 'RUNX1', 'EP300', 'MECP2', 'PRMT5', 'PRMT1', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'BRF1', 'MNAT1', 'BRF2', 'GTF3C4', 'GTF2F1', 'SMARCC2', 'SKI', 'BRCA1', 'CDK13', 'SP1', 'TBP', 'GTF2H5', 'KAT2B', 'ESR1', 'GTF2F2', 'FOXO1', 'PDE8A', 'GTF3C5', 'DRAP1', 'RARA', 'GTF2E2', 'FOXH1', 'POU2F2', 'CLNS1A', 'TBL1XR1', 'TP53', 'GTF2A1', 'SMAD3', 'PML', 'ERCC2', 'HDAC2', 'KDM1A', 'SMARCC1', 'HEXIM1', 'SKIL', 'NCOA1', 'HIPK2', 'CARS1']
21	GO:CC	GO:0005669	transcription factor TFIID complex	2.089069007116161e-16	True	"""A complex composed of TATA binding protein (TBP) and TBP associated factors (TAFs); the total mass is typically about 800 kDa. Most of the TAFs are conserved across species. In TATA-containing promoters for RNA polymerase II (Pol II), TFIID is believed to recognize at least two distinct elements, the TATA element and a downstream promoter element. TFIID is also involved in recognition of TATA-less Pol II promoters. Binding of TFIID to DNA is necessary but not sufficient for transcription initiation from most RNA polymerase II promoters."" [GOC:krc, GOC:mah, ISBN:0471953393, ISBN:0879695501]"	40	107	12	16420	0.1121495327102803	0.3	query_1	['GO:0016591', 'GO:0090575']	['GTF2A2', 'GTF2H4', 'ERCC3', 'GTF2H3', 'GTF2E1', 'GTF2B', 'GTF2F1', 'TBP', 'GTF2H5', 'GTF2E2', 'GTF2A1', 'ERCC2']
36	REAC	REAC:R-HSA-72086	mRNA Capping	2.5975460867052427e-16	True	mRNA Capping	28	102	12	10022	0.1176470588235294	0.4285714285714285	query_1	['REAC:R-HSA-8953854']	['CDK7', 'GTF2H4', 'GTF2H1', 'ERCC3', 'SUPT5H', 'GTF2H3', 'CCNH', 'MNAT1', 'GTF2F1', 'GTF2H5', 'GTF2F2', 'ERCC2']
72	GO:BP	GO:0009303	rRNA transcription	2.7277365874201133e-16	True	"""The synthesis of ribosomal RNA (rRNA), any RNA that forms part of the ribosomal structure, from a DNA template."" [GOC:jl, ISBN:0198506732]"	36	107	12	15719	0.1121495327102803	0.3333333333333333	query_1	['GO:0016072', 'GO:0098781']	['GTF3C3', 'GTF3C1', 'GTF3A', 'SMARCA4', 'GTF3C2', 'SMARCB1', 'BRF1', 'GTF3C4', 'GTF2H5', 'GTF3C5', 'TP53', 'ERCC2']
22	GO:CC	GO:0090576	RNA polymerase III transcription regulator complex	2.986461944545027e-16	True	"""A transcription factor complex that acts at a regulatory region of a gene transcribed by RNA polymerase III."" [GOC:tb]"	9	107	8	16420	0.0747663551401869	0.8888888888888888	query_1	['GO:0005667']	['GTF3C3', 'GTF3C1', 'BDP1', 'GTF3C2', 'BRF1', 'BRF2', 'GTF3C4', 'GTF3C5']
23	GO:CC	GO:1990234	transferase complex	3.227224782976554e-16	True	"""A protein complex capable of catalyzing the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor)."" [GOC:bhm, PMID:16540464]"	854	107	33	16420	0.308411214953271	0.0386416861826697	query_1	['GO:1902494']	['UBE2I', 'CCNT1', 'WDR77', 'SMURF2', 'CREBBP', 'GTF2A2', 'CDK7', 'GTF2H4', 'CCNT2', 'GTF2H1', 'ERCC3', 'CDK9', 'GTF2H3', 'GTF2E1', 'CCNK', 'CCNH', 'GTF2B', 'EP300', 'PRMT5', 'PRMT1', 'MNAT1', 'GTF2F1', 'BRCA1', 'CDK13', 'TBP', 'GTF2H5', 'KAT2B', 'GTF2F2', 'GTF2E2', 'CLNS1A', 'GTF2A1', 'ERCC2', 'HDAC2']
73	GO:BP	GO:0098781	ncRNA transcription	3.2281170671789633e-16	True	"""The transcription of non (protein) coding RNA from a DNA template."" [GOC:dos]"	64	107	14	15719	0.1308411214953271	0.21875	query_1	['GO:0006351']	['GTF3C3', 'GTF3C1', 'ZNF143', 'GTF3A', 'CDK7', 'SMARCA4', 'GTF3C2', 'SMARCB1', 'BRF1', 'GTF3C4', 'GTF2H5', 'GTF3C5', 'TP53', 'ERCC2']
24	GO:CC	GO:0061695	transferase complex, transferring phosphorus-containing groups	4.458053401251638e-16	True	"""A transferase complex capable of catalysis of the transfer of a phosphorus-containing group from one compound (donor) to another (acceptor)."" [GOC:bhm, GOC:dph]"	305	107	22	16420	0.205607476635514	0.0721311475409836	query_1	['GO:1990234']	['CCNT1', 'GTF2A2', 'CDK7', 'GTF2H4', 'CCNT2', 'GTF2H1', 'ERCC3', 'CDK9', 'GTF2H3', 'GTF2E1', 'CCNK', 'CCNH', 'GTF2B', 'MNAT1', 'GTF2F1', 'CDK13', 'TBP', 'GTF2H5', 'GTF2F2', 'GTF2E2', 'GTF2A1', 'ERCC2']
37	REAC	REAC:R-HSA-400206	Regulation of lipid metabolism by PPARalpha	5.661434878334326e-16	True	Regulation of lipid metabolism by PPARalpha	112	102	18	10022	0.1764705882352941	0.1607142857142857	query_1	['REAC:R-HSA-556833']	['RXRA', 'NCOA3', 'CREBBP', 'NR1H2', 'NCOA2', 'CARM1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'EP300', 'GPS2', 'NCOR1', 'HDAC3', 'SP1', 'TBL1XR1', 'NCOA1']
38	REAC	REAC:R-HSA-5663205	Infectious disease	7.199013020471506e-16	True	Infectious disease	983	102	42	10022	0.4117647058823529	0.0427263479145473	query_1	['REAC:R-HSA-1643685']	['UBE2I', 'CCNT1', 'AKT1', 'CREBBP', 'SUPT4H1', 'GTF2A2', 'CDK7', 'CTNNB1', 'DDX5', 'HDAC1', 'GTF2H4', 'CCNT2', 'GTF2H1', 'TBL1X', 'ERCC3', 'NCOR2', 'CDK9', 'SUPT5H', 'GTF2H3', 'GTF2E1', 'CCNK', 'SUMO1', 'CCNH', 'DAXX', 'CTDP1', 'GTF2B', 'PRMT1', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'GTF2F1', 'TBP', 'GTF2H5', 'GTF2F2', 'GTF2E2', 'TBL1XR1', 'GTF2A1', 'PML', 'ERCC2', 'HDAC2', 'KDM1A']
25	GO:CC	GO:0017053	transcription repressor complex	7.331064091110694e-16	True	"""A protein complex that possesses activity that prevents or downregulates transcription."" [GOC:mah]"	77	107	14	16420	0.1308411214953271	0.1818181818181818	query_1	['GO:0005667']	['FOXO3', 'CTNNB1', 'HDAC1', 'TBL1X', 'NCOR2', 'SIN3A', 'GPS2', 'NCOR1', 'HDAC3', 'SKI', 'SP1', 'DRAP1', 'TBL1XR1', 'TP53']
39	REAC	REAC:R-HSA-3899300	SUMOylation of transcription cofactors	1.1333801561327682e-15	True	SUMOylation of transcription cofactors	41	102	13	10022	0.1274509803921568	0.3170731707317073	query_1	['REAC:R-HSA-3108232']	['NRIP1', 'UBE2I', 'CREBBP', 'NCOA2', 'DDX5', 'NCOR2', 'SIN3A', 'SUMO1', 'DAXX', 'EP300', 'SUMO2', 'NCOA1', 'HIPK2']
74	GO:BP	GO:0030522	intracellular receptor signaling pathway	1.3067153193136389e-15	True	"""The series of molecular signals initiated by a ligand binding to a receptor located within a cell."" [GOC:bf, GOC:mah]"	289	107	22	15719	0.205607476635514	0.0761245674740484	query_1	['GO:0007165']	['RXRA', 'NR1H2', 'NCOA2', 'CARM1', 'DDX5', 'HDAC1', 'SMARCA4', 'NCOR2', 'RXRB', 'NR1H3', 'AR', 'DAXX', 'EP300', 'GPS2', 'NCOR1', 'BRCA1', 'ESR1', 'RARA', 'FOXH1', 'PML', 'KDM1A', 'NCOA1']
75	GO:BP	GO:0010605	negative regulation of macromolecule metabolic process	1.539327169035984e-15	True	"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	2640	107	56	15719	0.5233644859813084	0.0212121212121212	query_1	['GO:0009892', 'GO:0043170', 'GO:0060255']	['NRIP1', 'RXRA', 'UBE2I', 'TGIF1', 'AKT1', 'SMURF2', 'CREBBP', 'CBFB', 'SUPT4H1', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'DDX5', 'HDAC1', 'SMARCA4', 'SMARCA2', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'SUPT5H', 'NR1H3', 'AR', 'POU2F1', 'SUMO1', 'SMAD2', 'DAXX', 'SMARCB1', 'SMAD4', 'RUNX1', 'EP300', 'MECP2', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'SKI', 'BRCA1', 'KAT2B', 'ESR1', 'FOXO1', 'DRAP1', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'SMARCC1', 'HEXIM1', 'SKIL', 'HIPK2']
40	REAC	REAC:R-HSA-4839726	Chromatin organization	1.8475589618904927e-15	True	Chromatin organization	268	102	24	10022	0.2352941176470588	0.0895522388059701	query_1	['REAC:0000000']	['WDR77', 'CREBBP', 'COPRS', 'NCOA2', 'CARM1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'TBL1X', 'NCOR2', 'SMARCB1', 'EP300', 'PRMT5', 'PRMT1', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'KAT2B', 'TBL1XR1', 'HDAC2', 'KDM1A', 'SMARCC1', 'NCOA1']
41	REAC	REAC:R-HSA-3247509	Chromatin modifying enzymes	1.8475589618904927e-15	True	Chromatin modifying enzymes	268	102	24	10022	0.2352941176470588	0.0895522388059701	query_1	['REAC:R-HSA-4839726']	['WDR77', 'CREBBP', 'COPRS', 'NCOA2', 'CARM1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'TBL1X', 'NCOR2', 'SMARCB1', 'EP300', 'PRMT5', 'PRMT1', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'KAT2B', 'TBL1XR1', 'HDAC2', 'KDM1A', 'SMARCC1', 'NCOA1']
42	REAC	REAC:R-HSA-1643685	Disease	2.0256486574361503e-15	True	Disease	1723	102	54	10022	0.5294117647058824	0.0313406848520023	query_1	['REAC:0000000']	['UBE2I', 'CCNT1', 'AKT1', 'CREBBP', 'SUPT4H1', 'GTF2A2', 'CDK7', 'FOXO3', 'CTNNB1', 'DDX5', 'HDAC1', 'GTF2H4', 'CCNT2', 'GTF2H1', 'TBL1X', 'ERCC3', 'NCOR2', 'SIN3A', 'CDK9', 'SUPT5H', 'GTF2H3', 'GTF2E1', 'CCNK', 'SUMO1', 'CCNH', 'SMAD2', 'DAXX', 'CTDP1', 'GTF2B', 'SMAD4', 'EP300', 'PRMT1', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'GTF2F1', 'BRCA1', 'TBP', 'GTF2H5', 'KAT2B', 'ESR1', 'GTF2F2', 'FOXO1', 'GTF2E2', 'TBL1XR1', 'TP53', 'GTF2A1', 'SMAD3', 'PML', 'ERCC2', 'HDAC2', 'KDM1A', 'CARS1']
43	REAC	REAC:R-HSA-170834	Signaling by TGF-beta Receptor Complex	5.892864507181231e-15	True	Signaling by TGF-beta Receptor Complex	90	102	16	10022	0.1568627450980392	0.1777777777777777	query_1	['REAC:R-HSA-9006936']	['TGIF1', 'CCNT1', 'SMURF2', 'HDAC1', 'CCNT2', 'NCOR2', 'CDK9', 'CCNK', 'SMAD2', 'SMAD4', 'EP300', 'NCOR1', 'SKI', 'SP1', 'SMAD3', 'SKIL']
76	GO:BP	GO:0048518	positive regulation of biological process	7.0314443400524606e-15	True	"""Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]"	5899	107	82	15719	0.7663551401869159	0.0139006611290049	query_1	['GO:0008150', 'GO:0050789']	['NRIP1', 'RXRA', 'UBE2I', 'NCOA3', 'CCNT1', 'AKT1', 'WDR77', 'SMURF2', 'CREBBP', 'CBFB', 'SUPT4H1', 'ZNF143', 'GTF2A2', 'CDK7', 'FOXO3', 'NR1H2', 'NCOA2', 'CARM1', 'CTNNB1', 'DDX5', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNT2', 'FOXG1', 'GTF2H1', 'TBL1X', 'ERCC3', 'SIN3A', 'CDK9', 'SUPT5H', 'RXRB', 'NR1H3', 'AR', 'CCNK', 'POU2F1', 'SUMO1', 'SMAD2', 'DAXX', 'SMARCB1', 'SMAD9', 'SMAD4', 'RUNX1', 'EP300', 'MECP2', 'PRMT5', 'PRMT1', 'SUMO2', 'GPS2', 'HDAC3', 'BRF1', 'MNAT1', 'GTF2F1', 'SMARCC2', 'SKI', 'BRCA1', 'CDK13', 'SP1', 'TBP', 'KAT2B', 'ESR1', 'GTF2F2', 'FOXO1', 'PDE8A', 'DRAP1', 'RARA', 'FOXH1', 'POU2F2', 'CLNS1A', 'TBL1XR1', 'TP53', 'GTF2A1', 'SMAD3', 'PML', 'ERCC2', 'HDAC2', 'KDM1A', 'SMARCC1', 'HEXIM1', 'SKIL', 'NCOA1', 'HIPK2']
44	REAC	REAC:R-HSA-73762	RNA Polymerase I Transcription Initiation	7.652444943587272e-15	True	RNA Polymerase I Transcription Initiation	47	102	13	10022	0.1274509803921568	0.2765957446808511	query_1	['REAC:R-HSA-73854']	['CDK7', 'HDAC1', 'GTF2H4', 'GTF2H1', 'ERCC3', 'GTF2H3', 'CCNH', 'MNAT1', 'TBP', 'GTF2H5', 'KAT2B', 'ERCC2', 'HDAC2']
