Cockayne syndrome type 2	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
67	GO:BP	GO:0007093	mitotic cell cycle checkpoint signaling	2.1749927449550223e-18	True	"""A signaling process that ensures accurate chromosome replication and segregation by preventing progression through a mitotic cell cycle until conditions are suitable for the cell to proceed to the next stage."" [GOC:mtg_cell_cycle]"	144	102	19	15719	0.1862745098039215	0.1319444444444444	query_1	['GO:0000075', 'GO:0045930', 'GO:1903047']	['RBBP8', 'HUS1', 'RAD9B', 'NBN', 'MSH2', 'RAD50', 'RPA2', 'MDC1', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'BARD1', 'TP53']
55	REAC	REAC:R-HSA-5685939	HDR through MMEJ (alt-NHEJ)	2.413867857422072e-18	True	HDR through MMEJ (alt-NHEJ)	12	97	10	10022	0.1030927835051546	0.8333333333333334	query_1	['REAC:R-HSA-5693538']	['RBBP8', 'NBN', 'RAD50', 'RAD52', 'LIG3', 'FEN1', 'BRCA2', 'PARP1', 'MRE11', 'XRCC1']
68	GO:BP	GO:0006287	base-excision repair, gap-filling	3.0037117132961877e-18	True	"""Repair of the damaged strand by the combined action of an apurinic endouclease that degrades a few bases on the damaged strand and a polymerase that synthesizes a 'patch' in the 5' to 3' direction, using the undamaged strand as a template."" [ISBN:1550091131]"	14	102	10	15719	0.0980392156862745	0.7142857142857143	query_1	['GO:0006259', 'GO:0006284']	['LIG3', 'FEN1', 'LIG1', 'PCNA', 'APEX1', 'POLD1', 'POLB', 'PNKP', 'NEIL1', 'POLE']
69	GO:BP	GO:0002377	immunoglobulin production	4.973039926927168e-18	True	"""The appearance of immunoglobulin due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149]"	104	102	17	15719	0.1666666666666666	0.1634615384615384	query_1	['GO:0002440']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'MSH3', 'PMS2', 'XRCC4', 'ERCC1', 'NHEJ1', 'EXO1', 'PRKDC', 'POLB', 'RNF8', 'MSH6']
70	GO:BP	GO:0044773	mitotic DNA damage checkpoint signaling	5.608797594742227e-18	True	"""A signal transduction process involved in mitotic DNA damage checkpoint."" [GOC:mtg_cell_cycle, GOC:TermGenie]"	85	102	16	15719	0.1568627450980392	0.188235294117647	query_1	['GO:0000077', 'GO:0044774']	['HUS1', 'RAD9B', 'NBN', 'MSH2', 'RPA2', 'MDC1', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'TP53']
24	GO:CC	GO:1990234	transferase complex	7.337826254501029e-18	True	"""A protein complex capable of catalyzing the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor)."" [GOC:bhm, PMID:16540464]"	854	103	34	16420	0.3300970873786408	0.0398126463700234	query_1	['GO:1902494']	['CUL3', 'CUL4B', 'DDB2', 'POLD3', 'XRCC6', 'PAXIP1', 'POLD4', 'DDB1', 'RBX1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'XRCC5', 'POLE3', 'RAD51', 'PRIM2', 'CAND1', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'ERCC8', 'KAT5', 'POLD1', 'BARD1', 'POLE2', 'CUL1', 'CUL4A', 'POLE', 'POLD2', 'RNF8']
71	GO:BP	GO:0051321	meiotic cell cycle	7.640257801437488e-18	True	"""Progression through the phases of the meiotic cell cycle, in which canonically a cell replicates to produce four offspring with half the chromosomal content of the progenitor cell via two nuclear divisions."" [GOC:ai]"	277	102	23	15719	0.2254901960784313	0.0830324909747292	query_1	['GO:0007049', 'GO:0019953', 'GO:0022414']	['RBBP8', 'HUS1', 'BRIP1', 'NBN', 'RAD50', 'RAD51AP1', 'MLH1', 'H2AX', 'BRCA2', 'RAD1', 'ERCC1', 'RPA1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'HUS1B', 'EXO1', 'CDK2', 'RMI1', 'MSH6']
56	REAC	REAC:R-HSA-68962	Activation of the pre-replicative complex	1.1341442337013353e-17	True	Activation of the pre-replicative complex	33	97	13	10022	0.134020618556701	0.3939393939393939	query_1	['REAC:R-HSA-69002', 'REAC:R-HSA-69206']	['RPA4', 'RPA2', 'POLE4', 'POLA1', 'PRIM1', 'RPA3', 'RPA1', 'POLE3', 'PRIM2', 'CDK2', 'POLA2', 'POLE2', 'POLE']
57	REAC	REAC:R-HSA-5696395	Formation of Incision Complex in GG-NER	1.193887229309458e-17	True	Formation of Incision Complex in GG-NER	43	97	14	10022	0.1443298969072164	0.3255813953488372	query_1	['REAC:R-HSA-5696399']	['USP45', 'CUL4B', 'DDB2', 'XPA', 'RPA2', 'DDB1', 'RBX1', 'RPA3', 'PARP1', 'ERCC1', 'RPA1', 'ERCC4', 'ERCC5', 'CUL4A']
72	GO:BP	GO:0044774	mitotic DNA integrity checkpoint signaling	1.1986155092594585e-17	True	"""A signaling process that controls cell cycle progression in response to changes in DNA structure by monitoring the integrity of the DNA during mitosis. The DNA integrity checkpoint begins with detection of DNA damage, defects in DNA structure or DNA replication, and ends with signal transduction."" [GOC:mtg_cell_cycle]"	89	102	16	15719	0.1568627450980392	0.1797752808988764	query_1	['GO:0007093', 'GO:0031570']	['HUS1', 'RAD9B', 'NBN', 'MSH2', 'RPA2', 'MDC1', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'TP53']
73	GO:BP	GO:1903047	mitotic cell cycle process	1.2035858684745477e-17	True	"""A process that is part of the mitotic cell cycle."" [GO_REF:0000060, GOC:mtg_cell_cycle, GOC:TermGenie]"	750	102	33	15719	0.3235294117647059	0.044	query_1	['GO:0000278', 'GO:0022402']	['RBBP8', 'CUL3', 'HUS1', 'AKT1', 'CUL4B', 'RAD9B', 'NBN', 'MSH2', 'RAD50', 'RPA2', 'DDB1', 'MDC1', 'LIG1', 'BRCA2', 'POLA1', 'PCNA', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'APEX1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'BARD1', 'CUL1', 'TP53', 'CUL4A', 'POLE']
74	GO:BP	GO:0071704	organic substance metabolic process	1.502842764251711e-17	True	"""The chemical reactions and pathways involving an organic substance, any molecular entity containing carbon."" [GOC:mah]"	9998	102	101	15719	0.9901960784313726	0.0101020204040808	query_1	['GO:0008152']	['RBBP8', 'CUL3', 'HUS1', 'RPA4', 'USP45', 'BRIP1', 'AKT1', 'CUL4B', 'DDB2', 'XPA', 'RAD9B', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'RAD52', 'FANCI', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'DDB1', 'MSH3', 'MDC1', 'OGG1', 'RBX1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'ATR', 'RPA3', 'AR', 'USP24', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'ERCC6', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'USP46', 'CAND1', 'BRCA1', 'CDK2', 'ERCC5', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'ERCC8', 'KAT5', 'COPS5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'RMI2', 'POLE2', 'RMI1', 'CUL1', 'TP53', 'PNKP', 'NEIL1', 'CUL4A', 'POLE', 'POLD2', 'RNF8', 'MSH6']
75	GO:BP	GO:0006312	mitotic recombination	3.796441711245202e-17	True	"""The exchange, reciprocal or nonreciprocal, of genetic material between one DNA molecule and a homologous DNA region that occurs during mitotic cell cycles."" [GOC:elh]"	24	102	11	15719	0.1078431372549019	0.4583333333333333	query_1	['GO:0006310']	['MSH2', 'RAD50', 'RAD52', 'MLH1', 'MSH3', 'BRCA2', 'ERCC1', 'ERCC4', 'MRE11', 'RAD51', 'XRCC1']
25	GO:CC	GO:0140535	intracellular protein-containing complex	4.0878662719270186e-17	True	"""A protein-containing complex located intracellularly."" [GOC:pg]"	904	103	34	16420	0.3300970873786408	0.0376106194690265	query_1	['GO:0032991']	['CUL3', 'CUL4B', 'DDB2', 'POLD3', 'XRCC6', 'LIG4', 'POLD4', 'DDB1', 'RBX1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'XRCC4', 'XRCC5', 'NHEJ1', 'POLE3', 'RAD51', 'PRIM2', 'CAND1', 'BRCA1', 'PRKDC', 'CHRAC1', 'POLA2', 'ERCC8', 'KAT5', 'POLD1', 'BARD1', 'POLE2', 'CUL1', 'CUL4A', 'POLE', 'POLD2', 'RNF8']
76	GO:BP	GO:0050896	response to stimulus	4.473326013850074e-17	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."" [GOC:ai, GOC:bf]"	7975	102	93	15719	0.9117647058823528	0.0116614420062695	query_1	['GO:0008150']	['RBBP8', 'CUL3', 'HUS1', 'RPA4', 'USP45', 'BRIP1', 'AKT1', 'CUL4B', 'DDB2', 'XPA', 'RAD9B', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'RAD52', 'FANCI', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'DDB1', 'MSH3', 'MDC1', 'OGG1', 'RBX1', 'LIG1', 'BRCA2', 'POLA1', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'ERCC6', 'APEX1', 'HUS1B', 'EXO1', 'USP46', 'BRCA1', 'CDK2', 'ERCC5', 'PRKDC', 'XRCC1', 'ERCC8', 'KAT5', 'COPS5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'RMI2', 'POLE2', 'RMI1', 'CUL1', 'TP53', 'PNKP', 'NEIL1', 'CUL4A', 'POLE', 'POLD2', 'RNF8', 'MSH6']
77	GO:BP	GO:0031297	replication fork processing	4.507291330364673e-17	True	"""The process in which a DNA replication fork that has stalled is restored to a functional state and replication is restarted. The stalling may be due to DNA damage, DNA secondary structure, bound proteins, dNTP shortage, or other causes."" [GOC:vw, PMID:11459955, PMID:15367656, PMID:17660542]"	46	102	13	15719	0.1274509803921568	0.2826086956521739	query_1	['GO:0045005']	['RBBP8', 'NBN', 'RAD50', 'BRCA2', 'PCNA', 'ATR', 'PARP1', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1', 'WRN']
78	GO:BP	GO:0035825	homologous recombination	5.188768944556803e-17	True	"""A DNA recombination process that results in the exchange of an equal amount of genetic material between highly homologous DNA molecules."" [GOC:mah, PMID:11139492, PMID:17304215]"	61	102	14	15719	0.1372549019607843	0.2295081967213114	query_1	['GO:0006310']	['RBBP8', 'BRIP1', 'NBN', 'RAD50', 'RAD51AP1', 'MLH1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1', 'RMI1']
58	REAC	REAC:R-HSA-157579	Telomere Maintenance	9.748696923310961e-17	True	Telomere Maintenance	111	97	18	10022	0.1855670103092783	0.1621621621621621	query_1	['REAC:R-HSA-73886']	['POLD3', 'FEN1', 'POLD4', 'H2AX', 'RPA2', 'LIG1', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'RPA1', 'BLM', 'PRIM2', 'CDK2', 'POLA2', 'POLD1', 'WRN', 'POLD2']
79	GO:BP	GO:0007346	regulation of mitotic cell cycle	1.2870309592868912e-16	True	"""Any process that modulates the rate or extent of progress through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]"	489	102	27	15719	0.2647058823529412	0.0552147239263803	query_1	['GO:0000278', 'GO:0051726']	['RBBP8', 'CUL3', 'HUS1', 'AKT1', 'CUL4B', 'RAD9B', 'NBN', 'MSH2', 'RAD50', 'RPA2', 'DDB1', 'MDC1', 'BRCA2', 'RPA3', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'APEX1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'BARD1', 'TP53', 'CUL4A']
80	GO:BP	GO:0000278	mitotic cell cycle	3.079738105931483e-16	True	"""Progression through the phases of the mitotic cell cycle, the most common eukaryotic cell cycle, which canonically comprises four successive phases called G1, S, G2, and M and includes replication of the genome and the subsequent segregation of chromosomes into daughter cells. In some variant cell cycles nuclear replication or nuclear division may not be followed by cell division, or G1 and G2 phases may be absent."" [GOC:mah, ISBN:0815316194, Reactome:69278]"	900	102	34	15719	0.3333333333333333	0.0377777777777777	query_1	['GO:0007049']	['RBBP8', 'CUL3', 'HUS1', 'AKT1', 'CUL4B', 'RAD9B', 'NBN', 'MSH2', 'RAD50', 'RPA2', 'DDB1', 'MDC1', 'LIG1', 'BRCA2', 'POLA1', 'PCNA', 'RPA3', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'APEX1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'BARD1', 'CUL1', 'TP53', 'CUL4A', 'POLE']
59	REAC	REAC:R-HSA-1643685	Disease	3.656857320823168e-16	True	Disease	1723	97	53	10022	0.5463917525773195	0.0307603017991874	query_1	['REAC:0000000']	['RBBP8', 'CUL3', 'HUS1', 'BRIP1', 'AKT1', 'RAD9B', 'NBN', 'MSH2', 'RAD50', 'RAD51AP1', 'XRCC6', 'WDR48', 'LIG4', 'MLH1', 'FEN1', 'H2AX', 'RPA2', 'MSH3', 'OGG1', 'RBX1', 'LIG1', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'ATR', 'RPA3', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'RPA1', 'ATRIP', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'TOP3A', 'PRIM2', 'EXO1', 'BRCA1', 'CDK2', 'POLA2', 'KAT5', 'BARD1', 'WRN', 'RMI2', 'RMI1', 'CUL1', 'TP53', 'NEIL1', 'MSH6']
60	REAC	REAC:R-HSA-68952	DNA replication initiation	4.3673270957465153e-16	True	DNA replication initiation	8	97	8	10022	0.0824742268041237	1.0	query_1	['REAC:R-HSA-69239']	['POLE4', 'POLA1', 'PRIM1', 'POLE3', 'PRIM2', 'POLA2', 'POLE2', 'POLE']
61	REAC	REAC:R-HSA-5656169	Termination of translesion DNA synthesis	4.832854941184437e-16	True	Termination of translesion DNA synthesis	32	97	12	10022	0.1237113402061855	0.375	query_1	['REAC:R-HSA-110313']	['POLD3', 'POLD4', 'RPA2', 'POLE4', 'PCNA', 'RPA3', 'RPA1', 'POLE3', 'POLD1', 'POLE2', 'POLE', 'POLD2']
81	GO:BP	GO:0002520	immune system development	5.612299254296869e-16	True	"""The process whose specific outcome is the progression of an organismal system whose objective is to provide calibrated responses by an organism to a potential internal or invasive threat, over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:add, GOC:dph]"	194	102	19	15719	0.1862745098039215	0.0979381443298969	query_1	['GO:0002376', 'GO:0048731']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'MSH3', 'PMS2', 'XRCC4', 'ERCC1', 'NHEJ1', 'ATM', 'EXO1', 'PRKDC', 'POLB', 'TP53', 'RNF8', 'MSH6']
62	REAC	REAC:R-HSA-174437	Removal of the Flap Intermediate from the C-strand	6.076707758101515e-16	True	Removal of the Flap Intermediate from the C-strand	17	97	10	10022	0.1030927835051546	0.5882352941176471	query_1	['REAC:R-HSA-174414']	['POLD3', 'FEN1', 'POLD4', 'RPA2', 'PCNA', 'RPA3', 'RPA1', 'POLD1', 'WRN', 'POLD2']
63	REAC	REAC:R-HSA-912446	Meiotic recombination	6.643959789783189e-16	True	Meiotic recombination	86	97	16	10022	0.1649484536082474	0.1860465116279069	query_1	['REAC:R-HSA-1500620']	['RBBP8', 'NBN', 'RAD50', 'MLH1', 'H2AX', 'RPA2', 'BRCA2', 'RPA3', 'RPA1', 'BLM', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'BRCA1', 'CDK2']
82	GO:BP	GO:0008152	metabolic process	8.293416299788209e-16	True	"""The chemical reactions and pathways, including anabolism and catabolism, by which living organisms transform chemical substances. Metabolic processes typically transform small molecules, but also include macromolecular processes such as DNA repair and replication, and protein synthesis and degradation."" [GOC:go_curators, ISBN:0198547684]"	10419	102	101	15719	0.9901960784313726	0.0096938285823975	query_1	['GO:0008150']	['RBBP8', 'CUL3', 'HUS1', 'RPA4', 'USP45', 'BRIP1', 'AKT1', 'CUL4B', 'DDB2', 'XPA', 'RAD9B', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'RAD52', 'FANCI', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'DDB1', 'MSH3', 'MDC1', 'OGG1', 'RBX1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'ATR', 'RPA3', 'AR', 'USP24', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'ERCC6', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'USP46', 'CAND1', 'BRCA1', 'CDK2', 'ERCC5', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'ERCC8', 'KAT5', 'COPS5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'RMI2', 'POLE2', 'RMI1', 'CUL1', 'TP53', 'PNKP', 'NEIL1', 'CUL4A', 'POLE', 'POLD2', 'RNF8', 'MSH6']
64	REAC	REAC:R-HSA-1500620	Meiosis	4.509842518881908e-15	True	Meiosis	116	97	17	10022	0.1752577319587628	0.146551724137931	query_1	['REAC:R-HSA-1474165', 'REAC:R-HSA-1640170']	['RBBP8', 'NBN', 'RAD50', 'MLH1', 'H2AX', 'RPA2', 'BRCA2', 'ATR', 'RPA3', 'RPA1', 'BLM', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'BRCA1', 'CDK2']
65	REAC	REAC:R-HSA-73886	Chromosome Maintenance	4.820500041950197e-15	True	Chromosome Maintenance	138	97	18	10022	0.1855670103092783	0.1304347826086956	query_1	['REAC:R-HSA-1640170']	['POLD3', 'FEN1', 'POLD4', 'H2AX', 'RPA2', 'LIG1', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'RPA1', 'BLM', 'PRIM2', 'CDK2', 'POLA2', 'POLD1', 'WRN', 'POLD2']
26	GO:CC	GO:0043231	intracellular membrane-bounded organelle	5.85182930234672e-15	True	"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]"	11275	103	102	16420	0.9902912621359224	0.0090465631929046	query_1	['GO:0043227', 'GO:0043229']	['RBBP8', 'CUL3', 'HUS1', 'RPA4', 'USP45', 'BRIP1', 'AKT1', 'CUL4B', 'DDB2', 'XPA', 'RAD9B', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'RAD52', 'FANCI', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'WDR20', 'RPA2', 'DDB1', 'MSH3', 'MDC1', 'OGG1', 'RBX1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'ATR', 'RPA3', 'AR', 'USP24', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'ERCC6', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'USP46', 'CAND1', 'BRCA1', 'CDK2', 'ERCC5', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'ERCC8', 'KAT5', 'COPS5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'RMI2', 'POLE2', 'RMI1', 'CUL1', 'TP53', 'PNKP', 'NEIL1', 'CUL4A', 'POLE', 'POLD2', 'RNF8', 'MSH6']
67	REAC	REAC:R-HSA-69109	Leading Strand Synthesis	6.6994440668411216e-15	True	Leading Strand Synthesis	14	97	9	10022	0.0927835051546391	0.6428571428571429	query_1	['REAC:R-HSA-69190']	['POLD3', 'POLD4', 'POLA1', 'PRIM1', 'PCNA', 'PRIM2', 'POLA2', 'POLD1', 'POLD2']
66	REAC	REAC:R-HSA-69091	Polymerase switching	6.6994440668411216e-15	True	Polymerase switching	14	97	9	10022	0.0927835051546391	0.6428571428571429	query_1	['REAC:R-HSA-69109', 'REAC:R-HSA-69186']	['POLD3', 'POLD4', 'POLA1', 'PRIM1', 'PCNA', 'PRIM2', 'POLA2', 'POLD1', 'POLD2']
68	REAC	REAC:R-HSA-110313	Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template	7.117930829664837e-15	True	Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template	39	97	12	10022	0.1237113402061855	0.3076923076923077	query_1	['REAC:R-HSA-73893']	['POLD3', 'POLD4', 'RPA2', 'POLE4', 'PCNA', 'RPA3', 'RPA1', 'POLE3', 'POLD1', 'POLE2', 'POLE', 'POLD2']
83	GO:BP	GO:0045930	negative regulation of mitotic cell cycle	9.6722249556733e-15	True	"""Any process that stops, prevents or reduces the rate or extent of progression through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]"	226	102	19	15719	0.1862745098039215	0.084070796460177	query_1	['GO:0000278', 'GO:0007346', 'GO:0045786']	['RBBP8', 'HUS1', 'RAD9B', 'NBN', 'MSH2', 'RAD50', 'RPA2', 'MDC1', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'BARD1', 'TP53']
84	GO:BP	GO:0022616	DNA strand elongation	1.0849006820608683e-14	True	"""The DNA metabolic process in which an existing DNA strand is extended by activities including the addition of nucleotides to the 3' end of the strand."" [GOC:isa_complete, GOC:mah]"	37	102	11	15719	0.1078431372549019	0.2972972972972973	query_1	['GO:0006259']	['NBN', 'POLD3', 'RAD50', 'LIG3', 'LIG1', 'POLA1', 'PCNA', 'POLE3', 'MRE11', 'POLE', 'POLD2']
85	GO:BP	GO:0090305	nucleic acid phosphodiester bond hydrolysis	1.113375412616148e-14	True	"""The nucleic acid metabolic process in which the phosphodiester bonds between nucleotides are cleaved by hydrolysis."" [GOC:dph, GOC:tb]"	228	102	19	15719	0.1862745098039215	0.0833333333333333	query_1	['GO:0090304']	['RBBP8', 'RAD50', 'APLF', 'FEN1', 'TDP1', 'RAD1', 'PMS2', 'APTX', 'ERCC4', 'ATRIP', 'RAD9A', 'MRE11', 'APEX1', 'EXO1', 'ERCC5', 'POLD1', 'WRN', 'PNKP', 'POLE']
86	GO:BP	GO:0000012	single strand break repair	1.1146369965136298e-14	True	"""The repair of single strand breaks in DNA. Repair of such breaks is mediated by the same enzyme systems as are used in base excision repair."" [PMID:18626472]"	11	102	8	15719	0.0784313725490196	0.7272727272727273	query_1	['GO:0006281']	['LIG4', 'APLF', 'TDP1', 'PARP1', 'APTX', 'ERCC6', 'XRCC1', 'ERCC8']
87	GO:BP	GO:0034644	cellular response to UV	1.3631788942846036e-14	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ultraviolet radiation (UV light) stimulus. Ultraviolet radiation is electromagnetic radiation with a wavelength in the range of 10 to 380 nanometers."" [GOC:mah]"	89	102	14	15719	0.1372549019607843	0.1573033707865168	query_1	['GO:0009411', 'GO:0071482']	['CUL4B', 'DDB2', 'XPA', 'POLD3', 'DDB1', 'RBX1', 'PCNA', 'ATR', 'PARP1', 'ERCC1', 'ERCC4', 'POLD1', 'TP53', 'CUL4A']
69	REAC	REAC:R-HSA-212436	Generic Transcription Pathway	7.002309568021515e-14	True	Generic Transcription Pathway	1153	97	41	10022	0.422680412371134	0.0355594102341717	query_1	['REAC:R-HSA-73857']	['RBBP8', 'HUS1', 'BRIP1', 'AKT1', 'DDB2', 'RAD9B', 'NBN', 'MSH2', 'RAD50', 'FANCI', 'MLH1', 'H2AX', 'RPA2', 'MDC1', 'RBX1', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'RPA1', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'BRCA1', 'CDK2', 'KAT5', 'BARD1', 'WRN', 'RMI2', 'RMI1', 'CUL1', 'TP53']
70	REAC	REAC:R-HSA-1474165	Reproduction	1.1823240859256489e-13	True	Reproduction	141	97	17	10022	0.1752577319587628	0.1205673758865248	query_1	['REAC:0000000']	['RBBP8', 'NBN', 'RAD50', 'MLH1', 'H2AX', 'RPA2', 'BRCA2', 'ATR', 'RPA3', 'RPA1', 'BLM', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'BRCA1', 'CDK2']
88	GO:BP	GO:2000779	regulation of double-strand break repair	1.2102183484791302e-13	True	"""Any process that modulates the frequency, rate or extent of double-strand break repair."" [GOC:BHF]"	129	102	15	15719	0.1470588235294117	0.1162790697674418	query_1	['GO:0006282', 'GO:0006302']	['RBBP8', 'TP53BP1', 'RAD51AP1', 'WDR48', 'RPA2', 'OGG1', 'ATR', 'PARP1', 'ATRIP', 'RAD51', 'ERCC6', 'PRKDC', 'KAT5', 'RMI2', 'PNKP']
89	GO:BP	GO:0045739	positive regulation of DNA repair	1.3458145650450685e-13	True	"""Any process that activates or increases the frequency, rate or extent of DNA repair."" [GOC:go_curators]"	130	102	15	15719	0.1470588235294117	0.1153846153846153	query_1	['GO:0006281', 'GO:0006282', 'GO:0048584', 'GO:0051054']	['RBBP8', 'USP1', 'RAD51AP1', 'WDR48', 'H2AX', 'PCNA', 'PARP1', 'ERCC6', 'BRCA1', 'PRKDC', 'XRCC1', 'ERCC8', 'KAT5', 'PNKP', 'RNF8']
