Ablepharon macrostomia syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
20	REAC	REAC:R-HSA-9005895	Pervasive developmental disorders	1.3324780223997645e-13	True	Pervasive developmental disorders	11	91	8	10022	0.0879120879120879	0.7272727272727273	query_1	['REAC:R-HSA-9697154']	['HDAC1', 'TBL1X', 'NCOR2', 'SIN3A', 'GPS2', 'NCOR1', 'HDAC3', 'TBL1XR1']
21	REAC	REAC:R-HSA-9675151	Disorders of Developmental Biology	1.3324780223997645e-13	True	Disorders of Developmental Biology	11	91	8	10022	0.0879120879120879	0.7272727272727273	query_1	['REAC:R-HSA-1643685']	['HDAC1', 'TBL1X', 'NCOR2', 'SIN3A', 'GPS2', 'NCOR1', 'HDAC3', 'TBL1XR1']
123	GO:BP	GO:0071407	cellular response to organic cyclic compound	1.4514998045432238e-13	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus."" [GOC:mah]"	555	99	25	15719	0.2525252525252525	0.045045045045045	query_1	['GO:0014070', 'GO:0071310']	['REST', 'NRIP1', 'RXRA', 'NCOA3', 'CTNNB1', 'HDAC1', 'SMARCA4', 'ELK1', 'NCOR2', 'SIN3A', 'RXRB', 'AR', 'EP300', 'PRMT5', 'NCOR1', 'ESR2', 'SP1', 'NR1H4', 'ESR1', 'WT1', 'FOXH1', 'HDAC2', 'YAP1', 'KDM1A', 'VDR']
124	GO:BP	GO:0050789	regulation of biological process	1.633035430827496e-13	True	"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]"	10508	99	97	15719	0.9797979797979798	0.0092310620479634	query_1	['GO:0008150', 'GO:0065007']	['REST', 'UBE2I', 'NRIP1', 'SOX9', 'RXRA', 'NCOA3', 'RANBP2', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'NKX2-5', 'CBFB', 'FOXO3', 'SENP1', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'FLI1', 'SMARCA4', 'SMARCA2', 'ELK1', 'FOXG1', 'TBL1X', 'TBX5', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'HIVEP3', 'TEAD2', 'MED12', 'AR', 'MAF', 'WWTR1', 'SUMO1', 'GPR37L1', 'SMAD2', 'SMARCB1', 'SMAD9', 'ASAH1', 'SMAD4', 'VGLL4', 'RUNX1', 'ELK3', 'EP300', 'MECP2', 'TEAD1', 'TEAD4', 'PRMT5', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'ESR2', 'RUNX2', 'GPR37', 'ELK4', 'SMARCC2', 'SKI', 'NR5A1', 'RCOR1', 'SP1', 'TEAD3', 'SENP2', 'NR1H4', 'KAT2B', 'SRY', 'ESR1', 'WT1', 'WWP1', 'GATA4', 'FOXO1', 'HIPK1', 'PDE8A', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'TWIST2', 'PSAP', 'HDAC2', 'CNPY2', 'MYOCD', 'YAP1', 'KDM1A', 'THRB', 'ZFPM2', 'SMARCC1', 'SRF', 'SKIL', 'NCOA1', 'HIPK2', 'VDR', 'RANGAP1']
125	GO:BP	GO:0009887	animal organ morphogenesis	1.7924973644936136e-13	True	"""Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dgh, GOC:go_curators, ISBN:0471245208, ISBN:0721662544]"	1005	99	32	15719	0.3232323232323232	0.0318407960199004	query_1	['GO:0009653', 'GO:0048513']	['SOX9', 'NKX2-5', 'CTNNB1', 'HDAC1', 'FLI1', 'FOXG1', 'TBX5', 'TEAD2', 'MED12', 'AR', 'WWTR1', 'SMAD2', 'SMAD4', 'EP300', 'RUNX2', 'SKI', 'ESR1', 'WT1', 'GATA4', 'HIPK1', 'RARA', 'FOXH1', 'TP53', 'SMAD3', 'HDAC2', 'YAP1', 'THRB', 'ZFPM2', 'SMARCC1', 'SRF', 'HIPK2', 'VDR']
126	GO:BP	GO:0072359	circulatory system development	2.078580886006153e-13	True	"""The process whose specific outcome is the progression of the circulatory system over time, from its formation to the mature structure. The circulatory system is the organ system that passes nutrients (such as amino acids and electrolytes), gases, hormones, blood cells, etc. to and from cells in the body to help fight diseases and help stabilize body temperature and pH to maintain homeostasis."" [GOC:mah, UBERON:0001009]"	1083	99	33	15719	0.3333333333333333	0.0304709141274238	query_1	['GO:0048731']	['REST', 'SOX9', 'AKT1', 'NKX2-5', 'CTNNB1', 'TBX5', 'TEAD2', 'MED12', 'SMAD2', 'SMAD4', 'VGLL4', 'RUNX1', 'ELK3', 'EP300', 'MECP2', 'HDAC3', 'SKI', 'SP1', 'SENP2', 'KAT2B', 'WT1', 'GATA4', 'FOXO1', 'HIPK1', 'RARA', 'FOXH1', 'TP53', 'SMAD3', 'MYOCD', 'YAP1', 'ZFPM2', 'SRF', 'HIPK2']
127	GO:BP	GO:0009966	regulation of signal transduction	2.181212165936909e-13	True	"""Any process that modulates the frequency, rate or extent of signal transduction."" [GOC:sm]"	2829	99	52	15719	0.5252525252525253	0.0183810533757511	query_1	['GO:0007165', 'GO:0010646', 'GO:0023051', 'GO:0048583']	['UBE2I', 'SOX9', 'RXRA', 'NCOA3', 'AKT1', 'CREBBP', 'NKX2-5', 'NR1H2', 'CTNNB1', 'HDAC1', 'SMARCA4', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'AR', 'WWTR1', 'GPR37L1', 'SMAD2', 'SMARCB1', 'SMAD4', 'VGLL4', 'EP300', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'ESR2', 'RUNX2', 'GPR37', 'SKI', 'SENP2', 'NR1H4', 'ESR1', 'GATA4', 'FOXO1', 'HIPK1', 'PDE8A', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'HDAC2', 'MYOCD', 'YAP1', 'KDM1A', 'THRB', 'SKIL', 'NCOA1', 'HIPK2', 'VDR']
22	REAC	REAC:R-HSA-9614085	FOXO-mediated transcription	3.053243654825801e-13	True	FOXO-mediated transcription	65	91	13	10022	0.1428571428571428	0.2	query_1	['REAC:R-HSA-212436']	['AKT1', 'CREBBP', 'FOXO3', 'HDAC1', 'FOXG1', 'SIN3A', 'SMAD2', 'SMAD4', 'EP300', 'KAT2B', 'FOXO1', 'SMAD3', 'HDAC2']
23	REAC	REAC:R-HSA-2173793	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	3.053243654825801e-13	True	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	50	91	12	10022	0.1318681318681318	0.24	query_1	['REAC:R-HSA-170834', 'REAC:R-HSA-212436']	['TGIF1', 'HDAC1', 'NCOR2', 'WWTR1', 'SMAD2', 'SMAD4', 'EP300', 'NCOR1', 'SKI', 'SP1', 'SMAD3', 'SKIL']
128	GO:BP	GO:0019827	stem cell population maintenance	3.236626235828931e-13	True	"""The process by which an organism or tissue maintains a population of stem cells of a single type. This can be achieved by a number of mechanisms: stem cell asymmetric division maintains stem cell numbers; stem cell symmetric division increases them; maintenance of a stem cell niche maintains the conditions for commitment to the stem cell fate for some types of stem cell; stem cells may arise de novo from other cell types."" [GOC:mah, ISBN:0878932437]"	172	99	16	15719	0.1616161616161616	0.0930232558139534	query_1	['GO:0032501', 'GO:0098727']	['REST', 'SOX9', 'NCOA3', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'SIN3A', 'MED12', 'SMARCB1', 'TEAD4', 'SKI', 'FOXO1', 'HDAC2', 'YAP1', 'SMARCC1']
129	GO:BP	GO:0035295	tube development	3.854425674750441e-13	True	"""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]"	1034	99	32	15719	0.3232323232323232	0.0309477756286266	query_1	['GO:0007275', 'GO:0048856']	['SOX9', 'AKT1', 'NKX2-5', 'CTNNB1', 'ELK1', 'TBX5', 'TEAD2', 'MED12', 'AR', 'WWTR1', 'SMAD2', 'SMAD4', 'RUNX1', 'ELK3', 'EP300', 'MECP2', 'SKI', 'SP1', 'ESR1', 'WT1', 'GATA4', 'HIPK1', 'RARA', 'FOXH1', 'SMAD3', 'MYOCD', 'YAP1', 'THRB', 'ZFPM2', 'SRF', 'HIPK2', 'VDR']
130	GO:BP	GO:0048598	embryonic morphogenesis	3.917505109101439e-13	True	"""The process in which anatomical structures are generated and organized during the embryonic phase. The embryonic phase begins with zygote formation. The end of the embryonic phase is organism-specific. For example, it would be at birth for mammals, larval hatching for insects and seed dormancy in plants."" [GOC:jid, GOC:mtg_sensu]"	581	99	25	15719	0.2525252525252525	0.0430292598967297	query_1	['GO:0009653', 'GO:0009790']	['SOX9', 'CREBBP', 'NKX2-5', 'CTNNB1', 'HDAC1', 'FOXG1', 'TBX5', 'TEAD2', 'MED12', 'AR', 'SMAD2', 'SMAD4', 'RUNX2', 'SKI', 'GATA4', 'HIPK1', 'RARA', 'FOXH1', 'TP53', 'SMAD3', 'HDAC2', 'YAP1', 'SRF', 'NCOA1', 'HIPK2']
133	GO:BP	GO:0043009	chordate embryonic development	3.9829926915899483e-13	True	"""The process whose specific outcome is the progression of the embryo over time, from zygote formation through a stage including a notochord and neural tube until birth or egg hatching."" [GOC:mtg_sensu]"	640	99	26	15719	0.2626262626262626	0.040625	query_1	['GO:0009792']	['SOX9', 'AKT1', 'NKX2-5', 'CTNNB1', 'SIN3A', 'TEAD2', 'MED12', 'AR', 'SMAD2', 'SMARCB1', 'SMAD4', 'EP300', 'TEAD4', 'HDAC3', 'RUNX2', 'SKI', 'SENP2', 'RARA', 'TBL1XR1', 'TP53', 'SMAD3', 'YAP1', 'ZFPM2', 'SRF', 'SKIL', 'NCOA1']
132	GO:BP	GO:0071396	cellular response to lipid	3.9829926915899483e-13	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."" [GOC:mah]"	582	99	25	15719	0.2525252525252525	0.0429553264604811	query_1	['GO:0033993', 'GO:0071310']	['REST', 'NRIP1', 'SOX9', 'RXRA', 'NCOA3', 'AKT1', 'HDAC1', 'SMARCA4', 'ELK1', 'NCOR2', 'RXRB', 'NR1H3', 'TEAD2', 'AR', 'EP300', 'NCOR1', 'ESR2', 'NR1H4', 'ESR1', 'RARA', 'FOXH1', 'HDAC2', 'YAP1', 'KDM1A', 'VDR']
131	GO:BP	GO:1902895	positive regulation of miRNA transcription	3.9829926915899483e-13	True	"""Any process that activates or increases the frequency, rate or extent of microRNA (miRNA) gene transcription."" [GO_REF:0000058, GOC:dph, GOC:kmv, GOC:TermGenie, PMID:24699545]"	51	99	11	15719	0.1111111111111111	0.2156862745098039	query_1	['GO:0045893', 'GO:0061614', 'GO:1902893', 'GO:2000630']	['FOXO3', 'NR1H2', 'SMARCA4', 'AR', 'SMAD4', 'TEAD1', 'WT1', 'TP53', 'SMAD3', 'MYOCD', 'SRF']
134	GO:BP	GO:0016570	histone modification	4.3232857506290634e-13	True	"""The covalent alteration of one or more amino acid residues within a histone protein."" [GOC:krc]"	475	99	23	15719	0.2323232323232323	0.0484210526315789	query_1	['GO:0036211']	['NCOA3', 'WDR77', 'CREBBP', 'COPRS', 'CTNNB1', 'HDAC1', 'TBL1X', 'SIN3A', 'SMARCB1', 'SMAD4', 'EP300', 'MECP2', 'PRMT5', 'HDAC3', 'ELK4', 'RCOR1', 'KAT2B', 'TBL1XR1', 'TP53', 'HDAC2', 'MYOCD', 'KDM1A', 'NCOA1']
135	GO:BP	GO:0098727	maintenance of cell number	4.420734322603674e-13	True	"""Any process by which the numbers of cells of a particular type or in a tissue are maintained."" [GOC:dos]"	176	99	16	15719	0.1616161616161616	0.0909090909090909	query_1	['GO:0032502']	['REST', 'SOX9', 'NCOA3', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'SIN3A', 'MED12', 'SMARCB1', 'TEAD4', 'SKI', 'FOXO1', 'HDAC2', 'YAP1', 'SMARCC1']
24	REAC	REAC:R-HSA-9623433	NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis	6.879483789984265e-13	True	NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis	8	91	7	10022	0.0769230769230769	0.875	query_1	['REAC:R-HSA-9024446']	['RXRA', 'NR1H2', 'NCOR2', 'RXRB', 'NR1H3', 'NCOR1', 'NCOA1']
136	GO:BP	GO:0009792	embryo development ending in birth or egg hatching	7.712151857495405e-13	True	"""The process whose specific outcome is the progression of an embryo over time, from zygote formation until the end of the embryonic life stage. The end of the embryonic life stage is organism-specific and may be somewhat arbitrary; for mammals it is usually considered to be birth, for insects the hatching of the first instar larva from the eggshell."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]"	659	99	26	15719	0.2626262626262626	0.0394537177541729	query_1	['GO:0009790']	['SOX9', 'AKT1', 'NKX2-5', 'CTNNB1', 'SIN3A', 'TEAD2', 'MED12', 'AR', 'SMAD2', 'SMARCB1', 'SMAD4', 'EP300', 'TEAD4', 'HDAC3', 'RUNX2', 'SKI', 'SENP2', 'RARA', 'TBL1XR1', 'TP53', 'SMAD3', 'YAP1', 'ZFPM2', 'SRF', 'SKIL', 'NCOA1']
25	REAC	REAC:R-HSA-2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity	8.255281317212298e-13	True	Downregulation of SMAD2/3:SMAD4 transcriptional activity	29	91	10	10022	0.1098901098901098	0.3448275862068966	query_1	['REAC:R-HSA-2173793']	['TGIF1', 'HDAC1', 'NCOR2', 'WWTR1', 'SMAD2', 'SMAD4', 'NCOR1', 'SKI', 'SMAD3', 'SKIL']
26	REAC	REAC:R-HSA-3899300	SUMOylation of transcription cofactors	9.360953691311634e-13	True	SUMOylation of transcription cofactors	41	91	11	10022	0.1208791208791208	0.2682926829268293	query_1	['REAC:R-HSA-3108232']	['UBE2I', 'NRIP1', 'CREBBP', 'NCOA2', 'NCOR2', 'SIN3A', 'SUMO1', 'EP300', 'SUMO2', 'NCOA1', 'HIPK2']
15	GO:CC	GO:0043231	intracellular membrane-bounded organelle	1.1133355965512405e-12	True	"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]"	11275	99	97	16420	0.9797979797979798	0.0086031042128603	query_1	['GO:0043227', 'GO:0043229']	['REST', 'UBE2I', 'NRIP1', 'SOX9', 'RXRA', 'NCOA3', 'RANBP2', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'NKX2-5', 'CBFB', 'COPRS', 'FOXO3', 'SENP1', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'FLI1', 'SMARCA4', 'SMARCA2', 'ELK1', 'FOXG1', 'TBL1X', 'TBX5', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'HIVEP3', 'TEAD2', 'MED12', 'AR', 'MAF', 'WWTR1', 'SUMO1', 'AAGAB', 'SMAD2', 'SMARCB1', 'SMAD9', 'ASAH1', 'SMAD4', 'VGLL4', 'RUNX1', 'ELK3', 'EP300', 'MECP2', 'TEAD1', 'TEAD4', 'PRMT5', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'ESR2', 'RUNX2', 'GPR37', 'ELK4', 'SMARCC2', 'SKI', 'NR5A1', 'RCOR1', 'SP1', 'TEAD3', 'SENP2', 'NR1H4', 'KAT2B', 'SRY', 'ESR1', 'WT1', 'WWP1', 'GATA4', 'FOXO1', 'HIPK1', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'TWIST2', 'PSAP', 'HDAC2', 'CNPY2', 'MYOCD', 'YAP1', 'KDM1A', 'THRB', 'ZFPM2', 'SMARCC1', 'SRF', 'SKIL', 'NCOA1', 'HIPK2', 'VDR', 'RANGAP1']
137	GO:BP	GO:2000630	positive regulation of miRNA metabolic process	1.431286686618778e-12	True	"""Any process that activates or increases the frequency, rate or extent of miRNA metabolic process."" [GOC:dph]"	57	99	11	15719	0.1111111111111111	0.1929824561403508	query_1	['GO:0010586', 'GO:0051254', 'GO:2000628']	['FOXO3', 'NR1H2', 'SMARCA4', 'AR', 'SMAD4', 'TEAD1', 'WT1', 'TP53', 'SMAD3', 'MYOCD', 'SRF']
138	GO:BP	GO:0060537	muscle tissue development	1.4342484514387304e-12	True	"""The progression of muscle tissue over time, from its initial formation to its mature state. Muscle tissue is a contractile tissue made up of actin and myosin fibers."" [GOC:dph]"	400	99	21	15719	0.2121212121212121	0.0525	query_1	['GO:0009888']	['SOX9', 'NKX2-5', 'CTNNB1', 'TBX5', 'HIVEP3', 'SMAD4', 'VGLL4', 'RUNX1', 'EP300', 'HDAC3', 'SKI', 'WT1', 'GATA4', 'RARA', 'FOXH1', 'SMAD3', 'MYOCD', 'YAP1', 'ZFPM2', 'SRF', 'SKIL']
139	GO:BP	GO:0007154	cell communication	1.6943505583031348e-12	True	"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]"	5768	99	73	15719	0.7373737373737373	0.0126560332871012	query_1	['GO:0009987']	['REST', 'UBE2I', 'SOX9', 'RXRA', 'NCOA3', 'AKT1', 'CREBBP', 'NKX2-5', 'FOXO3', 'SENP1', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'SMARCA4', 'TBL1X', 'TBX5', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'TEAD2', 'MED12', 'AR', 'WWTR1', 'GPR37L1', 'SMAD2', 'SMARCB1', 'SMAD9', 'SMAD4', 'VGLL4', 'ELK3', 'EP300', 'MECP2', 'TEAD1', 'TEAD4', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'ESR2', 'RUNX2', 'GPR37', 'SKI', 'NR5A1', 'SP1', 'TEAD3', 'SENP2', 'NR1H4', 'ESR1', 'WWP1', 'GATA4', 'FOXO1', 'HIPK1', 'PDE8A', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'PSAP', 'HDAC2', 'MYOCD', 'YAP1', 'KDM1A', 'THRB', 'SMARCC1', 'SRF', 'SKIL', 'NCOA1', 'HIPK2', 'VDR', 'RANGAP1']
140	GO:BP	GO:0023052	signaling	2.7968278284178298e-12	True	"""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]"	5663	99	72	15719	0.7272727272727273	0.0127141091294366	query_1	['GO:0050789']	['REST', 'UBE2I', 'SOX9', 'RXRA', 'NCOA3', 'AKT1', 'CREBBP', 'NKX2-5', 'FOXO3', 'SENP1', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'SMARCA4', 'TBL1X', 'TBX5', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'TEAD2', 'MED12', 'AR', 'WWTR1', 'GPR37L1', 'SMAD2', 'SMARCB1', 'SMAD9', 'SMAD4', 'VGLL4', 'ELK3', 'EP300', 'MECP2', 'TEAD1', 'TEAD4', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'ESR2', 'RUNX2', 'GPR37', 'SKI', 'NR5A1', 'TEAD3', 'SENP2', 'NR1H4', 'ESR1', 'WWP1', 'GATA4', 'FOXO1', 'HIPK1', 'PDE8A', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'PSAP', 'HDAC2', 'MYOCD', 'YAP1', 'KDM1A', 'THRB', 'SMARCC1', 'SRF', 'SKIL', 'NCOA1', 'HIPK2', 'VDR', 'RANGAP1']
16	GO:CC	GO:0043227	membrane-bounded organelle	2.888874882510912e-12	True	"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]"	12219	99	99	16420	1.0	0.0081021360176773	query_1	['GO:0043226']	['REST', 'UBE2I', 'NRIP1', 'SOX9', 'RXRA', 'NCOA3', 'RANBP2', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'NKX2-5', 'CBFB', 'COPRS', 'FOXO3', 'SENP1', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'FLI1', 'SMARCA4', 'SMARCA2', 'ELK1', 'FOXG1', 'TBL1X', 'TBX5', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'HIVEP3', 'TEAD2', 'MED12', 'AR', 'MAF', 'WWTR1', 'SUMO1', 'GPR37L1', 'AAGAB', 'SMAD2', 'SMARCB1', 'SMAD9', 'ASAH1', 'SMAD4', 'VGLL4', 'RUNX1', 'ELK3', 'EP300', 'MECP2', 'TEAD1', 'TEAD4', 'PRMT5', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'ESR2', 'RUNX2', 'GPR37', 'ELK4', 'SMARCC2', 'SKI', 'NR5A1', 'RCOR1', 'SP1', 'TEAD3', 'SENP2', 'NR1H4', 'KAT2B', 'SRY', 'ESR1', 'WT1', 'WWP1', 'GATA4', 'FOXO1', 'HIPK1', 'PDE8A', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'TWIST2', 'PSAP', 'HDAC2', 'CNPY2', 'MYOCD', 'YAP1', 'KDM1A', 'THRB', 'ZFPM2', 'SMARCC1', 'SRF', 'SKIL', 'NCOA1', 'HIPK2', 'VDR', 'RANGAP1']
141	GO:BP	GO:0035239	tube morphogenesis	3.008762428974814e-12	True	"""The process in which the anatomical structures of a tube are generated and organized. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."" [GOC:bf, PMID:14624839]"	830	99	28	15719	0.2828282828282828	0.0337349397590361	query_1	['GO:0009653', 'GO:0035295']	['SOX9', 'AKT1', 'NKX2-5', 'CTNNB1', 'TBX5', 'TEAD2', 'MED12', 'AR', 'SMAD2', 'SMAD4', 'RUNX1', 'ELK3', 'MECP2', 'SKI', 'SP1', 'ESR1', 'WT1', 'GATA4', 'HIPK1', 'RARA', 'FOXH1', 'SMAD3', 'MYOCD', 'YAP1', 'ZFPM2', 'SRF', 'HIPK2', 'VDR']
142	GO:BP	GO:0065007	biological regulation	3.484566699439102e-12	True	"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]"	10874	99	97	15719	0.9797979797979798	0.0089203604929188	query_1	['GO:0008150']	['REST', 'UBE2I', 'NRIP1', 'SOX9', 'RXRA', 'NCOA3', 'RANBP2', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'NKX2-5', 'CBFB', 'FOXO3', 'SENP1', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'FLI1', 'SMARCA4', 'SMARCA2', 'ELK1', 'FOXG1', 'TBL1X', 'TBX5', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'HIVEP3', 'TEAD2', 'MED12', 'AR', 'MAF', 'WWTR1', 'SUMO1', 'GPR37L1', 'SMAD2', 'SMARCB1', 'SMAD9', 'ASAH1', 'SMAD4', 'VGLL4', 'RUNX1', 'ELK3', 'EP300', 'MECP2', 'TEAD1', 'TEAD4', 'PRMT5', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'ESR2', 'RUNX2', 'GPR37', 'ELK4', 'SMARCC2', 'SKI', 'NR5A1', 'RCOR1', 'SP1', 'TEAD3', 'SENP2', 'NR1H4', 'KAT2B', 'SRY', 'ESR1', 'WT1', 'WWP1', 'GATA4', 'FOXO1', 'HIPK1', 'PDE8A', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'TWIST2', 'PSAP', 'HDAC2', 'CNPY2', 'MYOCD', 'YAP1', 'KDM1A', 'THRB', 'ZFPM2', 'SMARCC1', 'SRF', 'SKIL', 'NCOA1', 'HIPK2', 'VDR', 'RANGAP1']
143	GO:BP	GO:0008283	cell population proliferation	3.803210499781198e-12	True	"""The multiplication or reproduction of cells, resulting in the expansion of a cell population."" [GOC:mah, GOC:mb]"	1895	99	41	15719	0.4141414141414141	0.0216358839050131	query_1	['GO:0009987']	['REST', 'SOX9', 'AKT1', 'WDR77', 'NKX2-5', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'FOXG1', 'TBX5', 'AR', 'WWTR1', 'GPR37L1', 'SMAD2', 'SMARCB1', 'SMAD4', 'VGLL4', 'RUNX1', 'MECP2', 'RUNX2', 'SKI', 'SP1', 'TEAD3', 'KAT2B', 'ESR1', 'WT1', 'FOXO1', 'HIPK1', 'RARA', 'TP53', 'SMAD3', 'HDAC2', 'MYOCD', 'YAP1', 'KDM1A', 'ZFPM2', 'SMARCC1', 'SRF', 'HIPK2', 'VDR']
144	GO:BP	GO:0010648	negative regulation of cell communication	4.0236080257256496e-12	True	"""Any process that decreases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	1287	99	34	15719	0.3434343434343434	0.0264180264180264	query_1	['GO:0007154', 'GO:0010646', 'GO:0048523']	['REST', 'SOX9', 'AKT1', 'NKX2-5', 'NR1H2', 'CTNNB1', 'HDAC1', 'SMARCA4', 'NCOR2', 'SIN3A', 'NR1H3', 'AR', 'WWTR1', 'GPR37L1', 'SMAD4', 'VGLL4', 'GPS2', 'NCOR1', 'HDAC3', 'RUNX2', 'SKI', 'NR1H4', 'ESR1', 'GATA4', 'FOXO1', 'FOXH1', 'TP53', 'HDAC2', 'MYOCD', 'YAP1', 'KDM1A', 'SRF', 'SKIL', 'HIPK2']
