Pierpont syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
5	GO:CC	GO:0070013	intracellular organelle lumen	1.0288778606778337e-41	True	"""An organelle lumen that is part of an intracellular organelle."" [GOC:mah]"	5424	101	98	16420	0.9702970297029704	0.0180678466076696	query_1	['GO:0043229', 'GO:0043233']	['SMAD1', 'REST', 'MAML1', 'NRIP1', 'UBE2I', 'RXRA', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CDK8', 'SMURF2', 'CKS1B', 'CBFB', 'MDM2', 'E2F4', 'STAT3', 'PPARG', 'COPRS', 'CDK7', 'RBL1', 'FOXO3', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'PPARA', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'CDKN1A', 'E2F5', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'DAXX', 'SMARCB1', 'SMAD9', 'SMAD4', 'NOTCH1', 'RUNX1', 'USP7', 'EP300', 'RBPJ', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'NOTCH2', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'FABP1', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDK2', 'SP1', 'NR1H4', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'RARA', 'CDK4', 'CDKN1B', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC', 'VDR']
4	GO:CC	GO:0043233	organelle lumen	1.0288778606778337e-41	True	"""The internal volume enclosed by the membranes of a particular organelle; includes the volume enclosed by a single organelle membrane, e.g. endoplasmic reticulum lumen, or the volume enclosed by the innermost of the two lipid bilayers of an organelle envelope, e.g. nuclear lumen."" [GOC:jl, GOC:mah]"	5424	101	98	16420	0.9702970297029704	0.0180678466076696	query_1	['GO:0031974', 'GO:0043226']	['SMAD1', 'REST', 'MAML1', 'NRIP1', 'UBE2I', 'RXRA', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CDK8', 'SMURF2', 'CKS1B', 'CBFB', 'MDM2', 'E2F4', 'STAT3', 'PPARG', 'COPRS', 'CDK7', 'RBL1', 'FOXO3', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'PPARA', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'CDKN1A', 'E2F5', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'DAXX', 'SMARCB1', 'SMAD9', 'SMAD4', 'NOTCH1', 'RUNX1', 'USP7', 'EP300', 'RBPJ', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'NOTCH2', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'FABP1', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDK2', 'SP1', 'NR1H4', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'RARA', 'CDK4', 'CDKN1B', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC', 'VDR']
3	GO:CC	GO:0031974	membrane-enclosed lumen	1.0288778606778337e-41	True	"""The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."" [GOC:add, GOC:mah]"	5424	101	98	16420	0.9702970297029704	0.0180678466076696	query_1	['GO:0110165']	['SMAD1', 'REST', 'MAML1', 'NRIP1', 'UBE2I', 'RXRA', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CDK8', 'SMURF2', 'CKS1B', 'CBFB', 'MDM2', 'E2F4', 'STAT3', 'PPARG', 'COPRS', 'CDK7', 'RBL1', 'FOXO3', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'PPARA', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'CDKN1A', 'E2F5', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'DAXX', 'SMARCB1', 'SMAD9', 'SMAD4', 'NOTCH1', 'RUNX1', 'USP7', 'EP300', 'RBPJ', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'NOTCH2', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'FABP1', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDK2', 'SP1', 'NR1H4', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'RARA', 'CDK4', 'CDKN1B', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC', 'VDR']
40	GO:BP	GO:0080090	regulation of primary metabolic process	1.6422807824645846e-41	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [PMID:19211694]"	5409	101	99	15719	0.9801980198019802	0.0183028286189683	query_1	['GO:0019222', 'GO:0044238']	['SMAD1', 'REST', 'MAML1', 'NRIP1', 'UBE2I', 'RXRA', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'SMURF2', 'CKS1B', 'CBFB', 'MDM2', 'E2F4', 'STAT3', 'PPARG', 'CDK7', 'RBL1', 'FOXO3', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'PPARA', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'CDKN1A', 'E2F5', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'DAXX', 'SMARCB1', 'SMAD9', 'SMAD4', 'NOTCH1', 'RUNX1', 'USP7', 'EP300', 'RBPJ', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'NOTCH2', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'FABP1', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDK2', 'SP1', 'NR1H4', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'CCND3', 'DRAP1', 'RARA', 'FOXH1', 'CDK4', 'CDKN1B', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC', 'VDR']
41	GO:BP	GO:0010557	positive regulation of macromolecule biosynthetic process	5.188854699258584e-41	True	"""Any process that increases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	1860	101	71	15719	0.7029702970297029	0.0381720430107526	query_1	['GO:0009059', 'GO:0009891', 'GO:0010556', 'GO:0010604']	['SMAD1', 'REST', 'MAML1', 'NRIP1', 'RXRA', 'NCOA3', 'AKT1', 'WDR77', 'CREBBP', 'CBFB', 'E2F4', 'STAT3', 'PPARG', 'CDK7', 'FOXO3', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'PPARA', 'SMARCA4', 'SMARCA2', 'TBL1X', 'SIN3A', 'RXRB', 'NR1H3', 'E2F5', 'AR', 'E2F2', 'WWTR1', 'SMAD2', 'DAXX', 'SMARCB1', 'SMAD9', 'SMAD4', 'NOTCH1', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'E2F1', 'SUMO2', 'GPS2', 'HDAC3', 'SMARCC2', 'SKI', 'SNW1', 'CDK2', 'SP1', 'NR1H4', 'KAT2B', 'ESR1', 'FOXO1', 'DRAP1', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'NCOA1', 'HIPK2', 'CCNC', 'VDR']
42	GO:BP	GO:0031325	positive regulation of cellular metabolic process	3.9022694854547266e-40	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	2845	101	81	15719	0.801980198019802	0.0284710017574692	query_1	['GO:0009893', 'GO:0031323', 'GO:0044237', 'GO:0048522']	['SMAD1', 'REST', 'MAML1', 'NRIP1', 'RXRA', 'NCOA3', 'AKT1', 'WDR77', 'CREBBP', 'CBFB', 'E2F4', 'STAT3', 'PPARG', 'CDK7', 'FOXO3', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'PPARA', 'SMARCA4', 'SMARCA2', 'TBL1X', 'SIN3A', 'RXRB', 'NR1H3', 'CDKN1A', 'E2F5', 'AR', 'E2F2', 'WWTR1', 'SMAD2', 'DAXX', 'SMARCB1', 'SMAD9', 'SMAD4', 'NOTCH1', 'RUNX1', 'USP7', 'EP300', 'RBPJ', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'SUMO2', 'GPS2', 'HDAC3', 'FABP1', 'SMARCC2', 'SKI', 'SNW1', 'CDK2', 'SP1', 'NR1H4', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'CCND3', 'DRAP1', 'RARA', 'FOXH1', 'CDKN1B', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC', 'VDR']
43	GO:BP	GO:0010605	negative regulation of macromolecule metabolic process	4.087787777524365e-40	True	"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	2640	101	79	15719	0.7821782178217822	0.0299242424242424	query_1	['GO:0009892', 'GO:0043170', 'GO:0060255']	['SMAD1', 'REST', 'NRIP1', 'UBE2I', 'RXRA', 'TGIF1', 'AKT1', 'CREBBP', 'SMURF2', 'CBFB', 'MDM2', 'STAT3', 'PPARG', 'RBL1', 'FOXO3', 'RBL2', 'NR1H2', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'PPARA', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'NR1H3', 'CDKN1A', 'AR', 'WWTR1', 'SUMO1', 'SMAD2', 'DAXX', 'SMARCB1', 'SMAD4', 'NOTCH1', 'RUNX1', 'USP7', 'EP300', 'RBPJ', 'MECP2', 'E2F1', 'PRMT5', 'NOTCH2', 'GPS2', 'NCOR1', 'HDAC3', 'FABP1', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDK2', 'NR1H4', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'DRAP1', 'RARA', 'FOXH1', 'CDKN1B', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'HIPK2', 'CCND1', 'VDR']
44	GO:BP	GO:0031324	negative regulation of cellular metabolic process	4.898309964330057e-40	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	2090	101	73	15719	0.7227722772277227	0.0349282296650717	query_1	['GO:0009892', 'GO:0031323', 'GO:0044237', 'GO:0048523']	['REST', 'NRIP1', 'UBE2I', 'RXRA', 'TGIF1', 'AKT1', 'CREBBP', 'SMURF2', 'CBFB', 'MDM2', 'STAT3', 'PPARG', 'RBL1', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'PPARA', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'NR1H3', 'CDKN1A', 'AR', 'WWTR1', 'SUMO1', 'SMAD2', 'DAXX', 'SMAD4', 'NOTCH1', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'E2F1', 'PRMT5', 'NOTCH2', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDK2', 'NR1H4', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'DRAP1', 'RARA', 'FOXH1', 'CDKN1B', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'THRB', 'SKIL', 'CDK6', 'HIPK2', 'CCND1', 'VDR']
45	GO:BP	GO:0031328	positive regulation of cellular biosynthetic process	6.8022133927222395e-40	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."" [GOC:mah]"	1934	101	71	15719	0.7029702970297029	0.0367114788004136	query_1	['GO:0009891', 'GO:0031325', 'GO:0031326', 'GO:0044249']	['SMAD1', 'REST', 'MAML1', 'NRIP1', 'RXRA', 'NCOA3', 'AKT1', 'WDR77', 'CREBBP', 'CBFB', 'E2F4', 'STAT3', 'PPARG', 'CDK7', 'FOXO3', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'PPARA', 'SMARCA4', 'SMARCA2', 'TBL1X', 'SIN3A', 'RXRB', 'NR1H3', 'E2F5', 'AR', 'E2F2', 'WWTR1', 'SMAD2', 'DAXX', 'SMARCB1', 'SMAD9', 'SMAD4', 'NOTCH1', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'E2F1', 'SUMO2', 'GPS2', 'HDAC3', 'SMARCC2', 'SKI', 'SNW1', 'CDK2', 'SP1', 'NR1H4', 'KAT2B', 'ESR1', 'FOXO1', 'DRAP1', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'NCOA1', 'HIPK2', 'CCNC', 'VDR']
46	GO:BP	GO:0051173	positive regulation of nitrogen compound metabolic process	1.2254670211811726e-39	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]"	3000	101	82	15719	0.8118811881188119	0.0273333333333333	query_1	['GO:0006807', 'GO:0009893', 'GO:0051171']	['SMAD1', 'REST', 'MAML1', 'NRIP1', 'RXRA', 'NCOA3', 'AKT1', 'WDR77', 'CREBBP', 'CBFB', 'MDM2', 'E2F4', 'STAT3', 'PPARG', 'CDK7', 'FOXO3', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'PPARA', 'SMARCA4', 'SMARCA2', 'TBL1X', 'SIN3A', 'RXRB', 'NR1H3', 'CDKN1A', 'E2F5', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'SMAD2', 'DAXX', 'SMARCB1', 'SMAD9', 'SMAD4', 'NOTCH1', 'RUNX1', 'USP7', 'EP300', 'RBPJ', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'SUMO2', 'GPS2', 'HDAC3', 'SMARCC2', 'SKI', 'SNW1', 'CDK2', 'SP1', 'NR1H4', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'CCND3', 'DRAP1', 'RARA', 'FOXH1', 'CDKN1B', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC', 'VDR']
47	GO:BP	GO:0006139	nucleobase-containing compound metabolic process	1.3013138300895893e-39	True	"""Any cellular metabolic process involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:ai]"	5215	101	97	15719	0.9603960396039604	0.0186001917545541	query_1	['GO:0006725', 'GO:0034641', 'GO:0044238', 'GO:0046483', 'GO:1901360']	['SMAD1', 'REST', 'MAML1', 'NRIP1', 'UBE2I', 'RXRA', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'SMURF2', 'CKS1B', 'CBFB', 'MDM2', 'E2F4', 'STAT3', 'PPARG', 'CDK7', 'RBL1', 'FOXO3', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'PPARA', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'CDKN1A', 'E2F5', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'DAXX', 'SMARCB1', 'SMAD9', 'SMAD4', 'NOTCH1', 'RUNX1', 'USP7', 'EP300', 'RBPJ', 'MECP2', 'E2F1', 'PRMT5', 'NOTCH2', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDK2', 'SP1', 'NR1H4', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'CCND3', 'DRAP1', 'RARA', 'FOXH1', 'CDK4', 'CDKN1B', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC', 'VDR']
48	GO:BP	GO:0044249	cellular biosynthetic process	1.4990347249442778e-39	True	"""The chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."" [GOC:jl]"	5024	101	96	15719	0.9504950495049505	0.019108280254777	query_1	['GO:0009058', 'GO:0044237']	['SMAD1', 'REST', 'MAML1', 'NRIP1', 'UBE2I', 'RXRA', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'SMURF2', 'CKS1B', 'CBFB', 'MDM2', 'E2F4', 'STAT3', 'PPARG', 'CDK7', 'RBL1', 'FOXO3', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'PPARA', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'CDKN1A', 'E2F5', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'DAXX', 'SMARCB1', 'SMAD9', 'SMAD4', 'NOTCH1', 'RUNX1', 'USP7', 'EP300', 'RBPJ', 'MECP2', 'E2F1', 'PRMT5', 'NOTCH2', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDK2', 'SP1', 'NR1H4', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'CCND3', 'DRAP1', 'RARA', 'FOXH1', 'CDK4', 'CDKN1B', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC', 'VDR']
49	GO:BP	GO:0009891	positive regulation of biosynthetic process	4.223152492656607e-39	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]"	1989	101	71	15719	0.7029702970297029	0.0356963298139768	query_1	['GO:0009058', 'GO:0009889', 'GO:0009893']	['SMAD1', 'REST', 'MAML1', 'NRIP1', 'RXRA', 'NCOA3', 'AKT1', 'WDR77', 'CREBBP', 'CBFB', 'E2F4', 'STAT3', 'PPARG', 'CDK7', 'FOXO3', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'PPARA', 'SMARCA4', 'SMARCA2', 'TBL1X', 'SIN3A', 'RXRB', 'NR1H3', 'E2F5', 'AR', 'E2F2', 'WWTR1', 'SMAD2', 'DAXX', 'SMARCB1', 'SMAD9', 'SMAD4', 'NOTCH1', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'E2F1', 'SUMO2', 'GPS2', 'HDAC3', 'SMARCC2', 'SKI', 'SNW1', 'CDK2', 'SP1', 'NR1H4', 'KAT2B', 'ESR1', 'FOXO1', 'DRAP1', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'NCOA1', 'HIPK2', 'CCNC', 'VDR']
6	GO:CC	GO:0000785	chromatin	5.3893183516874674e-39	True	"""The ordered and organized complex of DNA, protein, and sometimes RNA, that forms the chromosome."" [GOC:elh, PMID:20404130]"	1279	101	60	16420	0.594059405940594	0.0469116497263487	query_1	['GO:0005694', 'GO:0110165']	['SMAD1', 'NRIP1', 'RXRA', 'NCOA3', 'TGIF1', 'CREBBP', 'E2F4', 'STAT3', 'PPARG', 'RBL1', 'FOXO3', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'PPARA', 'SMARCA4', 'SMARCA2', 'FOXG1', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'E2F5', 'AR', 'E2F2', 'SMAD2', 'SMARCB1', 'SMAD9', 'SMAD4', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'NCOR1', 'SMARCC2', 'SP1', 'NR1H4', 'KAT2B', 'ESR1', 'FOXO1', 'RARA', 'FOXH1', 'CDK4', 'TP53', 'TFDP2', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'NCOA1', 'VDR']
50	GO:BP	GO:0060255	regulation of macromolecule metabolic process	5.639763223414892e-39	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	5751	101	99	15719	0.9801980198019802	0.0172143974960876	query_1	['GO:0019222', 'GO:0043170']	['SMAD1', 'REST', 'MAML1', 'NRIP1', 'UBE2I', 'RXRA', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'SMURF2', 'CKS1B', 'CBFB', 'MDM2', 'E2F4', 'STAT3', 'PPARG', 'CDK7', 'RBL1', 'FOXO3', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'PPARA', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'CDKN1A', 'E2F5', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'DAXX', 'SMARCB1', 'SMAD9', 'SMAD4', 'NOTCH1', 'RUNX1', 'USP7', 'EP300', 'RBPJ', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'NOTCH2', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'FABP1', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDK2', 'SP1', 'NR1H4', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'CCND3', 'DRAP1', 'RARA', 'FOXH1', 'CDK4', 'CDKN1B', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC', 'VDR']
51	GO:BP	GO:0046483	heterocycle metabolic process	2.0281808921244503e-38	True	"""The chemical reactions and pathways involving heterocyclic compounds, those with a cyclic molecular structure and at least two different atoms in the ring (or rings)."" [ISBN:0198506732]"	5371	101	97	15719	0.9603960396039604	0.0180599515918823	query_1	['GO:0044237']	['SMAD1', 'REST', 'MAML1', 'NRIP1', 'UBE2I', 'RXRA', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'SMURF2', 'CKS1B', 'CBFB', 'MDM2', 'E2F4', 'STAT3', 'PPARG', 'CDK7', 'RBL1', 'FOXO3', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'PPARA', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'CDKN1A', 'E2F5', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'DAXX', 'SMARCB1', 'SMAD9', 'SMAD4', 'NOTCH1', 'RUNX1', 'USP7', 'EP300', 'RBPJ', 'MECP2', 'E2F1', 'PRMT5', 'NOTCH2', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDK2', 'SP1', 'NR1H4', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'CCND3', 'DRAP1', 'RARA', 'FOXH1', 'CDK4', 'CDKN1B', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC', 'VDR']
