Cockayne syndrome type 3	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
15	GO:CC	GO:0031974	membrane-enclosed lumen	2.726437758338229e-41	True	"""The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."" [GOC:add, GOC:mah]"	5406	102	97	17376	0.9509803921568628	0.0179430262671106	query_1	['GO:0110165']	['CUL3', 'PKMYT1', 'MCM6', 'CDC25B', 'BMI1', 'AKT1', 'CUL4B', 'MYC', 'DDB2', 'CREBBP', 'CKS1B', 'GMNN', 'CDK5', 'EHMT2', 'MCM7', 'CBX3', 'E2F4', 'VCP', 'CCNB1', 'CCNA1', 'CDK7', 'MAX', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'RING1', 'RB1', 'HDAC1', 'PHC1', 'CCNE1', 'DDB1', 'CDT1', 'RBX1', 'CDKN2D', 'PCGF6', 'UBD', 'CDC6', 'BTRC', 'CDK5R1', 'PCNA', 'CDKN1A', 'E2F5', 'ORC5', 'CCNA2', 'USP24', 'E2F2', 'CCNH', 'SMAD2', 'SKP1', 'RYBP', 'NEDD8', 'SMAD4', 'E2F6', 'ORC3', 'EP300', 'UFD1', 'CCND2', 'E2F1', 'ERCC6', 'MGA', 'EHMT1', 'MCM4', 'MNAT1', 'CDK1', 'CAND1', 'CDKN2A', 'CDK2', 'ORC1', 'SP1', 'MCM2', 'PCGF2', 'YAF2', 'UBE2W', 'ESR1', 'ERCC8', 'FOXO1', 'COPS5', 'CCND3', 'SKP2', 'L3MBTL2', 'NPLOC4', 'CDK4', 'RNF2', 'CDKN1B', 'ORC6', 'CUL1', 'TP53', 'TFDP2', 'SMAD3', 'CUL4A', 'NUB1', 'CDK6', 'ORC4', 'CCND1', 'ORC2', 'PHC3']
16	GO:CC	GO:0043233	organelle lumen	2.726437758338229e-41	True	"""The internal volume enclosed by the membranes of a particular organelle; includes the volume enclosed by a single organelle membrane, e.g. endoplasmic reticulum lumen, or the volume enclosed by the innermost of the two lipid bilayers of an organelle envelope, e.g. nuclear lumen."" [GOC:jl, GOC:mah]"	5406	102	97	17376	0.9509803921568628	0.0179430262671106	query_1	['GO:0031974', 'GO:0043226']	['CUL3', 'PKMYT1', 'MCM6', 'CDC25B', 'BMI1', 'AKT1', 'CUL4B', 'MYC', 'DDB2', 'CREBBP', 'CKS1B', 'GMNN', 'CDK5', 'EHMT2', 'MCM7', 'CBX3', 'E2F4', 'VCP', 'CCNB1', 'CCNA1', 'CDK7', 'MAX', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'RING1', 'RB1', 'HDAC1', 'PHC1', 'CCNE1', 'DDB1', 'CDT1', 'RBX1', 'CDKN2D', 'PCGF6', 'UBD', 'CDC6', 'BTRC', 'CDK5R1', 'PCNA', 'CDKN1A', 'E2F5', 'ORC5', 'CCNA2', 'USP24', 'E2F2', 'CCNH', 'SMAD2', 'SKP1', 'RYBP', 'NEDD8', 'SMAD4', 'E2F6', 'ORC3', 'EP300', 'UFD1', 'CCND2', 'E2F1', 'ERCC6', 'MGA', 'EHMT1', 'MCM4', 'MNAT1', 'CDK1', 'CAND1', 'CDKN2A', 'CDK2', 'ORC1', 'SP1', 'MCM2', 'PCGF2', 'YAF2', 'UBE2W', 'ESR1', 'ERCC8', 'FOXO1', 'COPS5', 'CCND3', 'SKP2', 'L3MBTL2', 'NPLOC4', 'CDK4', 'RNF2', 'CDKN1B', 'ORC6', 'CUL1', 'TP53', 'TFDP2', 'SMAD3', 'CUL4A', 'NUB1', 'CDK6', 'ORC4', 'CCND1', 'ORC2', 'PHC3']
17	GO:BP	GO:1903047	mitotic cell cycle process	7.517061674974807e-41	True	"""A process that is part of the mitotic cell cycle."" [GO_REF:0000060, GOC:mtg_cell_cycle, GOC:TermGenie]"	746	102	52	17376	0.5098039215686274	0.0697050938337801	query_1	['GO:0000278', 'GO:0022402']	['CUL3', 'PKMYT1', 'MCM6', 'CDKN2B', 'CDC25B', 'AKT1', 'CUL4B', 'MYC', 'CKS1B', 'CDK5', 'E2F4', 'VCP', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'RB1', 'CCNE1', 'DDB1', 'CDT1', 'CCNB2', 'CDKN2D', 'UBD', 'CDC6', 'PCNA', 'CDKN1A', 'CCNA2', 'E2F2', 'CCNH', 'E2F6', 'CCND2', 'E2F1', 'MCM4', 'MNAT1', 'CDK1', 'CDKN2A', 'CDKN2C', 'CDK2', 'ORC1', 'MCM2', 'CCND3', 'SKP2', 'CDK4', 'CDKN1B', 'CUL1', 'TP53', 'CUL4A', 'CDK6', 'CCND1']
18	GO:BP	GO:0000278	mitotic cell cycle	1.521577091310343e-39	True	"""Progression through the phases of the mitotic cell cycle, the most common eukaryotic cell cycle, which canonically comprises four successive phases called G1, S, G2, and M and includes replication of the genome and the subsequent segregation of chromosomes into daughter cells. In some variant cell cycles nuclear replication or nuclear division may not be followed by cell division, or G1 and G2 phases may be absent."" [GOC:mah, ISBN:0815316194, Reactome:69278]"	896	102	54	17376	0.5294117647058824	0.0602678571428571	query_1	['GO:0007049']	['CUL3', 'PKMYT1', 'MCM6', 'CDKN2B', 'CDC25B', 'AKT1', 'CUL4B', 'MYC', 'CKS1B', 'GMNN', 'CDK5', 'E2F4', 'VCP', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'RB1', 'CCNE1', 'DDB1', 'CDT1', 'CCNB2', 'CDKN2D', 'UBD', 'CDC6', 'PCNA', 'CDKN1A', 'CCNA2', 'E2F2', 'CCNH', 'E2F6', 'CCND2', 'E2F1', 'MCM4', 'MNAT1', 'CDK1', 'CDKN2A', 'CDKN2C', 'CDK2', 'ORC1', 'MCM2', 'CCND3', 'SKP2', 'CDK4', 'RNF2', 'CDKN1B', 'CUL1', 'TP53', 'CUL4A', 'CDK6', 'CCND1']
19	REAC	REAC:R-HSA-69656	Cyclin A:Cdk2-associated events at S phase entry	4.232359707324445e-39	True	Cyclin A:Cdk2-associated events at S phase entry	84	102	27	17376	0.2647058823529412	0.3214285714285714	query_1	['REAC:R-HSA-69242']	['CDC25B', 'AKT1', 'MYC', 'CKS1B', 'E2F4', 'CCNA1', 'CDK7', 'MAX', 'CCNE2', 'RBL2', 'TFDP1', 'RB1', 'CCNE1', 'CDKN1A', 'E2F5', 'CCNA2', 'CCNH', 'SKP1', 'E2F1', 'MNAT1', 'CDK2', 'SKP2', 'CDK4', 'CDKN1B', 'CUL1', 'TFDP2', 'CCND1']
20	GO:BP	GO:0000082	G1/S transition of mitotic cell cycle	4.805187746305214e-38	True	"""The mitotic cell cycle transition by which a cell in G1 commits to S phase. The process begins with the build up of G1 cyclin-dependent kinase (G1 CDK), resulting in the activation of transcription of G1 cyclins. The process ends with the positive feedback of the G1 cyclins on the G1 CDK which commits the cell to S phase, in which DNA replication is initiated."" [GOC:mtg_cell_cycle]"	226	102	35	17376	0.3431372549019608	0.1548672566371681	query_1	['GO:0044772', 'GO:0044843']	['CUL3', 'CDKN2B', 'AKT1', 'CUL4B', 'MYC', 'CDK5', 'E2F4', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'RB1', 'CCNE1', 'CDKN2D', 'CDC6', 'CDKN1A', 'E2F2', 'CCNH', 'E2F6', 'CCND2', 'E2F1', 'MNAT1', 'CDKN2A', 'CDKN2C', 'CDK2', 'CCND3', 'SKP2', 'CDK4', 'CDKN1B', 'CUL1', 'TP53', 'CUL4A', 'CDK6', 'CCND1']
21	GO:BP	GO:0044843	cell cycle G1/S phase transition	7.065550675962532e-38	True	"""The cell cycle process by which a cell in G1 phase commits to S phase."" [GOC:mtg_cell_cycle]"	254	102	36	17376	0.3529411764705882	0.1417322834645669	query_1	['GO:0044770']	['CUL3', 'CDKN2B', 'AKT1', 'CUL4B', 'MYC', 'CDK5', 'E2F4', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'RB1', 'CCNE1', 'CDKN2D', 'CDC6', 'CDKN1A', 'CCNA2', 'E2F2', 'CCNH', 'E2F6', 'CCND2', 'E2F1', 'MNAT1', 'CDKN2A', 'CDKN2C', 'CDK2', 'CCND3', 'SKP2', 'CDK4', 'CDKN1B', 'CUL1', 'TP53', 'CUL4A', 'CDK6', 'CCND1']
22	REAC	REAC:R-HSA-69202	Cyclin E associated events during G1/S transition 	1.957809087150924e-37	True	Cyclin E associated events during G1/S transition 	82	102	26	17376	0.2549019607843137	0.3170731707317073	query_1	['REAC:R-HSA-69206']	['AKT1', 'MYC', 'CKS1B', 'E2F4', 'CCNA1', 'CDK7', 'MAX', 'CCNE2', 'RBL2', 'TFDP1', 'RB1', 'CCNE1', 'CDKN1A', 'E2F5', 'CCNA2', 'CCNH', 'SKP1', 'E2F1', 'MNAT1', 'CDK2', 'SKP2', 'CDK4', 'CDKN1B', 'CUL1', 'TFDP2', 'CCND1']
23	GO:CC	GO:0000307	cyclin-dependent protein kinase holoenzyme complex	2.682755451403586e-37	True	"""Cyclin-dependent protein kinases (CDKs) are enzyme complexes that contain a kinase catalytic subunit associated with a regulatory cyclin partner."" [GOC:krc, PMID:11602261]"	51	102	23	17376	0.2254901960784313	0.4509803921568627	query_1	['GO:1902554']	['CKS1B', 'CDK5', 'CCNB1', 'CCNA1', 'CDK7', 'CCNE2', 'RB1', 'CCNE1', 'CCNB2', 'CDKN2D', 'CDK5R1', 'PCNA', 'CDKN1A', 'CCNA2', 'CCNH', 'CCND2', 'MNAT1', 'CDK1', 'CDK2', 'CCND3', 'CDK4', 'CDK6', 'CCND1']
24	GO:BP	GO:0007049	cell cycle	4.746146565898767e-37	True	"""The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division."" [GOC:go_curators, GOC:mtg_cell_cycle]"	1750	102	65	17376	0.6372549019607843	0.0371428571428571	query_1	['GO:0009987']	['CUL3', 'PKMYT1', 'MCM6', 'CDKN2B', 'CDC25B', 'AKT1', 'CUL4B', 'MYC', 'CKS1B', 'SERTAD1', 'GMNN', 'CDK5', 'EHMT2', 'MCM7', 'E2F4', 'VCP', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'RB1', 'CCNE1', 'DDB1', 'CDT1', 'CCNB2', 'CDKN2D', 'UBD', 'CDC6', 'BTRC', 'CDK5R1', 'PCNA', 'CDKN1A', 'E2F5', 'CCNA2', 'E2F2', 'CCNH', 'E2F6', 'EP300', 'CCND2', 'E2F1', 'ERCC6', 'MCM4', 'MNAT1', 'CDK1', 'CDKN2A', 'CDKN2C', 'CDK2', 'ORC1', 'MCM2', 'COPS5', 'CCND3', 'SKP2', 'CDK4', 'RNF2', 'CDKN1B', 'CUL1', 'TP53', 'TFDP2', 'CUL4A', 'CDK6', 'ORC4', 'CCND1']
