Cluster	HPO ID	Phenotype	p-value	Corrected p-value
3	HP:0000377	Abnormal pinna morphology	0.07201596588958391	0.5063390591411981
3	HP:0002209	Sparse scalp hair	0.12366858563706683	0.6970411190452858
3	HP:0100678	Premature skin wrinkling	3.965167682524187e-09	2.7042443594814954e-06
3	HP:0000050	Hypoplastic male external genitalia	0.10182389402276777	0.6200347832457823
3	HP:0010442	Polydactyly	1.0	1.0
3	HP:0008064	Ichthyosis	0.011500396654087587	0.20372131215812297
3	HP:0001824	Weight loss	1.0	1.0
3	HP:0003413	Atlantoaxial abnormality	1.0	1.0
3	HP:0002344	Progressive neurologic deterioration	1.0	1.0
3	HP:0000615	Abnormal pupil morphology	1.0	1.0
3	HP:0000975	Hyperhidrosis	1.0	1.0
3	HP:0002322	Resting tremor	1.0	1.0
3	HP:0004370	Abnormality of temperature regulation	1.0	1.0
3	HP:0200020	Corneal erosion	0.06165210611450538	0.4646048217689798
3	HP:0002827	Hip dislocation	1.0	1.0
3	HP:0003236	Elevated circulating creatine kinase concentration	1.0	1.0
3	HP:0002381	Aphasia	0.13488215728655167	0.7329851097165597
3	HP:0001681	Angina pectoris	1.0	1.0
3	HP:0002251	Aganglionic megacolon	0.005358839012323382	0.13289920750561987
3	HP:0001822	Hallux valgus	1.0	1.0
3	HP:0100025	Overfriendliness	1.0	1.0
3	HP:0100335	Non-midline cleft lip	1.0	1.0
3	HP:0007272	Progressive psychomotor deterioration	1.0	1.0
3	HP:0000267	Cranial asymmetry	1.0	1.0
3	HP:0001010	Hypopigmentation of the skin	0.0031890214345456306	0.10115872643535442
3	HP:0010903	Abnormal circulating glutamine concentration	1.0	1.0
3	HP:0002120	Cerebral cortical atrophy	0.2993119210063107	1.0
3	HP:0001770	Toe syndactyly	0.25171153342520125	1.0
3	HP:0001627	Abnormal heart morphology	0.8963425407850688	1.0
3	HP:0006538	Recurrent bronchopulmonary infections	0.008422976624212196	0.16412771593464906
3	HP:0002018	Nausea	1.0	1.0
3	HP:0012569	Delayed menarche	1.0	1.0
3	HP:0003241	External genital hypoplasia	0.1188962257973308	0.6871798813032169
3	HP:0100670	Coarse metaphyseal trabecularization	1.0	1.0
3	HP:0004467	Preauricular pit	1.0	1.0
3	HP:0000587	Abnormal optic nerve morphology	1.0	1.0
3	HP:0001510	Growth delay	0.5444188886559442	1.0
3	HP:0000717	Autism	1.0	1.0
3	HP:0012330	Pyelonephritis	1.0	1.0
3	HP:0001172	Abnormal thumb morphology	1.0	1.0
3	HP:0003138	Increased blood urea nitrogen	1.0	1.0
3	HP:0009762	Facial wrinkling	1.0	1.0
3	HP:0002816	Genu recurvatum	1.0	1.0
3	HP:0002562	Low-set nipples	0.0042194046358716465	0.10943087844821187
3	HP:0030445	Pulmonary carcinoid tumor	1.0	1.0
3	HP:0000054	Micropenis	0.1749154643251224	0.8546541944372487
3	HP:0002992	Abnormality of tibia morphology	1.0	1.0
3	HP:0007900	Hypoplastic lacrimal duct	1.0	1.0
3	HP:0000680	Delayed eruption of primary teeth	1.0	1.0
3	HP:0001929	Reduced factor XI activity	1.0	1.0
3	HP:0002300	Mutism	0.07751113697701421	0.5203370704022525
3	HP:0000974	Hyperextensible skin	1.0	1.0
3	HP:0100807	Long fingers	1.0	1.0
3	HP:0002028	Chronic diarrhea	1.0	1.0
3	HP:0000154	Wide mouth	0.019332155979461762	0.2560102986018043
3	HP:0001598	Concave nail	0.012610767972736825	0.2123591051211485
3	HP:0001007	Hirsutism	1.0	1.0
3	HP:0100838	Recurrent cutaneous abscess formation	1.0	1.0
3	HP:0004943	Accelerated atherosclerosis	1.0	1.0
3	HP:0000545	Myopia	0.07756633260648739	0.5203370704022525
3	HP:0000378	Cupped ear	1.0	1.0
3	HP:0000218	High palate	0.17888421377017177	0.8561335704649624
3	HP:0005374	Cellular immunodeficiency	1.0	1.0
3	HP:0000989	Pruritus	1.0	1.0
3	HP:0100679	Lack of skin elasticity	1.0	1.0
3	HP:0004396	Poor appetite	1.0	1.0
3	HP:0009811	Abnormality of the elbow	1.0	1.0
3	HP:0000573	Retinal hemorrhage	1.0	1.0
3	HP:0000689	Dental malocclusion	1.0	1.0
3	HP:0007266	Cerebral dysmyelination	0.016782830542660214	0.23123010969887403
3	HP:0012444	Brain atrophy	0.5172780232578991	1.0
3	HP:0003139	Panhypogammaglobulinemia	0.010518841633696012	0.1913026665114848
3	HP:0002536	Abnormal cortical gyration	0.21499963199543454	0.9710579405356712
3	HP:0010724	Advanced pneumatization of the mastoid process	0.002111684655091506	0.07916652489459763
3	HP:0001872	Abnormality of thrombocytes	1.0	1.0
3	HP:0001541	Ascites	1.0	1.0
3	HP:0012732	Anorectal anomaly	0.05199285240433775	0.4221324445209327
3	HP:0002616	Aortic root aneurysm	1.0	1.0
3	HP:0003738	Exercise-induced myalgia	1.0	1.0
3	HP:0004415	Pulmonary artery stenosis	1.0	1.0
3	HP:0002345	Action tremor	0.20643607170444048	0.9448953080699893
3	HP:0001788	Premature rupture of membranes	1.0	1.0
3	HP:0002781	Upper airway obstruction	1.0	1.0
3	HP:0005294	Arterial dissection	1.0	1.0
3	HP:0000446	Narrow nasal bridge	0.05965278531787437	0.45203555096433695
3	HP:0000621	Entropion	1.0	1.0
3	HP:0200037	Skin vesicle	1.0	1.0
3	HP:0000648	Optic atrophy	1.0	1.0
3	HP:0001659	Aortic regurgitation	1.0	1.0
3	HP:0005115	Supraventricular arrhythmia	1.0	1.0
3	HP:0007766	Optic disc hypoplasia	1.0	1.0
3	HP:0012804	Corneal ulceration	1.0	1.0
3	HP:0002619	Varicose veins	1.0	1.0
3	HP:0010529	Echolalia	0.051617582418253864	0.4221324445209327
3	HP:0011950	Bronchiolitis	1.0	1.0
3	HP:0010530	Palatal tremor	1.0	1.0
3	HP:0001274	Agenesis of corpus callosum	0.274271289731636	1.0
3	HP:0000055	Abnormality of female external genitalia	0.17134539112430813	0.8467938894694069
3	HP:0006334	Hypoplasia of the primary teeth	1.0	1.0
3	HP:0001808	Fragile nails	0.020939216049040574	0.2644545434341791
3	HP:0002974	Radioulnar synostosis	1.0	1.0
3	HP:0002334	Abnormal cerebellar vermis morphology	1.0	1.0
3	HP:0009909	Uplifted earlobe	0.01886297970230197	0.2522461207249008
3	HP:0003777	Pili torti	1.0	1.0
3	HP:0010579	Cone-shaped epiphysis	1.0	1.0
3	HP:0000025	Functional abnormality of male internal genitalia	1.0	1.0
3	HP:0006482	Abnormality of dental morphology	0.042391633179764465	0.3706550490846073
3	HP:0000233	Thin vermilion border	0.0004125547515649683	0.029617088480769303
3	HP:0001645	Sudden cardiac death	1.0	1.0
3	HP:0100704	Cerebral visual impairment	1.0	1.0
3	HP:0002757	Recurrent fractures	1.0	1.0
3	HP:0001136	Retinal arteriolar tortuosity	1.0	1.0
3	HP:0002980	Femoral bowing	1.0	1.0
3	HP:0000962	Hyperkeratosis	1.0	1.0
3	HP:0002015	Dysphagia	1.0	1.0
3	HP:0002999	Patellar dislocation	1.0	1.0
3	HP:0012508	Metamorphopsia	1.0	1.0
3	HP:0001744	Splenomegaly	0.4466943486498283	1.0
3	HP:0001723	Restrictive cardiomyopathy	1.0	1.0
3	HP:0007457	Prominent veins on trunk	1.0	1.0
3	HP:0003487	Babinski sign	1.0	1.0
3	HP:0001317	Abnormal cerebellum morphology	0.29971131297310327	1.0
3	HP:0008909	Lethal short-limbed short stature	1.0	1.0
3	HP:0000160	Narrow mouth	1.0	1.0
3	HP:0003072	Hypercalcemia	1.0	1.0
3	HP:0000089	Renal hypoplasia	1.0	1.0
3	HP:0000319	Smooth philtrum	0.010417891022064899	0.1913026665114848
3	HP:0005401	Recurrent candida infections	1.0	1.0
3	HP:0002150	Hypercalciuria	1.0	1.0
3	HP:0012368	Flat face	0.14596800107287075	0.7636504525226573
3	HP:0000135	Hypogonadism	0.33983060733909165	1.0
3	HP:0001339	Lissencephaly	1.0	1.0
3	HP:0006660	Aplastic clavicle	1.0	1.0
3	HP:0030796	Increased C-peptide level	1.0	1.0
3	HP:0007400	Irregular hyperpigmentation	0.25334337161254644	1.0
3	HP:0004552	Scarring alopecia of scalp	1.0	1.0
3	HP:0000651	Diplopia	1.0	1.0
3	HP:0002714	Downturned corners of mouth	0.019682266180985383	0.2581404910660006
3	HP:0003423	Thoracolumbar kyphoscoliosis	0.008422976624212196	0.16412771593464906
3	HP:0002310	Orofacial dyskinesia	1.0	1.0
3	HP:0000561	Absent eyelashes	0.03945032645793674	0.35401477163569545
3	HP:0000520	Proptosis	0.28688929894271087	1.0
3	HP:0025168	Left ventricular diastolic dysfunction	1.0	1.0
3	HP:0001015	Prominent superficial veins	1.0	1.0
3	HP:0011527	Lentiglobus	1.0	1.0
3	HP:0001626	Abnormality of the cardiovascular system	0.4838209478335893	1.0
3	HP:0000239	Large fontanelles	1.0	1.0
3	HP:0003429	CNS hypomyelination	1.0	1.0
3	HP:0011998	Postprandial hyperglycemia	1.0	1.0
3	HP:0002545	Patchy demyelination of subcortical white matter	1.0	1.0
3	HP:0001639	Hypertrophic cardiomyopathy	1.0	1.0
3	HP:0000015	Bladder diverticulum	1.0	1.0
3	HP:0009726	Renal neoplasm	1.0	1.0
3	HP:0001053	Hypopigmented skin patches	0.0003182443841816452	0.028939022668250932
3	HP:0100542	Abnormal localization of kidney	1.0	1.0
3	HP:0001324	Muscle weakness	1.0	1.0
3	HP:0002385	Paraparesis	1.0	1.0
3	HP:0001009	Telangiectasia	1.0	1.0
3	HP:0012474	Carotid artery occlusion	1.0	1.0
3	HP:0001001	Abnormality of subcutaneous fat tissue	0.0833965634642122	0.5468890027172377
3	HP:0002123	Generalized myoclonic seizure	1.0	1.0
3	HP:0000293	Full cheeks	1.0	1.0
3	HP:0100275	Diffuse cerebellar atrophy	0.025079976061123117	0.2944473317751816
3	HP:0011024	Abnormality of the gastrointestinal tract	0.1911440279146593	0.8928782673821756
3	HP:0000445	Wide nose	1.0	1.0
3	HP:0011098	Speech apraxia	1.0	1.0
3	HP:0002070	Limb ataxia	1.0	1.0
3	HP:0012760	Reduced social reciprocity	0.002111684655091506	0.07916652489459763
3	HP:0100813	Testicular torsion	1.0	1.0
3	HP:0100526	Neoplasm of the lung	1.0	1.0
3	HP:0000632	Lacrimation abnormality	8.841975436786503e-05	0.010964049541615265
3	HP:0000722	Compulsive behaviors	1.0	1.0
3	HP:0009839	Osteolytic defects of the distal phalanges of the hand	1.0	1.0
3	HP:0001953	Diabetic ketoacidosis	1.0	1.0
3	HP:0011362	Abnormal hair quantity	0.0002760425686880673	0.0268944331207517
3	HP:0004482	Relative macrocephaly	1.0	1.0
3	HP:0008138	Equinus calcaneus	1.0	1.0
3	HP:0008993	Increased intraabdominal fat	1.0	1.0
3	HP:0009125	Lipodystrophy	1.0	1.0
3	HP:0002321	Vertigo	1.0	1.0
3	HP:0006532	Recurrent pneumonia	1.0	1.0
3	HP:0005421	Decreased circulating complement C3 concentration	1.0	1.0
3	HP:0000144	Decreased fertility	1.0	1.0
3	HP:0000563	Keratoconus	1.0	1.0
3	HP:0002183	Phonophobia	1.0	1.0
3	HP:0001290	Generalized hypotonia	0.2726801671025459	1.0
3	HP:0001386	Joint swelling	1.0	1.0
3	HP:0001611	Hypernasal speech	1.0	1.0
3	HP:0000607	Periorbital wrinkles	0.002111684655091506	0.07916652489459763
3	HP:0001629	Ventricular septal defect	0.38514593456899504	1.0
3	HP:0011182	Interictal epileptiform activity	1.0	1.0
3	HP:0007367	Atrophy/Degeneration affecting the central nervous system	0.18667756453576995	0.8817113575081278
3	HP:0100242	Sarcoma	1.0	1.0
3	HP:0001397	Hepatic steatosis	1.0	1.0
3	HP:0002676	Cloverleaf skull	1.0	1.0
3	HP:0004322	Short stature	0.8896769004819247	1.0
3	HP:0006487	Bowing of the long bones	1.0	1.0
3	HP:0000475	Broad neck	1.0	1.0
3	HP:0000543	Optic disc pallor	1.0	1.0
3	HP:0001881	Abnormal leukocyte morphology	0.5336214494213768	1.0
3	HP:0002332	Lack of peer relationships	1.0	1.0
3	HP:0001265	Hyporeflexia	0.2500765258507481	1.0
3	HP:0031289	White papule	1.0	1.0
3	HP:0000678	Dental crowding	1.0	1.0
3	HP:0005181	Premature coronary artery atherosclerosis	1.0	1.0
3	HP:0007665	Curly eyelashes	0.010518841633696012	0.1913026665114848
3	HP:0031250	Lip fissure	1.0	1.0
3	HP:0010662	Abnormality of the diencephalon	1.0	1.0
3	HP:0002292	Frontal balding	1.0	1.0
3	HP:0000966	Hypohidrosis	0.10660592262118421	0.6405747949572479
3	HP:0100579	Mucosal telangiectasiae	1.0	1.0
3	HP:0000126	Hydronephrosis	1.0	1.0
3	HP:0000508	Ptosis	0.5325473944174857	1.0
3	HP:0001152	Saccadic smooth pursuit	1.0	1.0
3	HP:0001276	Hypertonia	0.3897625256287737	1.0
3	HP:0025014	Subcutaneous spheroids	1.0	1.0
3	HP:0001100	Heterochromia iridis	0.001159780584275884	0.06327762867809222
3	HP:0001081	Cholelithiasis	1.0	1.0
3	HP:0001034	Hypermelanotic macule	0.17847185909830687	0.8561335704649624
3	HP:0004398	Peptic ulcer	1.0	1.0
3	HP:0100840	Aplasia/Hypoplasia of the eyebrow	0.03184368350148397	0.31937341394135393
3	HP:0100607	Dysmenorrhea	1.0	1.0
3	HP:0000842	Hyperinsulinemia	1.0	1.0
3	HP:0000831	Insulin-resistant diabetes mellitus	1.0	1.0
3	HP:0009064	Generalized lipodystrophy	1.0	1.0
3	HP:0000736	Short attention span	1.0	1.0
3	HP:0002644	Abnormal pelvic girdle bone morphology	0.5979644150082412	1.0
3	HP:0005113	Aortic arch aneurysm	1.0	1.0
3	HP:0000593	Abnormal anterior chamber morphology	1.0	1.0
3	HP:0002167	Abnormality of speech or vocalization	0.09553318746102786	0.5896256456870679
3	HP:0007552	Abnormal subcutaneous fat tissue distribution	0.012610767972736825	0.2123591051211485
3	HP:0009804	Tooth agenesis	1.0	1.0
3	HP:0001733	Pancreatitis	1.0	1.0
3	HP:0010318	Aplasia/Hypoplasia of the abdominal wall musculature	1.0	1.0
3	HP:0100026	Arteriovenous malformation	1.0	1.0
3	HP:0005214	Intestinal obstruction	0.09119187146642918	0.5732060492175549
3	HP:0000176	Submucous cleft hard palate	0.05764967882506038	0.44933806809932775
3	HP:0000056	Abnormality of the clitoris	1.0	1.0
3	HP:0001482	Subcutaneous nodule	1.0	1.0
3	HP:0009465	Ulnar deviation of finger	1.0	1.0
3	HP:0000039	Epispadias	1.0	1.0
3	HP:0011995	Atrial septal dilatation	1.0	1.0
3	HP:0008527	Congenital sensorineural hearing impairment	0.025079976061123117	0.2944473317751816
3	HP:0001028	Hemangioma	1.0	1.0
3	HP:0005268	Miscarriage	1.0	1.0
3	HP:0001155	Abnormality of the hand	0.2576086741912481	1.0
3	HP:0012707	Elevated brain lactate level by MRS	1.0	1.0
3	HP:0040189	Scaling skin	0.06762741690075982	0.4880624161515154
3	HP:0002595	Ileus	0.027144512582405446	0.2985896384064599
3	HP:0001956	Truncal obesity	1.0	1.0
3	HP:0000455	Broad nasal tip	0.13488215728655167	0.7329851097165597
3	HP:0100541	Femoral hernia	1.0	1.0
3	HP:0000278	Retrognathia	0.267888177515483	1.0
3	HP:0001595	Abnormal hair morphology	2.65793282877309e-05	0.005290509701336004
3	HP:0001531	Failure to thrive in infancy	1.0	1.0
3	HP:0010804	Tented upper lip vermilion	0.0814384739961794	0.5366283986994623
3	HP:0002250	Abnormal large intestine morphology	0.2401996211720752	1.0
3	HP:0012301	Type II transferrin isoform profile	1.0	1.0
3	HP:0000164	Abnormality of the dentition	0.03442996104044134	0.33306714084512046
3	HP:0100833	Neoplasm of the small intestine	1.0	1.0
3	HP:0000951	Abnormality of the skin	0.0003958291693440749	0.029617088480769303
3	HP:0000870	Increased circulating prolactin concentration	1.0	1.0
3	HP:0000682	Abnormal dental enamel morphology	0.22009824741736939	0.9778957963429702
3	HP:0001344	Absent speech	0.2318807172886828	1.0
3	HP:0025019	Arterial rupture	1.0	1.0
3	HP:0002126	Polymicrogyria	1.0	1.0
3	HP:0001252	Hypotonia	0.31143009837056274	1.0
3	HP:0007371	Corpus callosum atrophy	1.0	1.0
3	HP:0000363	Abnormal earlobe morphology	0.013214442179019023	0.21457737062121365
3	HP:0001094	Iridocyclitis	1.0	1.0
3	HP:0000653	Sparse eyelashes	0.05564278036538821	0.4438406574174826
3	HP:0003771	Pulp calcification	1.0	1.0
3	HP:0005461	Craniofacial disproportion	1.0	1.0
3	HP:0010989	Abnormality of the intrinsic pathway	1.0	1.0
3	HP:0003097	Short femur	1.0	1.0
3	HP:0005293	Venous insufficiency	1.0	1.0
3	HP:0001760	Abnormal foot morphology	0.35627592867210395	1.0
3	HP:0001562	Oligohydramnios	1.0	1.0
3	HP:0011496	Corneal neovascularization	1.0	1.0
3	HP:0003124	Hypercholesterolemia	1.0	1.0
3	HP:0100648	Neoplasm of the tongue	1.0	1.0
3	HP:0005792	Short humerus	1.0	1.0
3	HP:0011859	Punctate keratitis	1.0	1.0
3	HP:0005465	Facial hyperostosis	1.0	1.0
3	HP:0010807	Open bite	1.0	1.0
3	HP:0000358	Posteriorly rotated ears	0.4225059720040802	1.0
3	HP:0004331	Decreased skull ossification	1.0	1.0
3	HP:0000819	Diabetes mellitus	1.0	1.0
3	HP:0100585	Telangiectasia of the skin	1.0	1.0
3	HP:0002705	High, narrow palate	0.013809517329409386	0.21792512533561553
3	HP:0000739	Anxiety	1.0	1.0
3	HP:0001943	Hypoglycemia	1.0	1.0
3	HP:0000460	Narrow nose	1.0	1.0
3	HP:0005852	Limited elbow extension and supination	1.0	1.0
3	HP:0002575	Tracheoesophageal fistula	1.0	1.0
3	HP:0007633	Bilateral microphthalmos	0.023011546024477705	0.2827725115079963
3	HP:0000789	Infertility	1.0	1.0
3	HP:0001385	Hip dysplasia	1.0	1.0
3	HP:0000961	Cyanosis	1.0	1.0
3	HP:0200141	Small, conical teeth	1.0	1.0
3	HP:0005743	Avascular necrosis of the capital femoral epiphysis	1.0	1.0
3	HP:0000556	Retinal dystrophy	1.0	1.0
3	HP:0005406	Recurrent bacterial skin infections	1.0	1.0
3	HP:0000071	Ureteral stenosis	0.033314825152366334	0.32725373208156966
3	HP:0000766	Abnormal sternum morphology	0.4250956281006949	1.0
3	HP:0002002	Deep philtrum	1.0	1.0
3	HP:0030001	Lagophthalmos	1.0	1.0
3	HP:0012745	Short palpebral fissure	0.08730161514059823	0.5603989640104009
3	HP:0100324	Scleroderma	1.0	1.0
3	HP:0012762	Cerebral white matter atrophy	1.0	1.0
3	HP:0002671	Basal cell carcinoma	1.0	1.0
3	HP:0000954	Single transverse palmar crease	1.0	1.0
3	HP:0007509	Patchy hypo- and hyperpigmentation	1.0	1.0
3	HP:0000568	Microphthalmia	0.03358909273564498	0.32725373208156966
3	HP:0000175	Cleft palate	0.187460625863165	0.8817113575081278
3	HP:0001518	Small for gestational age	0.1943075920669478	0.9031572288182222
3	HP:0003834	Shoulder dislocation	1.0	1.0
3	HP:0000708	Atypical behavior	0.2666432081059368	1.0
3	HP:0007034	Generalized hyperreflexia	0.014698762119411018	0.21792512533561553
3	HP:0004372	Reduced consciousness/confusion	1.0	1.0
3	HP:0000387	Absent earlobe	1.0	1.0
3	HP:0000601	Hypotelorism	0.112326000286308	0.6632582874048664
3	HP:0000657	Oculomotor apraxia	1.0	1.0
3	HP:0007256	Abnormal pyramidal sign	0.08561532051990982	0.5587526181299377
3	HP:0003010	Prolonged bleeding time	1.0	1.0
3	HP:0006481	Abnormality of primary teeth	1.0	1.0
3	HP:0000474	Thickened nuchal skin fold	1.0	1.0
3	HP:0000668	Hypodontia	1.0	1.0
3	HP:0000565	Esotropia	0.1311585553259284	0.7329851097165597
3	HP:0005616	Accelerated skeletal maturation	0.09506738151413642	0.5894177653876458
3	HP:0002355	Difficulty walking	1.0	1.0
3	HP:0001302	Pachygyria	1.0	1.0
3	HP:0009904	Prominent ear helix	1.0	1.0
3	HP:0005150	Abnormal atrioventricular conduction	1.0	1.0
3	HP:0000582	Upslanted palpebral fissure	1.0	1.0
3	HP:0001211	Abnormal fingertip morphology	0.06762741690075982	0.4880624161515154
3	HP:0000934	Chondrocalcinosis	1.0	1.0
3	HP:0003765	Psoriasiform dermatitis	1.0	1.0
3	HP:0002179	Opisthotonus	1.0	1.0
3	HP:0030002	Nocturnal lagophthalmos	1.0	1.0
3	HP:0000294	Low anterior hairline	1.0	1.0
3	HP:0100334	Unilateral cleft palate	0.0042194046358716465	0.10943087844821187
3	HP:0007370	Aplasia/Hypoplasia of the corpus callosum	0.5536160422088428	1.0
3	HP:0000147	Polycystic ovaries	1.0	1.0
3	HP:0000488	Retinopathy	1.0	1.0
3	HP:0007407	Excessive skin wrinkling on dorsum of hands and fingers	1.0	1.0
3	HP:0001636	Tetralogy of Fallot	1.0	1.0
3	HP:0025080	Orthokeratotic hyperkeratosis	1.0	1.0
3	HP:0001284	Areflexia	1.0	1.0
3	HP:0000431	Wide nasal bridge	0.013145914794226849	0.21457737062121365
3	HP:0011354	Generalized abnormality of skin	1.0349752023346588e-07	3.5292654399611865e-05
3	HP:0006297	Enamel hypoplasia	0.07751113697701421	0.5203370704022525
3	HP:0005274	Prominent nasal tip	1.0	1.0
3	HP:0001530	Mild postnatal growth retardation	1.0	1.0
3	HP:0002828	Multiple joint contractures	0.0715921435068091	0.505967273281283
3	HP:0002647	Aortic dissection	1.0	1.0
3	HP:0006698	Dilatation of the ventricular cavity	1.0	1.0
3	HP:0008038	Aplastic/hypoplastic lacrimal glands	1.0	1.0
3	HP:0025201	Abnormal circulating apolipoprotein concentration	1.0	1.0
3	HP:0008209	Premature ovarian insufficiency	1.0	1.0
3	HP:0030880	Raynaud phenomenon	1.0	1.0
3	HP:0001638	Cardiomyopathy	0.4146746757426843	1.0
3	HP:0001045	Vitiligo	1.0	1.0
3	HP:0012043	Pendular nystagmus	0.020939216049040574	0.2644545434341791
3	HP:0002097	Emphysema	1.0	1.0
3	HP:0000612	Iris coloboma	1.0	1.0
3	HP:0100699	Scarring	1.0	1.0
3	HP:0001620	High pitched voice	1.0	1.0
3	HP:0008850	Severe postnatal growth retardation	1.0	1.0
3	HP:0000967	Petechiae	1.0	1.0
3	HP:0001156	Brachydactyly	0.44419133553809653	1.0
3	HP:0000993	Molluscoid pseudotumors	1.0	1.0
3	HP:0003256	Abnormality of the coagulation cascade	1.0	1.0
3	HP:0003220	Abnormality of chromosome stability	1.0	1.0
3	HP:0000501	Glaucoma	1.0	1.0
3	HP:0000713	Agitation	1.0	1.0
3	HP:0001367	Abnormal joint morphology	0.12469049397648742	0.6999087810038224
3	HP:0000926	Platyspondyly	1.0	1.0
3	HP:0002861	Melanoma	1.0	1.0
3	HP:0002289	Alopecia universalis	1.0	1.0
3	HP:0000707	Abnormality of the nervous system	0.6174606079034479	1.0
3	HP:0100827	Lymphocytosis	1.0	1.0
3	HP:0000238	Hydrocephalus	1.0	1.0
3	HP:0008736	Hypoplasia of penis	0.05899045211554411	0.45203555096433695
3	HP:0032263	Increased blood pressure	1.0	1.0
3	HP:0001058	Poor wound healing	1.0	1.0
3	HP:0000481	Abnormal cornea morphology	0.03933801162305955	0.35401477163569545
3	HP:0000869	Secondary amenorrhea	1.0	1.0
3	HP:0000704	Periodontitis	1.0	1.0
3	HP:0009891	Underdeveloped supraorbital ridges	1.0	1.0
3	HP:0001090	Abnormally large globe	1.0	1.0
3	HP:0025167	Fragmented elastic fibers in the dermis	1.0	1.0
3	HP:0001714	Ventricular hypertrophy	1.0	1.0
3	HP:0006323	Premature loss of primary teeth	1.0	1.0
3	HP:0000028	Cryptorchidism	0.059525398081793905	0.45203555096433695
3	HP:0001357	Plagiocephaly	1.0	1.0
3	HP:0002446	Astrocytosis	1.0	1.0
3	HP:0008968	Muscle hypertrophy of the lower extremities	1.0	1.0
3	HP:0100240	Synostosis of joints	1.0	1.0
3	HP:0001328	Specific learning disability	0.33983060733909165	1.0
3	HP:0008734	Decreased testicular size	1.0	1.0
3	HP:0001342	Cerebral hemorrhage	1.0	1.0
3	HP:0100539	Periorbital edema	0.12366858563706683	0.6970411190452858
3	HP:0002317	Unsteady gait	1.0	1.0
3	HP:0002315	Headache	1.0	1.0
3	HP:0000343	Long philtrum	0.3600088899576487	1.0
3	HP:0100784	Peripheral arteriovenous fistula	1.0	1.0
3	HP:0006801	Hyperactive deep tendon reflexes	1.0	1.0
3	HP:0002907	Microscopic hematuria	1.0	1.0
3	HP:0001326	EEG with irregular generalized spike and wave complexes	1.0	1.0
3	HP:0011359	Dry hair	1.0	1.0
3	HP:0000982	Palmoplantar keratoderma	1.0	1.0
3	HP:0011931	Abnormal cerebellar peduncle morphology	1.0	1.0
3	HP:0003307	Hyperlordosis	1.0	1.0
3	HP:0011342	Mild global developmental delay	1.0	1.0
3	HP:0002514	Cerebral calcification	1.0	1.0
3	HP:0000448	Prominent nose	1.0	1.0
3	HP:0000134	Female hypogonadism	1.0	1.0
3	HP:0030685	Decreased adiponectin level	1.0	1.0
3	HP:0002894	Neoplasm of the pancreas	1.0	1.0
