Unnamed: 0	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections	evidences
154	GO:BP	GO:0043065	positive regulation of apoptotic process	3.543029680371033e-14	True	"""Any process that activates or increases the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	496	135	28	15719	0.2074074074074074	0.0564516129032258	query_1	['GO:0006915', 'GO:0042981', 'GO:0043068']	['LTA', 'PYCARD', 'FOXO3', 'BCL2L11', 'FADD', 'TRADD', 'TNFRSF1A', 'BBC3', 'FASLG', 'RBCK1', 'BCL2', 'RIPK1', 'TNF', 'FBXW7', 'BAK1', 'TRAF2', 'LTBR', 'FAS', 'BAD', 'BAX', 'TNFRSF1B', 'MCL1', 'CASP8', 'BID', 'HTT', 'BCL10', 'NLRC4', 'TP53']	[['IEA'], ['IDA'], ['IDA', 'IMP'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['TAS'], ['ISS', 'IEA'], ['IMP', 'ISS', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['NAS'], ['IDA', 'IMP', 'IEA'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['IDA', 'IEA'], ['IMP', 'ISS', 'IEA'], ['IMP'], ['IMP'], ['IDA', 'IMP'], ['IDA', 'IMP', 'NAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['ISS', 'IEA'], ['IDA', 'IGI', 'IEA'], ['ISS'], ['IMP', 'IBA', 'IEA'], ['IDA'], ['IDA', 'IBA', 'IEA'], ['IDA'], ['IDA', 'IMP', 'ISS', 'IEA']]
155	GO:BP	GO:0010506	regulation of autophagy	3.694663830064221e-14	True	"""Any process that modulates the frequency, rate or extent of autophagy. Autophagy is the process in which cells digest parts of their own cytoplasm."" [GOC:dph, GOC:tb]"	341	135	24	15719	0.1777777777777777	0.0703812316715542	query_1	['GO:0006914', 'GO:0031329']	['AKT1', 'PYCARD', 'FOXO3', 'RNF31', 'RAB8A', 'BCL2L11', 'TAB3', 'MAP3K7', 'IKBKG', 'BCL2', 'PTPN22', 'LRSAM1', 'MEFV', 'FBXW7', 'GSK3B', 'TBK1', 'BAD', 'OPTN', 'MCL1', 'TICAM1', 'HTT', 'BCL2L1', 'TAB2', 'TP53']	[['IMP', 'NAS'], ['IEA'], ['ISS'], ['IDA'], ['IMP'], ['IEA'], ['TAS'], ['ISS'], ['ISS'], ['IDA', 'TAS', 'IEA'], ['IMP'], ['IMP'], ['IDA'], ['IMP'], ['ISS'], ['IDA', 'IEA'], ['TAS'], ['IDA', 'IMP'], ['IMP'], ['ISS', 'IEA'], ['IMP'], ['TAS'], ['TAS'], ['IEA']]
156	GO:BP	GO:0000209	protein polyubiquitination	4.6758763514505e-14	True	"""Addition of multiple ubiquitin groups to a protein, forming a ubiquitin chain."" [ISBN:0815316194]"	244	135	21	15719	0.1555555555555555	0.0860655737704918	query_1	['GO:0016567']	['RNF31', 'BIRC2', 'BTRC', 'RBCK1', 'BCL2', 'PTPN22', 'FBXW11', 'LRSAM1', 'TRAF2', 'TRAF6', 'RBX1', 'TNFAIP3', 'SKP1', 'CUL1', 'SPOP', 'PELI1', 'SHARPIN', 'CUL3', 'UBE2V1', 'TRAF3', 'UBE2N']	[['IDA', 'IBA'], ['IDA', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IDA', 'IBA'], ['IDA'], ['IMP', 'IBA', 'IEA'], ['IDA', 'IEA'], ['IDA'], ['IDA', 'IBA'], ['IDA', 'IGI', 'IBA', 'IEA'], ['IDA', 'IEA'], ['IDA'], ['IDA', 'IEA'], ['IEA'], ['IDA'], ['IMP', 'IBA', 'IEA'], ['IDA', 'IBA'], ['IDA', 'IEA'], ['IDA', 'IBA', 'TAS'], ['IBA'], ['IDA', 'IMP', 'IBA', 'IEA']]
157	GO:BP	GO:0051345	positive regulation of hydrolase activity	5.4335365027296197e-14	True	"""Any process that activates or increases the frequency, rate or extent of hydrolase activity, the catalysis of the hydrolysis of various bonds."" [GOC:ai]"	548	135	29	15719	0.2148148148148148	0.052919708029197	query_1	['GO:0043085', 'GO:0051336']	['AKT1', 'PYCARD', 'CASP1', 'BCL2L11', 'FADD', 'NLRP3', 'BBC3', 'FASLG', 'MEFV', 'HSP90AB1', 'TNF', 'BAK1', 'CARD8', 'GSK3B', 'MALT1', 'TBC1D17', 'FAS', 'BAD', 'BAX', 'CFLAR', 'NLRP1', 'CASP10', 'TANK', 'CASP8', 'BID', 'NLRP2', 'BCL10', 'NLRC4', 'AIM2']	[['IDA'], ['IDA', 'IMP', 'NAS', 'IEA'], ['IMP', 'IEA'], ['IDA', 'IEA'], ['IDA'], ['IEA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['IMP', 'IGI'], ['IDA'], ['IDA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IBA'], ['IMP'], ['IMP'], ['IBA'], ['IMP', 'IBA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IBA'], ['IDA', 'IBA', 'NAS'], ['IBA'], ['IMP'], ['IDA', 'IBA'], ['IBA', 'IEA'], ['IDA'], ['IMP', 'IEA'], ['IDA', 'IMP', 'IGI'], ['IDA', 'IEA']]
158	GO:BP	GO:1903322	positive regulation of protein modification by small protein conjugation or removal	5.880101050736991e-14	True	"""Any process that activates or increases the frequency, rate or extent of protein modification by small protein conjugation or removal."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	137	135	17	15719	0.1259259259259259	0.1240875912408759	query_1	['GO:0031401', 'GO:0070647', 'GO:1903320']	['BIRC3', 'BIRC2', 'BTRC', 'PTPN22', 'FBXW7', 'MALT1', 'TRAF6', 'RBX1', 'TANK', 'SKP1', 'TICAM1', 'PELI1', 'BCL10', 'CUL3', 'UBE2V1', 'UBE2N', 'TNIP1']	[['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA'], ['IMP', 'IBA', 'IEA'], ['IDA'], ['NAS'], ['NAS'], ['IMP'], ['IMP'], ['IDA'], ['IEA'], ['IEA'], ['IDA'], ['IGI'], ['IDA'], ['IDA', 'IMP'], ['IDA']]
159	GO:BP	GO:0036211	protein modification process	5.945416066486581e-14	True	"""The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications). Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)."" [GOC:bf, GOC:jl]"	3399	135	71	15719	0.5259259259259259	0.0208884966166519	query_1	['GO:0019538', 'GO:0043412']	['BRCC3', 'AKT1', 'FKBP5', 'PYCARD', 'RNF31', 'BIRC3', 'BIRC2', 'TNFRSF1A', 'BTRC', 'MAP3K7', 'SHMT2', 'CUL4A', 'RBCK1', 'IRAK3', 'CDC37', 'MYD88', 'BCL2', 'IKBKB', 'PTPN22', 'BABAM2', 'FBXW11', 'IRAK1', 'LRSAM1', 'MAP3K14', 'CREBBP', 'MEFV', 'RIPK1', 'HSP90AB1', 'TNF', 'FBXW7', 'BAK1', 'TRAF2', 'GSK3B', 'MALT1', 'TBK1', 'TAB1', 'TRAF6', 'TLR4', 'FAS', 'RBX1', 'BAX', 'TNFAIP3', 'CAND1', 'TANK', 'IRAK2', 'SFN', 'SKP1', 'IKBKE', 'CUL1', 'SPOP', 'COG7', 'TICAM1', 'PELI1', 'SHARPIN', 'HTT', 'BCL10', 'RELA', 'APP', 'CUL3', 'SHMT1', 'ABRAXAS2', 'UBE2V1', 'TRAF3', 'IRAK4', 'HSP90AA1', 'CHUK', 'UBE2N', 'TNIP1', 'MAP3K8', 'TAB2', 'TP53']	[['IDA', 'IMP', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'IEA'], ['IBA', 'IEA'], ['IDA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IMP'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IMP'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['TAS', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['IDA', 'IMP', 'IBA', 'NAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['NAS', 'IC'], ['IDA', 'ISS', 'NAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IBA'], ['IDA', 'IMP', 'IEA'], ['IDA', 'ISS', 'IC', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IDA'], ['IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'TAS', 'IEA'], ['IMP', 'NAS', 'IEA'], ['IDA', 'IBA', 'NAS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IMP', 'IGI', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IMP'], ['IDA', 'IPI', 'IMP', 'IBA', 'TAS', 'IEA'], ['IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA'], ['IMP'], ['TAS', 'IEA'], ['TAS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IEA'], ['IMP'], ['IEA'], ['IMP', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IMP'], ['IDA'], ['IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'IEA'], ['IDA', 'IGI', 'IBA', 'IEA'], ['IEA'], ['IMP', 'IBA'], ['IDA', 'IBA', 'TAS'], ['IBA'], ['IEA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IDA'], ['IBA', 'TAS', 'IEA'], ['IDA', 'IBA'], ['ISS', 'IEA']]
60	REAC	REAC:R-HSA-168927	TICAM1, RIP1-mediated IKK complex recruitment	6.329226440407326e-14	True	TICAM1, RIP1-mediated IKK complex recruitment	19	127	10	10022	0.0787401574803149	0.5263157894736842	query_1	['REAC:R-HSA-168164']	['BIRC3', 'BIRC2', 'IKBKG', 'IKBKB', 'RIPK1', 'TRAF6', 'TICAM1', 'UBE2V1', 'CHUK', 'UBE2N']	[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]
161	GO:BP	GO:0006914	autophagy	6.40515430059626e-14	True	"""The cellular catabolic process in which cells digest parts of their own cytoplasm; allows for both recycling of macromolecular constituents under conditions of cellular stress and remodeling the intracellular structure for cell differentiation."" [GOC:autophagy, ISBN:0198547684, PMID:11099404, PMID:9412464]"	552	135	29	15719	0.2148148148148148	0.0525362318840579	query_1	['GO:0044248', 'GO:0061919']	['AKT1', 'PYCARD', 'FOXO3', 'RNF31', 'RAB8A', 'BCL2L11', 'TAB3', 'MAP3K7', 'IKBKG', 'CDC37', 'BCL2', 'PTPN22', 'LRSAM1', 'MEFV', 'FBXW7', 'GSK3B', 'TBK1', 'TBC1D17', 'BAD', 'OPTN', 'HSPA8', 'MCL1', 'TICAM1', 'HTT', 'TAX1BP1', 'HSP90AA1', 'BCL2L1', 'TAB2', 'TP53']	[['IMP', 'NAS'], ['IEA'], ['ISS'], ['IDA'], ['IMP', 'IEA'], ['IEA'], ['TAS'], ['ISS'], ['ISS'], ['IEA'], ['IDA', 'TAS', 'IEA'], ['IMP', 'IEA'], ['IMP', 'IEA'], ['IDA'], ['IMP'], ['ISS'], ['IDA', 'IEA'], ['IEA'], ['TAS'], ['IDA', 'IMP', 'IEA'], ['IMP', 'ISS', 'IBA', 'TAS', 'IEA'], ['IMP'], ['ISS', 'IEA'], ['IMP'], ['IEA'], ['TAS'], ['TAS'], ['TAS'], ['IMP', 'IEA']]
160	GO:BP	GO:0061919	process utilizing autophagic mechanism	6.40515430059626e-14	True	"""A cellular process involving delivery of a portion of the cytoplasm to lysosomes or to the plant or fungal vacuole that does not involve direct transport through the endocytic or vacuolar protein sorting (Vps) pathways. This process typically leads to degradation of the cargo; however, it can also be used to deliver resident proteins, such as in the cytoplasm-to-vacuole targeting (Cvt) pathway."" [PMID:21997368, PMID:22966490, PMID:28596378]"	552	135	29	15719	0.2148148148148148	0.0525362318840579	query_1	['GO:0009987']	['AKT1', 'PYCARD', 'FOXO3', 'RNF31', 'RAB8A', 'BCL2L11', 'TAB3', 'MAP3K7', 'IKBKG', 'CDC37', 'BCL2', 'PTPN22', 'LRSAM1', 'MEFV', 'FBXW7', 'GSK3B', 'TBK1', 'TBC1D17', 'BAD', 'OPTN', 'HSPA8', 'MCL1', 'TICAM1', 'HTT', 'TAX1BP1', 'HSP90AA1', 'BCL2L1', 'TAB2', 'TP53']	[['IMP', 'NAS'], ['IEA'], ['ISS'], ['IDA'], ['IMP', 'IEA'], ['IEA'], ['TAS'], ['ISS'], ['ISS'], ['IEA'], ['IDA', 'TAS', 'IEA'], ['IMP', 'IEA'], ['IMP', 'IEA'], ['IDA'], ['IMP'], ['ISS'], ['IDA', 'IEA'], ['IEA'], ['TAS'], ['IDA', 'IMP', 'IEA'], ['IMP', 'ISS', 'IBA', 'TAS', 'IEA'], ['IMP'], ['ISS', 'IEA'], ['IMP'], ['IEA'], ['TAS'], ['TAS'], ['TAS'], ['IMP', 'IEA']]
162	GO:BP	GO:0002755	MyD88-dependent toll-like receptor signaling pathway	6.664204832287104e-14	True	"""A toll-like receptor signaling pathway in which the MyD88 adaptor molecule mediates transduction of the signal. Toll-like receptors directly bind pattern motifs from a variety of microbial sources to initiate an innate immune response."" [GOC:add, ISBN:0781735149, PMID:12467241, PMID:12524386, PMID:12855817, PMID:15585605, PMID:15728447]"	24	135	10	15719	0.074074074074074	0.4166666666666667	query_1	['GO:0002224']	['MAP3K7', 'IRF7', 'IRAK3', 'MYD88', 'IRAK1', 'TRAF6', 'TLR4', 'IRAK2', 'IRAK4', 'TNIP1']	[['TAS'], ['ISS', 'IEA'], ['TAS', 'IEA'], ['IEA'], ['TAS'], ['TAS'], ['IDA', 'ISS', 'IEA'], ['TAS', 'IEA'], ['TAS'], ['ISS', 'IEA']]
163	GO:BP	GO:0043068	positive regulation of programmed cell death	6.785419768150229e-14	True	"""Any process that activates or increases the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]"	510	135	28	15719	0.2074074074074074	0.0549019607843137	query_1	['GO:0010942', 'GO:0012501', 'GO:0043067']	['LTA', 'PYCARD', 'FOXO3', 'BCL2L11', 'FADD', 'TRADD', 'TNFRSF1A', 'BBC3', 'FASLG', 'RBCK1', 'BCL2', 'RIPK1', 'TNF', 'FBXW7', 'BAK1', 'TRAF2', 'LTBR', 'FAS', 'BAD', 'BAX', 'TNFRSF1B', 'MCL1', 'CASP8', 'BID', 'HTT', 'BCL10', 'NLRC4', 'TP53']	[['IEA'], ['IDA'], ['IDA', 'IMP'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['TAS'], ['ISS', 'IEA'], ['IMP', 'ISS', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['NAS'], ['IDA', 'IMP', 'IEA'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['IDA', 'IEA'], ['IMP', 'ISS', 'IEA'], ['IMP'], ['IMP'], ['IDA', 'IMP'], ['IDA', 'IMP', 'NAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['ISS', 'IEA'], ['IDA', 'IGI', 'IEA'], ['ISS'], ['IMP', 'IBA', 'IEA'], ['IDA'], ['IDA', 'IBA', 'IEA'], ['IDA'], ['IDA', 'IMP', 'ISS', 'IEA']]
164	GO:BP	GO:0060548	negative regulation of cell death	6.942173728057352e-14	True	"""Any process that decreases the rate or frequency of cell death. Cell death is the specific activation or halting of processes within a cell so that its vital functions markedly cease, rather than simply deteriorating gradually over time, which culminates in cell death."" [GOC:BHF, GOC:dph, GOC:tb]"	951	135	37	15719	0.2740740740740741	0.038906414300736	query_1	['GO:0008219', 'GO:0010941', 'GO:0048523']	['AKT1', 'RNF31', 'FADD', 'BIRC3', 'NFKB1', 'BIRC2', 'TNIP2', 'IRF7', 'RBCK1', 'IKBKG', 'BCL2', 'BABAM2', 'RIPK1', 'HSP90AB1', 'TNF', 'BAK1', 'TRAF2', 'GSK3B', 'MALT1', 'TNFSF14', 'FAS', 'BAD', 'BAX', 'TNFAIP3', 'CFLAR', 'TNFRSF1B', 'SFN', 'MCL1', 'CASP8', 'BID', 'PELI1', 'HTT', 'BCL10', 'RELA', 'TAX1BP1', 'BCL2L1', 'TP53']	[['IDA', 'IMP', 'ISS', 'TAS', 'NAS', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['IBA', 'TAS', 'IEA'], ['TAS'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA'], ['TAS'], ['IEA'], ['TAS'], ['IDA', 'IMP', 'IGI', 'IBA', 'TAS', 'IEA'], ['IDA'], ['IMP', 'ISS', 'IEA'], ['IEA'], ['IDA', 'IGI', 'IEA'], ['IDA'], ['TAS', 'IEA'], ['IDA', 'IMP'], ['NAS'], ['IEA'], ['IBA', 'TAS'], ['IEA'], ['IEA'], ['IDA', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['ISS', 'IBA', 'IEA'], ['IDA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'ISS'], ['IEA'], ['IMP', 'IEA'], ['IMP'], ['IDA'], ['IDA', 'IMP', 'IEA'], ['IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IC', 'IEA'], ['IDA', 'IMP', 'IGI', 'IEA']]
2	GO:CC	GO:0032991	protein-containing complex	7.904772843803995e-14	True	"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together."" [GOC:dos, GOC:mah]"	5491	135	91	16420	0.674074074074074	0.0165725733017665	query_1	['GO:0005575']	['CARD11', 'BRCC3', 'AKT1', 'PYCARD', 'FOXO3', 'CD14', 'RNF31', 'CASP1', 'AZI2', 'BCL2L11', 'FADD', 'BIRC3', 'NFKB1', 'BIRC2', 'TRADD', 'TNFRSF1A', 'BTRC', 'NLRP3', 'BBC3', 'MAP3K7', 'SHMT2', 'CUL4A', 'RBCK1', 'FYB1', 'HSPH1', 'IKBKG', 'CDC37', 'MYD88', 'BCL2', 'IKBKB', 'BABAM2', 'FBXW11', 'STIP1', 'IRAK1', 'TBKBP1', 'CREBBP', 'MEFV', 'RIPK1', 'HSP90AB1', 'FBXW7', 'BAK1', 'TRAF2', 'CARD8', 'GSK3B', 'MALT1', 'TBK1', 'TAB1', 'TRAF6', 'TLR4', 'PTGES3', 'COG5', 'FAS', 'BAD', 'NFKB2', 'RBX1', 'BAX', 'CAND1', 'CFLAR', 'NLRP1', 'HSPA8', 'CASP10', 'TNFRSF1B', 'TANK', 'SKP1', 'MCL1', 'CASP8', 'IKBKE', 'CUL1', 'SPOP', 'COG7', 'TICAM1', 'SHARPIN', 'HTT', 'BCL10', 'RELA', 'NLRC4', 'NFKBIA', 'APP', 'REL', 'CUL3', 'AIM2', 'ABRAXAS2', 'UBE2V1', 'TRAF3', 'HSP90AA1', 'CHUK', 'UBE2N', 'CASP5', 'RELB', 'BCL2L1', 'TP53']	[['IDA'], ['IDA', 'IBA', 'NAS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IPI', 'TAS', 'NAS', 'IEA'], ['IDA', 'IPI'], ['IDA', 'IBA'], ['IDA', 'IPI', 'ISS', 'IEA'], ['IDA', 'IPI', 'IMP', 'ISS', 'IBA', 'NAS'], ['NAS'], ['IDA', 'IPI', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IEA'], ['TAS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS'], ['IDA', 'IBA'], ['IEA'], ['IPI'], ['IDA', 'IPI'], ['IDA', 'IBA'], ['EXP', 'IDA', 'IBA', 'IEA'], ['IDA', 'IPI', 'IBA'], ['IEA'], ['IDA'], ['IDA', 'IPI', 'IBA', 'TAS'], ['IDA', 'IEA'], ['IEA'], ['IDA', 'IPI', 'IMP'], ['ISS', 'IBA', 'TAS'], ['IDA', 'IBA', 'NAS', 'IEA'], ['IDA', 'IBA', 'NAS', 'IEA'], ['IDA'], ['IDA'], ['NAS'], ['IBA', 'IEA'], ['IDA', 'IPI'], ['IDA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IPI'], ['IDA', 'IPI', 'IEA'], ['IDA', 'IPI', 'ISS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'NAS'], ['IDA', 'NAS', 'IEA'], ['NAS'], ['IEA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'IPI', 'IEA'], ['IDA', 'IMP'], ['IDA', 'IBA', 'NAS', 'IEA'], ['IDA', 'IBA'], ['IPI'], ['IDA', 'IEA'], ['EXP', 'IDA', 'ISS', 'IBA', 'IEA'], ['IDA', 'IEA'], ['IDA'], ['IDA', 'IEA'], ['IDA', 'IPI', 'IBA', 'TAS', 'IEA'], ['IDA', 'IPI', 'IEA'], ['IDA'], ['TAS'], ['IDA', 'NAS'], ['IDA', 'IEA'], ['IDA', 'IPI'], ['IDA', 'IEA'], ['NAS'], ['IDA', 'IPI', 'ISS', 'IBA', 'IEA'], ['IDA'], ['IDA', 'IBA', 'NAS', 'IEA'], ['IDA'], ['IDA', 'IPI', 'IBA'], ['IDA', 'IMP'], ['IDA', 'IBA', 'NAS', 'IEA'], ['IDA', 'IPI', 'NAS', 'IEA'], ['ISS', 'NAS', 'IEA'], ['TAS'], ['IDA'], ['NAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IPI', 'IBA', 'IEA'], ['IDA'], ['IDA', 'IPI'], ['ISS', 'NAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['ISS', 'IBA', 'TAS'], ['IDA', 'IPI'], ['IDA', 'IBA'], ['IDA', 'NAS', 'IEA'], ['IDA', 'IPI'], ['IDA', 'IPI', 'IMP', 'IGI']]
165	GO:BP	GO:1901222	regulation of NIK/NF-kappaB signaling	7.939287522913125e-14	True	"""Any process that modulates the frequency, rate or extent of NIK/NF-kappaB signaling."" [GOC:TermGenie]"	96	135	15	15719	0.1111111111111111	0.15625	query_1	['GO:0038061', 'GO:1902531']	['CD14', 'BIRC2', 'TRADD', 'RBCK1', 'PTPN22', 'FBXW11', 'IRAK1', 'TNF', 'TNFSF14', 'TRAF6', 'TLR4', 'PYDC2', 'RELA', 'NFKBIA', 'APP']	[['IBA'], ['IEA'], ['IMP'], ['IEA'], ['IMP', 'IBA', 'IEA'], ['IEA'], ['IMP'], ['IDA', 'IEA'], ['IDA'], ['IMP'], ['IDA'], ['IMP'], ['IDA', 'IMP', 'IGI'], ['NAS'], ['IMP', 'IGI']]
