source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections	evidences
GO:BP	GO:0061025	membrane fusion	3.9969342842637225e-08	True	"""The membrane organization process that joins two lipid bilayers to form a single membrane."" [GOC:dph, GOC:tb]"	174	142	14	15719	0.0985915492957746	0.0804597701149425	query_1	['GO:0061024']	['RAB8A', 'RAB39A', 'RAB3A', 'SNAP25', 'VAMP2', 'RABEP1', 'RAB7A', 'STXBP1', 'STX1A', 'RAB8B', 'SYT1', 'EEA1', 'RAB13', 'RAB34']	[['IDA', 'IBA'], ['IMP', 'IBA'], ['ISS', 'IBA', 'IEA'], ['IBA'], ['IMP', 'ISS', 'IBA'], ['TAS'], ['IMP', 'IBA'], ['IMP', 'TAS', 'IEA'], ['IBA', 'IEA'], ['IBA'], ['IEA'], ['IMP'], ['IBA'], ['IMP', 'IBA']]
REAC	REAC:R-HSA-193692	Regulated proteolysis of p75NTR	4.0170684328736856e-08	True	Regulated proteolysis of p75NTR	11	124	6	10022	0.0483870967741935	0.5454545454545454	query_1	['REAC:R-HSA-193704']	['NCSTN', 'PSEN1', 'APH1B', 'NGFR', 'PSENEN', 'APH1A']	[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]
GO:BP	GO:0015919	peroxisomal membrane transport	4.3812805227241156e-08	True	"""The directed movement of substances to, from or across the peroxisomal membrane."" [GOC:ai]"	22	142	7	15719	0.0492957746478873	0.3181818181818182	query_1	['GO:0043574']	['ABCD3', 'PEX19', 'ABCD1', 'PEX3', 'PEX16', 'RAB8B', 'ABCD2']	[['IMP', 'IBA', 'IEA'], ['IDA', 'IBA'], ['IGI', 'IBA', 'NAS', 'IEA'], ['IMP', 'IBA'], ['IMP'], ['IDA'], ['IBA']]
GO:CC	GO:0005968	Rab-protein geranylgeranyltransferase complex	5.004823034871374e-08	True	"""An protein-containing complex which catalyzes of the transfer of a geranyl-geranyl group from geranylgeranyl pyrophosphate to a Rab protein. In mammals it is composed of an alpha and a beta subunit, and associates with an accessory protein Rep (Rab escort protein)."" [GOC:jl, PMID:11886217]"	4	141	4	16420	0.0283687943262411	1.0	query_1	['GO:0005737', 'GO:1990234']	['CHML', 'CHM', 'RABGGTB', 'RABGGTA']	[['IMP', 'IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['ISS', 'IBA', 'IEA'], ['ISS', 'IBA', 'IEA']]
GO:BP	GO:0031047	RNA-mediated gene silencing	5.1075438686823474e-08	True	"""A process in which an RNA molecule reduces expression of target genes. This can occur pre-transcriptionally by assembly of heterochromatin and prevention of transcription or co- or post-transcriptionally by targeting RNAs for degradation or by interfering with splicing or translation. This process starts once the inhibitory RNA molecule has been transcribed, and includes processing of the RNA such as cleavage, modifications, transport from the nucleus to the cytoplasm, loading onto the RISC complex, and the effect on transcription or translation."" [PMID:15020054]"	119	142	12	15719	0.0845070422535211	0.1008403361344537	query_1	['GO:0010629']	['PRKRA', 'DICER1', 'MOV10', 'TNRC6B', 'ZFP36', 'AGO4', 'TNRC6A', 'TNRC6C', 'TARBP2', 'AGO2', 'AGO1', 'AGO3']	[['IDA', 'IBA', 'IEA'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IMP', 'ISS', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IGI', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IMP', 'ISS', 'TAS', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IDA', 'IMP', 'IEA']]
GO:BP	GO:0035195	miRNA-mediated gene silencing	5.3455263250429664e-08	True	"""A post-transcriptional gene silencing pathway in which regulatory microRNAs (miRNAs) elicit silencing of specific target genes. miRNAs are endogenous 21-24 nucleotide small RNAs processed from stem-loop RNA precursors (pre-miRNAs). Once incorporated into a RNA-induced silencing complex (RISC), miRNAs can downregulate protein production by either of two posttranscriptional mechanisms: endonucleolytic cleavage of the RNA (often mRNA) or mRNA translational repression, usually accompanied by poly-A tail shortening and subsequent degradation of the mRNA. miRNAs are present in all the animals and in plants, whereas siRNAs are present in lower animals and in plants."" [GOC:aruk, GOC:bc, GOC:rl, PMID:14744438, PMID:15066275, PMID:15066283, PMID:23209154, PMID:23985560, PMID:28379604]"	52	142	9	15719	0.0633802816901408	0.173076923076923	query_1	['GO:0035194']	['MOV10', 'TNRC6B', 'ZFP36', 'AGO4', 'TNRC6A', 'TNRC6C', 'AGO2', 'AGO1', 'AGO3']	[['IDA', 'IMP'], ['IDA', 'IBA', 'IEA'], ['IMP', 'ISS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IGI', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IDA'], ['IDA', 'IEA']]
GO:BP	GO:0048284	organelle fusion	6.748245228327121e-08	True	"""The creation of a single organelle from two or more organelles."" [GOC:jid]"	151	142	13	15719	0.0915492957746478	0.086092715231788	query_1	['GO:0006996']	['RAB8A', 'RAB39A', 'RAB3A', 'SNAP25', 'VAMP2', 'RAB7A', 'STXBP1', 'STX1A', 'RAB8B', 'SYT1', 'EEA1', 'RAB13', 'RAB34']	[['IDA', 'IBA'], ['IMP', 'IBA'], ['ISS', 'IBA', 'IEA'], ['IBA'], ['IMP', 'IBA'], ['IMP', 'IBA'], ['IMP', 'TAS', 'IEA'], ['IBA', 'IEA'], ['IBA'], ['IEA'], ['IMP', 'TAS'], ['IBA'], ['IMP', 'IBA']]
GO:BP	GO:0009896	positive regulation of catabolic process	7.257312337516814e-08	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]"	512	142	22	15719	0.1549295774647887	0.04296875	query_1	['GO:0009056', 'GO:0009893', 'GO:0009894']	['GGA1', 'RILP', 'HTT', 'ABCD1', 'MOV10', 'TNRC6B', 'PSEN1', 'ZFP36', 'AURKA', 'APP', 'TNRC6A', 'RAB7A', 'TNRC6C', 'GGA3', 'RAB3GAP2', 'MTDH', 'AGO2', 'ABCD2', 'RAB3GAP1', 'OPTN', 'SIRT2', 'AGO3']	[['IEA'], ['IMP'], ['IMP'], ['IMP', 'ISS', 'IEA'], ['IDA'], ['IMP', 'IBA'], ['IGI', 'IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IEA'], ['IGI'], ['IBA'], ['IMP'], ['IDA', 'IBA'], ['IEA'], ['IMP'], ['IDA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IDA', 'IEA'], ['IMP'], ['IDA', 'IMP'], ['IMP', 'ISS', 'IEA'], ['IEA']]
GO:BP	GO:0016043	cellular component organization	7.862503852303806e-08	True	"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:ai, GOC:jl, GOC:mah]"	6037	142	90	15719	0.6338028169014085	0.0149080669206559	query_1	['GO:0071840']	['RUFY1', 'NAT8', 'GDI2', 'HSD17B10', 'RAB38', 'RHOH', 'RAB8A', 'RAB14', 'RAB32', 'RAB18', 'RILP', 'DICER1', 'RAB39A', 'HTT', 'RBSN', 'RAB3A', 'ABCD3', 'PEX19', 'SUN2', 'ABCD1', 'PPFIA3', 'B4GALT7', 'MOV10', 'PEX3', 'PSEN1', 'RAB35', 'TMEM9', 'NGF', 'BACE1', 'EHD1', 'PEX16', 'RAB1B', 'SNAP25', 'RAB5B', 'NGFR', 'RHOG', 'AURKA', 'PAWR', 'ARHGDIB', 'APP', 'VAMP2', 'RAB3IP', 'RAB5C', 'ARHGDIA', 'AGO4', 'SHROOM3', 'RABEP1', 'ANKLE2', 'MECP2', 'TMEM120B', 'RAB4A', 'RAB7A', 'STXBP1', 'EHD2', 'RAB23', 'HPS1', 'STX1A', 'TARBP2', 'GDI1', 'RAB8B', 'RAB3GAP2', 'HPS4', 'SYT1', 'RAB5A', 'RAB1A', 'USP3', 'TMEM102', 'MICALL1', 'NTRK1', 'EEA1', 'AGO2', 'ABCD2', 'RABGEF1', 'RAB22A', 'RAB31', 'RIN3', 'AGO1', 'RAB3GAP1', 'RAB13', 'RAB10', 'OPTN', 'TPX2', 'GOLM1', 'SIRT2', 'RAB6A', 'RAB34', 'EHD3', 'AGO3', 'SORT1', 'ACOT13']	[['IPI', 'IBA', 'IEA'], ['TAS'], ['IMP'], ['IDA', 'IMP'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IBA'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['ISS', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA'], ['IMP', 'IBA'], ['IDA', 'IMP', 'IBA'], ['IDA', 'ISS', 'IBA'], ['IMP', 'IBA'], ['IMP'], ['IMP'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA'], ['IDA', 'IMP', 'IBA', 'NAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'ISS', 'IBA', 'NAS', 'IEA'], ['IBA'], ['IMP'], ['ISS'], ['IMP', 'IBA', 'IEA'], ['IMP', 'IGI', 'IEA'], ['ISS', 'IEA'], ['IDA'], ['IDA', 'IBA'], ['TAS'], ['IPI', 'IMP', 'ISS', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IMP', 'IBA'], ['IBA', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['IDA', 'IBA', 'IEA'], ['IMP', 'IBA', 'TAS', 'IEA'], ['ISS'], ['IMP'], ['EXP', 'IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'IEA'], ['IMP', 'ISS', 'IBA'], ['IMP', 'TAS', 'IEA'], ['IBA'], ['IMP'], ['IDA', 'IEA'], ['IBA'], ['TAS'], ['IMP'], ['IMP', 'IEA'], ['ISS', 'IEA'], ['IBA', 'IEA'], ['IMP', 'IBA', 'TAS'], ['IMP', 'ISS', 'TAS', 'IEA'], ['ISS', 'IBA', 'IEA'], ['IMP', 'IBA'], ['IDA', 'IBA', 'TAS', 'NAS'], ['IBA', 'IEA'], ['IDA', 'IEA'], ['ISS', 'IEA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['IMP'], ['IDA', 'HMP', 'IBA', 'NAS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IMP', 'IBA'], ['IEA'], ['IDA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IMP', 'TAS'], ['IDA'], ['ISS', 'IBA', 'IEA'], ['IEA'], ['IMP', 'IEP'], ['IMP', 'ISS'], ['IDA', 'IMP'], ['IDA'], ['IMP'], ['IMP', 'ISS', 'IBA'], ['IMP', 'ISS'], ['IDA', 'IMP', 'IBA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['IEA'], ['ISS', 'TAS', 'NAS', 'IEA'], ['TAS'], ['IMP', 'IBA', 'IEA'], ['IPI', 'IMP', 'IBA', 'IEA'], ['IDA'], ['IDA', 'IBA', 'IEA'], ['IPI']]
GO:BP	GO:0043574	peroxisomal transport	7.862503852303806e-08	True	"""Transport of substances into, out of or within a peroxisome, a small, membrane-bounded organelle that uses dioxygen (O2) to oxidize organic molecules."" [GOC:jl]"	24	142	7	15719	0.0492957746478873	0.2916666666666667	query_1	['GO:0046907']	['ABCD3', 'PEX19', 'ABCD1', 'PEX3', 'PEX16', 'RAB8B', 'ABCD2']	[['IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA'], ['IGI', 'IBA', 'NAS', 'IEA'], ['IMP', 'IBA'], ['IMP'], ['IDA'], ['IBA']]
GO:CC	GO:0030667	secretory granule membrane	8.327194464164854e-08	True	"""The lipid bilayer surrounding a secretory granule."" [GOC:mah]"	307	141	16	16420	0.1134751773049645	0.0521172638436482	query_1	['GO:0030141', 'GO:0030659', 'GO:0098588']	['RAB14', 'NCSTN', 'RAB18', 'RAB3A', 'SLC27A2', 'PSEN1', 'SNAP25', 'RAB5B', 'RHOG', 'VAMP2', 'RAB5C', 'RAB7A', 'SYT1', 'RAB31', 'RAB10', 'RAB6A']	[['TAS'], ['TAS'], ['TAS'], ['TAS'], ['TAS'], ['TAS'], ['TAS'], ['TAS'], ['TAS'], ['ISS', 'TAS'], ['TAS'], ['TAS'], ['IEA'], ['TAS'], ['TAS'], ['ISS', 'TAS', 'IEA']]
GO:BP	GO:0006996	organelle organization	9.562369200854629e-08	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an organelle within a cell. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]"	3437	142	63	15719	0.4436619718309859	0.0183299389002036	query_1	['GO:0016043']	['GDI2', 'HSD17B10', 'RAB38', 'RHOH', 'RAB8A', 'RAB14', 'RAB32', 'RAB18', 'RILP', 'RAB39A', 'HTT', 'RBSN', 'RAB3A', 'ABCD3', 'PEX19', 'SUN2', 'ABCD1', 'PEX3', 'PSEN1', 'TMEM9', 'EHD1', 'PEX16', 'RAB1B', 'SNAP25', 'RAB5B', 'RHOG', 'AURKA', 'PAWR', 'ARHGDIB', 'VAMP2', 'RAB3IP', 'ARHGDIA', 'AGO4', 'SHROOM3', 'ANKLE2', 'MECP2', 'RAB7A', 'STXBP1', 'EHD2', 'RAB23', 'HPS1', 'STX1A', 'RAB8B', 'RAB3GAP2', 'HPS4', 'SYT1', 'RAB5A', 'RAB1A', 'TMEM102', 'EEA1', 'ABCD2', 'RAB22A', 'RAB31', 'RAB3GAP1', 'RAB13', 'RAB10', 'OPTN', 'TPX2', 'GOLM1', 'SIRT2', 'RAB34', 'EHD3', 'SORT1']	[['IMP'], ['IMP'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IBA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['ISS', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA'], ['IMP', 'IBA'], ['IMP', 'IBA'], ['IMP', 'IBA'], ['IMP'], ['IMP'], ['ISS', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA'], ['IDA', 'IMP', 'IBA', 'NAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'NAS'], ['IMP', 'IBA', 'IEA'], ['IEA'], ['IDA'], ['IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IMP', 'IBA'], ['IBA'], ['IEA'], ['IDA', 'IBA'], ['IMP', 'IBA', 'TAS', 'IEA'], ['ISS'], ['IMP'], ['IMP', 'IBA'], ['IMP', 'TAS'], ['IMP'], ['IEA'], ['IBA'], ['IMP'], ['IMP'], ['IMP', 'IBA', 'TAS'], ['IMP', 'ISS', 'TAS', 'IEA'], ['IBA', 'IEA'], ['IMP', 'IBA'], ['IDA', 'IBA', 'TAS', 'NAS'], ['IBA', 'IEA'], ['IDA', 'IBA'], ['IMP'], ['IDA', 'HMP', 'IBA', 'NAS', 'IEA'], ['IEA'], ['TAS'], ['IMP', 'IBA'], ['IDA'], ['IMP', 'TAS'], ['IBA'], ['IEP'], ['IMP'], ['IMP'], ['ISS', 'IBA'], ['IMP'], ['IDA', 'IMP', 'IBA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['IEA'], ['ISS', 'TAS', 'NAS', 'IEA'], ['IMP', 'IBA'], ['IMP', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA']]
GO:BP	GO:0061024	membrane organization	9.562369200854629e-08	True	"""A process which results in the assembly, arrangement of constituent parts, or disassembly of a membrane. A membrane is a double layer of lipid molecules that encloses all cells, and, in eukaryotes, many organelles; may be a single or double lipid bilayer; also includes associated proteins."" [GOC:dph, GOC:tb]"	785	142	27	15719	0.1901408450704225	0.0343949044585987	query_1	['GO:0016043']	['RHOH', 'RAB8A', 'RILP', 'RAB39A', 'RAB3A', 'SUN2', 'ABCD1', 'SNAP25', 'RHOG', 'VAMP2', 'RABEP1', 'ANKLE2', 'RAB7A', 'STXBP1', 'EHD2', 'STX1A', 'RAB8B', 'SYT1', 'RAB1A', 'TMEM102', 'MICALL1', 'EEA1', 'ABCD2', 'RAB31', 'RAB13', 'SIRT2', 'RAB34']	[['IBA'], ['IDA', 'IBA'], ['IMP'], ['IMP', 'IBA'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['IBA'], ['ISS', 'IEA'], ['IBA'], ['IBA'], ['IMP', 'ISS', 'IBA'], ['TAS'], ['IMP'], ['IMP', 'IBA', 'TAS'], ['IMP', 'TAS', 'IEA'], ['ISS', 'IEA'], ['IBA', 'IEA'], ['IBA'], ['IEA'], ['IMP'], ['IDA'], ['IDA'], ['IMP'], ['ISS', 'IEA'], ['ISS'], ['IBA'], ['TAS'], ['IMP', 'IBA']]
GO:BP	GO:0043001	Golgi to plasma membrane protein transport	1.0010841651817025e-07	True	"""The directed movement of proteins from the Golgi to the plasma membrane in transport vesicles that move from the trans-Golgi network to the plasma membrane."" [ISBN:0716731363]"	39	142	8	15719	0.056338028169014	0.2051282051282051	query_1	['GO:0006893', 'GO:0015031', 'GO:0061951']	['GGA1', 'VAMP2', 'GGA3', 'RAB31', 'GGA2', 'RAB10', 'OPTN', 'RAB34']	[['IDA'], ['ISS'], ['IMP'], ['IMP', 'IBA'], ['IDA'], ['ISS'], ['IMP'], ['IDA', 'IBA']]
GO:BP	GO:0035194	ncRNA-mediated post-transcriptional gene silencing	1.2629336403110866e-07	True	"""A posttranscriptional gene silencing pathway in which regulatory RNAs elicit silencing of specific target genes, either by mRNA destabilization or inhibition of translation."" [GOC:ems, PMID:11201747, PMID:11713190, PMID:15020054, PMID:15066275, PMID:18771919, PMID:32885814, PMID:33184244]"	58	142	9	15719	0.0633802816901408	0.1551724137931034	query_1	['GO:0016441', 'GO:0031047']	['MOV10', 'TNRC6B', 'ZFP36', 'AGO4', 'TNRC6A', 'TNRC6C', 'AGO2', 'AGO1', 'AGO3']	[['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IMP', 'ISS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IGI', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'TAS', 'IEA'], ['IDA'], ['IDA', 'IEA']]
REAC	REAC:R-HSA-203927	MicroRNA (miRNA) biogenesis	2.0922554865934905e-07	True	MicroRNA (miRNA) biogenesis	23	124	7	10022	0.0564516129032258	0.3043478260869565	query_1	['REAC:R-HSA-211000']	['PRKRA', 'DICER1', 'AGO4', 'TARBP2', 'AGO2', 'AGO1', 'AGO3']	[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]
GO:BP	GO:0090382	phagosome maturation	2.336218717590625e-07	True	"""A process that is carried out at the cellular level which results in the arrangement of constituent parts of a phagosome within a cell. Phagosome maturation begins with endocytosis and formation of the early phagosome and ends with the formation of the hybrid organelle, the phagolysosome."" [GOC:kmv, GOC:tb]"	28	142	7	15719	0.0492957746478873	0.25	query_1	['GO:0006996']	['RAB38', 'RAB14', 'RAB32', 'RAB39A', 'RAB7A', 'RAB31', 'RAB34']	[['IMP'], ['ISS', 'IBA', 'IEA'], ['IMP'], ['IMP', 'IBA'], ['IMP', 'IBA', 'TAS'], ['IMP'], ['IMP', 'IBA']]
REAC	REAC:R-HSA-9029569	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	2.4952767675098653e-07	True	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	36	124	8	10022	0.064516129032258	0.2222222222222222	query_1	['REAC:R-HSA-9024446']	['MOV10', 'TNRC6B', 'AGO4', 'TNRC6A', 'TNRC6C', 'AGO2', 'AGO1', 'AGO3']	[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]
GO:BP	GO:0007033	vacuole organization	2.794351513978248e-07	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a vacuole."" [GOC:mah]"	206	142	14	15719	0.0985915492957746	0.0679611650485436	query_1	['GO:0006996']	['RAB14', 'RAB39A', 'PSEN1', 'TMEM9', 'RAB1B', 'RAB7A', 'RAB23', 'HPS1', 'RAB3GAP2', 'HPS4', 'RAB5A', 'RAB1A', 'RAB3GAP1', 'RAB34']	[['IBA'], ['IMP', 'IBA'], ['IEA'], ['IDA'], ['IMP', 'IBA'], ['IMP', 'IBA'], ['IMP', 'IBA'], ['TAS'], ['IMP'], ['IDA'], ['TAS'], ['IMP', 'IBA'], ['IMP'], ['IMP', 'IBA']]
REAC	REAC:R-HSA-9017802	Noncanonical activation of NOTCH3	3.446662963985935e-07	True	Noncanonical activation of NOTCH3	8	124	5	10022	0.0403225806451612	0.625	query_1	['REAC:R-HSA-9013507']	['NCSTN', 'PSEN1', 'APH1B', 'PSENEN', 'APH1A']	[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]
GO:BP	GO:0007220	Notch receptor processing	3.619769298663366e-07	True	"""The series of successive proteolytic cleavages of the Notch protein, which result in an active form of the receptor."" [PMID:12651094, PMID:14986688]"	9	142	5	15719	0.0352112676056338	0.5555555555555556	query_1	['GO:0019538']	['NCSTN', 'PSEN1', 'APH1B', 'PSENEN', 'APH1A']	[['IDA', 'IMP', 'IBA', 'TAS', 'NAS'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'NAS'], ['IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'NAS', 'IEA']]
GO:BP	GO:0071840	cellular component organization or biogenesis	4.3213665797613204e-07	True	"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]"	6232	142	90	15719	0.6338028169014085	0.0144415917843388	query_1	['GO:0009987']	['RUFY1', 'NAT8', 'GDI2', 'HSD17B10', 'RAB38', 'RHOH', 'RAB8A', 'RAB14', 'RAB32', 'RAB18', 'RILP', 'DICER1', 'RAB39A', 'HTT', 'RBSN', 'RAB3A', 'ABCD3', 'PEX19', 'SUN2', 'ABCD1', 'PPFIA3', 'B4GALT7', 'MOV10', 'PEX3', 'PSEN1', 'RAB35', 'TMEM9', 'NGF', 'BACE1', 'EHD1', 'PEX16', 'RAB1B', 'SNAP25', 'RAB5B', 'NGFR', 'RHOG', 'AURKA', 'PAWR', 'ARHGDIB', 'APP', 'VAMP2', 'RAB3IP', 'RAB5C', 'ARHGDIA', 'AGO4', 'SHROOM3', 'RABEP1', 'ANKLE2', 'MECP2', 'TMEM120B', 'RAB4A', 'RAB7A', 'STXBP1', 'EHD2', 'RAB23', 'HPS1', 'STX1A', 'TARBP2', 'GDI1', 'RAB8B', 'RAB3GAP2', 'HPS4', 'SYT1', 'RAB5A', 'RAB1A', 'USP3', 'TMEM102', 'MICALL1', 'NTRK1', 'EEA1', 'AGO2', 'ABCD2', 'RABGEF1', 'RAB22A', 'RAB31', 'RIN3', 'AGO1', 'RAB3GAP1', 'RAB13', 'RAB10', 'OPTN', 'TPX2', 'GOLM1', 'SIRT2', 'RAB6A', 'RAB34', 'EHD3', 'AGO3', 'SORT1', 'ACOT13']	[['IPI', 'IBA', 'IEA'], ['TAS'], ['IMP'], ['IDA', 'IMP'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IBA'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['ISS', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA'], ['IMP', 'IBA'], ['IDA', 'IMP', 'IBA'], ['IDA', 'ISS', 'IBA'], ['IMP', 'IBA'], ['IMP'], ['IMP'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA'], ['IDA', 'IMP', 'IBA', 'NAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'ISS', 'IBA', 'NAS', 'IEA'], ['IBA'], ['IMP'], ['ISS'], ['IMP', 'IBA', 'IEA'], ['IMP', 'IGI', 'IEA'], ['ISS', 'IEA'], ['IDA'], ['IDA', 'IBA'], ['TAS'], ['IPI', 'IMP', 'ISS', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IMP', 'IBA'], ['IBA', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['IDA', 'IBA', 'IEA'], ['IMP', 'IBA', 'TAS', 'IEA'], ['ISS'], ['IMP'], ['EXP', 'IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'IEA'], ['IMP', 'ISS', 'IBA'], ['IMP', 'TAS', 'IEA'], ['IBA'], ['IMP'], ['IDA', 'IEA'], ['IBA'], ['TAS'], ['IMP'], ['IMP', 'IEA'], ['ISS', 'IEA'], ['IBA', 'IEA'], ['IMP', 'IBA', 'TAS'], ['IMP', 'ISS', 'TAS', 'IEA'], ['ISS', 'IBA', 'IEA'], ['IMP', 'IBA'], ['IDA', 'IBA', 'TAS', 'NAS'], ['IBA', 'IEA'], ['IDA', 'IEA'], ['ISS', 'IEA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['IMP'], ['IDA', 'HMP', 'IBA', 'NAS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IMP', 'IBA'], ['IEA'], ['IDA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IMP', 'TAS'], ['IDA'], ['ISS', 'IBA', 'IEA'], ['IEA'], ['IMP', 'IEP'], ['IMP', 'ISS'], ['IDA', 'IMP'], ['IDA'], ['IMP'], ['IMP', 'ISS', 'IBA'], ['IMP', 'ISS'], ['IDA', 'IMP', 'IBA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['IEA'], ['ISS', 'TAS', 'NAS', 'IEA'], ['TAS'], ['IMP', 'IBA', 'IEA'], ['IPI', 'IMP', 'IBA', 'IEA'], ['IDA'], ['IDA', 'IBA', 'IEA'], ['IPI']]
GO:CC	GO:0005778	peroxisomal membrane	4.362213404501744e-07	True	"""The lipid bilayer surrounding a peroxisome."" [GOC:mah]"	61	141	8	16420	0.0567375886524822	0.1311475409836065	query_1	['GO:0005777', 'GO:0031903']	['ABCD3', 'PEX19', 'ABCD1', 'SLC27A2', 'PEX3', 'PEX16', 'RAB8B', 'ABCD2']	[['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'HDA', 'IBA', 'TAS', 'IEA'], ['IDA'], ['IBA', 'TAS', 'IEA']]
GO:CC	GO:0031903	microbody membrane	4.362213404501744e-07	True	"""The lipid bilayer surrounding a microbody."" [GOC:mah]"	61	141	8	16420	0.0567375886524822	0.1311475409836065	query_1	['GO:0042579', 'GO:0098588']	['ABCD3', 'PEX19', 'ABCD1', 'SLC27A2', 'PEX3', 'PEX16', 'RAB8B', 'ABCD2']	[['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'HDA', 'IBA', 'TAS', 'IEA'], ['IDA'], ['IBA', 'TAS', 'IEA']]
