Cluster	HPO ID	Phenotype	p-value	Corrected p-value
1	HP:0000294	Low anterior hairline	1.0	1.0
1	HP:0001326	EEG with irregular generalized spike and wave complexes	1.0	1.0
1	HP:0045025	Narrow palpebral fissure	1.0	1.0
1	HP:0002553	Highly arched eyebrow	1.0	1.0
1	HP:0004382	Mitral valve calcification	0.0002774642984768301	0.006639671984603444
1	HP:0008469	Cervical vertebral dysplasia	1.0	1.0
1	HP:0006323	Premature loss of primary teeth	1.0	1.0
1	HP:0011001	Increased bone mineral density	0.02609819813266609	0.17978758713614415
1	HP:0000278	Retrognathia	0.38451622077161024	1.0
1	HP:0000446	Narrow nasal bridge	1.0	1.0
1	HP:0100324	Scleroderma	0.041929276740746466	0.24545722521192354
1	HP:0000589	Coloboma	1.0	1.0
1	HP:0003642	Type I transferrin isoform profile	1.0	1.0
1	HP:0002415	Leukodystrophy	1.0	1.0
1	HP:0001609	Hoarse voice	1.0	1.0
1	HP:0000787	Nephrolithiasis	1.0	1.0
1	HP:0030880	Raynaud phenomenon	0.09129302650541694	0.4094411066720039
1	HP:0100512	Low levels of vitamin D	1.0	1.0
1	HP:0000218	High palate	0.343907418544658	1.0
1	HP:0002223	Absent eyebrow	0.0022296717372364805	0.03185711099249061
1	HP:0100526	Neoplasm of the lung	0.008379261169625767	0.08466157211384849
1	HP:0002376	Developmental regression	1.0	1.0
1	HP:0007108	Demyelinating peripheral neuropathy	0.11507926329235735	0.4859693966897072
1	HP:0001100	Heterochromia iridis	1.0	1.0
1	HP:0002761	Generalized joint laxity	1.0	1.0
1	HP:0004398	Peptic ulcer	1.0	1.0
1	HP:0002999	Patellar dislocation	1.0	1.0
1	HP:0200034	Papule	0.05737195366157994	0.30579418853995116
1	HP:0003220	Abnormality of chromosome stability	0.03876284847690567	0.23394922709070504
1	HP:0000651	Diplopia	0.23845176915420885	0.8255650275206152
1	HP:0031653	Abnormal heart valve physiology	0.02206566151940722	0.1661922908225882
1	HP:0010579	Cone-shaped epiphysis	0.11213793130899863	0.4779879322046066
1	HP:0000293	Full cheeks	1.0	1.0
1	HP:0001270	Motor delay	1.0	1.0
1	HP:0006487	Bowing of the long bones	1.0	1.0
1	HP:0000774	Narrow chest	1.0	1.0
1	HP:0000027	Azoospermia	1.0	1.0
1	HP:0001012	Multiple lipomas	1.0	1.0
1	HP:0000961	Cyanosis	0.24607990843444816	0.8476085734964325
1	HP:0002894	Neoplasm of the pancreas	0.12093480221324927	0.49835368646184897
1	HP:0004969	Peripheral pulmonary artery stenosis	1.0	1.0
1	HP:0010530	Palatal tremor	1.0	1.0
1	HP:0000682	Abnormal dental enamel morphology	0.005743582948813029	0.06369306619659326
1	HP:0002015	Dysphagia	1.0	1.0
1	HP:0012433	Abnormal social behavior	1.0	1.0
1	HP:0001959	Polydipsia	1.0	1.0
1	HP:0001704	Tricuspid valve prolapse	1.0	1.0
1	HP:0010903	Abnormal circulating glutamine concentration	1.0	1.0
1	HP:0004331	Decreased skull ossification	1.0	1.0
1	HP:0002334	Abnormal cerebellar vermis morphology	1.0	1.0
1	HP:0002435	Meningocele	1.0	1.0
1	HP:0011710	Bundle branch block	1.0	1.0
1	HP:0012301	Type II transferrin isoform profile	1.0	1.0
1	HP:0002066	Gait ataxia	1.0	1.0
1	HP:0005115	Supraventricular arrhythmia	0.16092706574644872	0.6165857238150451
1	HP:0000144	Decreased fertility	0.04356907402613638	0.25075197034451485
1	HP:0001629	Ventricular septal defect	1.0	1.0
1	HP:0002007	Frontal bossing	1.0	1.0
1	HP:0000621	Entropion	1.0	1.0
1	HP:0000141	Amenorrhea	0.002298148712157119	0.032316235498786705
1	HP:0100659	Abnormal cerebral vascular morphology	0.004441048202255196	0.05222060127479385
1	HP:0001251	Ataxia	0.028037671072508062	0.18932367991535146
1	HP:0002719	Recurrent infections	0.4604703910962209	1.0
1	HP:0002088	Abnormal lung morphology	0.07650905149719994	0.3648893225251074
1	HP:0003312	Abnormal form of the vertebral bodies	1.0	1.0
1	HP:0000752	Hyperactivity	1.0	1.0
1	HP:0001009	Telangiectasia	0.0001653246454045423	0.004602098292485626
1	HP:0040270	Impaired glucose tolerance	1.0	1.0
1	HP:0030001	Lagophthalmos	0.013079353142467115	0.1122027527441833
1	HP:0006801	Hyperactive deep tendon reflexes	1.0	1.0
1	HP:0002216	Premature graying of hair	3.187278154160842e-13	2.1737237011376942e-10
1	HP:0200128	Biventricular hypertrophy	1.0	1.0
1	HP:0002676	Cloverleaf skull	1.0	1.0
1	HP:0003693	Distal amyotrophy	1.0	1.0
1	HP:0003771	Pulp calcification	1.0	1.0
1	HP:0001646	Abnormal aortic valve morphology	0.02609819813266609	0.17978758713614415
1	HP:0009743	Distichiasis	1.0	1.0
1	HP:0004416	Precocious atherosclerosis	0.0227844269676129	0.1661922908225882
1	HP:0002808	Kyphosis	0.6224342835994017	1.0
1	HP:0012060	Acral lentiginous melanoma	0.00328484279680901	0.04187407079296719
1	HP:0003124	Hypercholesterolemia	0.11507926329235735	0.4859693966897072
1	HP:0005281	Hypoplastic nasal bridge	1.0	1.0
1	HP:0001953	Diabetic ketoacidosis	1.0	1.0
1	HP:0040189	Scaling skin	1.0	1.0
1	HP:0001680	Coarctation of aorta	1.0	1.0
1	HP:0000722	Compulsive behaviors	1.0	1.0
1	HP:0000831	Insulin-resistant diabetes mellitus	0.08525440644545083	0.3915387555272557
1	HP:0002781	Upper airway obstruction	0.06999444816610774	0.3434259974768739
1	HP:0000410	Mixed hearing impairment	1.0	1.0
1	HP:0002123	Generalized myoclonic seizure	1.0	1.0
1	HP:0001601	Laryngomalacia	0.0116551017739762	0.10599283858071516
1	HP:0100627	Displacement of the urethral meatus	0.522733706810522	1.0
1	HP:0002234	Early balding	1.0	1.0
1	HP:0001328	Specific learning disability	1.0	1.0
1	HP:0004492	Widely patent fontanelles and sutures	1.0	1.0
1	HP:0001015	Prominent superficial veins	0.05137054397973888	0.2871697622473927
1	HP:0000039	Epispadias	1.0	1.0
1	HP:0002322	Resting tremor	1.0	1.0
1	HP:0005425	Recurrent sinopulmonary infections	1.0	1.0
1	HP:0001650	Aortic valve stenosis	0.00032236497254314195	0.007328430375814093
1	HP:0002974	Radioulnar synostosis	1.0	1.0
1	HP:0011090	Fused teeth	1.0	1.0
1	HP:0006710	Aplasia/Hypoplasia of the clavicles	0.004992257982859191	0.05627636271586724
1	HP:0012043	Pendular nystagmus	1.0	1.0
1	HP:0002679	Abnormal sella turcica morphology	1.0	1.0
1	HP:0002751	Kyphoscoliosis	1.0	1.0
1	HP:0000287	Increased facial adipose tissue	0.00328484279680901	0.04187407079296719
1	HP:0000808	Penoscrotal hypospadias	1.0	1.0
1	HP:0032107	Limbal stem cell deficiency	1.0	1.0
1	HP:0025080	Orthokeratotic hyperkeratosis	1.0	1.0
1	HP:0001718	Mitral stenosis	0.032400818652568136	0.20460516963936545
1	HP:0003477	Peripheral axonal neuropathy	1.0	1.0
1	HP:0002902	Hyponatremia	1.0	1.0
1	HP:0000343	Long philtrum	1.0	1.0
1	HP:0006467	Limited shoulder movement	0.02920516200268277	0.19527373025323186
1	HP:0031289	White papule	1.0	1.0
1	HP:0005930	Abnormal epiphysis morphology	0.4972950103858165	1.0
1	HP:0007720	Flat cornea	1.0	1.0
1	HP:0002133	Status epilepticus	1.0	1.0
1	HP:0008516	Abnormality of the vertebral spinous processes	1.0	1.0
1	HP:0004302	Functional motor deficit	0.26474505731089754	0.8916352053631216
1	HP:0002861	Melanoma	0.00876183165350399	0.08723458668160178
1	HP:0000391	Thickened helices	1.0	1.0
1	HP:0003552	Muscle stiffness	1.0	1.0
1	HP:0001539	Omphalocele	1.0	1.0
1	HP:0000133	Gonadal dysgenesis	1.0	1.0
1	HP:0000368	Low-set, posteriorly rotated ears	1.0	1.0
1	HP:0002669	Osteosarcoma	0.032400818652568136	0.20460516963936545
1	HP:0000320	Bird-like facies	1.0	1.0
1	HP:0100025	Overfriendliness	1.0	1.0
1	HP:0002875	Exertional dyspnea	0.14399903953013724	0.5709729358113581
1	HP:0002282	Gray matter heterotopia	1.0	1.0
1	HP:0000668	Hypodontia	0.020171291095468016	0.1528535614123243
1	HP:0000869	Secondary amenorrhea	5.4857339423405107e-05	0.0022674366961674113
1	HP:0000347	Micrognathia	0.07196750958172769	0.3505845823909877
1	HP:0007522	Increased number of skin folds	1.0	1.0
1	HP:0002749	Osteomalacia	1.0	1.0
1	HP:0002162	Low posterior hairline	1.0	1.0
1	HP:0001263	Global developmental delay	0.31268120887165013	1.0
1	HP:0100764	Lymphangioma	0.032400818652568136	0.20460516963936545
1	HP:0000963	Thin skin	0.0005672733224456585	0.011213924808925772
1	HP:0000444	Convex nasal ridge	4.674685513841269e-05	0.0021476436927547094
1	HP:0002575	Tracheoesophageal fistula	0.11801154502345954	0.4922561082935743
1	HP:0003758	Reduced subcutaneous adipose tissue	0.05449838486157674	0.29734318780476265
1	HP:0007371	Corpus callosum atrophy	1.0	1.0
1	HP:0011197	EEG with focal spike waves	1.0	1.0
1	HP:0030009	Cervical insufficiency	1.0	1.0
1	HP:0000561	Absent eyelashes	0.001659859739994217	0.02543874927361924
1	HP:0010511	Long toe	1.0	1.0
1	HP:0001256	Intellectual disability, mild	1.0	1.0
1	HP:0000586	Shallow orbits	0.04508601717982144	0.25416187382677313
1	HP:0006703	Aplasia/Hypoplasia of the lungs	1.0	1.0
1	HP:0002078	Truncal ataxia	1.0	1.0
1	HP:0002354	Memory impairment	1.0	1.0
1	HP:0001276	Hypertonia	0.04289523085182631	0.2489748718378344
1	HP:0002361	Psychomotor deterioration	1.0	1.0
1	HP:0100585	Telangiectasia of the skin	3.645766882172045e-05	0.0018417874175120999
1	HP:0010442	Polydactyly	1.0	1.0
1	HP:0000718	Aggressive behavior	1.0	1.0
1	HP:0010780	Hyperacusis	1.0	1.0
1	HP:0002023	Anal atresia	1.0	1.0
1	HP:0002283	Global brain atrophy	1.0	1.0
1	HP:0000316	Hypertelorism	1.0	1.0
1	HP:0003198	Myopathy	0.4112147400556058	1.0
1	HP:0000253	Progressive microcephaly	1.0	1.0
1	HP:0001288	Gait disturbance	0.21033571457294434	0.7582598076676638
1	HP:0001744	Splenomegaly	0.22233431154640892	0.7856580335474138
1	HP:0000501	Glaucoma	0.3781974432206493	1.0
1	HP:0001658	Myocardial infarction	0.009956052383737864	0.09430594063485033
1	HP:0000072	Hydroureter	1.0	1.0
1	HP:0100613	Death in early adulthood	1.0	1.0
1	HP:0001374	Congenital hip dislocation	1.0	1.0
1	HP:0005109	Abnormality of the Achilles tendon	0.09129302650541694	0.4094411066720039
1	HP:0001159	Syndactyly	1.0	1.0
1	HP:0010566	Hamartoma	0.16650030201565652	0.6343754523725014
1	HP:0001626	Abnormality of the cardiovascular system	0.025432633225647257	0.17978758713614415
1	HP:0005989	Redundant neck skin	1.0	1.0
1	HP:0012397	Aortic atherosclerotic lesion	0.013079353142467115	0.1122027527441833
1	HP:0012368	Flat face	1.0	1.0
1	HP:0001852	Sandal gap	0.15531924211057663	0.6035767699111867
1	HP:0006297	Enamel hypoplasia	0.006584839241574139	0.06885078061554639
1	HP:0000581	Blepharophimosis	1.0	1.0
1	HP:0000951	Abnormality of the skin	5.038096816958408e-06	0.00036168231885954044
1	HP:0025169	Left ventricular systolic dysfunction	0.08525440644545083	0.3915387555272557
1	HP:0002232	Patchy alopecia	0.041929276740746466	0.24545722521192354
1	HP:0000158	Macroglossia	1.0	1.0
1	HP:0010515	Aplasia/Hypoplasia of the thymus	0.060725357362138695	0.3125637261960648
1	HP:0002024	Malabsorption	0.27832252145904923	0.923678635693779
1	HP:0012379	Abnormal circulating enzyme concentration or activity	0.2999712453317411	0.9859295870662526
1	HP:0010648	Dermal translucency	1.0	1.0
1	HP:0002545	Patchy demyelination of subcortical white matter	0.0065596637779976215	0.06885078061554639
1	HP:0002317	Unsteady gait	1.0	1.0
1	HP:0002027	Abdominal pain	1.0	1.0
1	HP:0002890	Thyroid carcinoma	0.09429843582006948	0.41896764318754
1	HP:0001714	Ventricular hypertrophy	0.01641806704827032	0.13173084384612185
1	HP:0002092	Pulmonary arterial hypertension	0.2536370464285363	0.8649023283213088
1	HP:0000496	Abnormality of eye movement	0.42915165369914365	1.0
1	HP:0008846	Severe intrauterine growth retardation	1.0	1.0
1	HP:0100761	Visceral angiomatosis	0.060725357362138695	0.3125637261960648
1	HP:0001350	Slurred speech	1.0	1.0
1	HP:0000474	Thickened nuchal skin fold	1.0	1.0
1	HP:0200042	Skin ulcer	0.004340073222888201	0.05222060127479385
1	HP:0002362	Shuffling gait	0.06999444816610774	0.3434259974768739
1	HP:0007477	Abnormal dermatoglyphics	1.0	1.0
1	HP:0000953	Hyperpigmentation of the skin	1.3049904650063238e-07	1.9777855491873617e-05
1	HP:0003307	Hyperlordosis	1.0	1.0
1	HP:0008070	Sparse hair	1.2604973918779496e-05	0.0006877273770086093
1	HP:0005978	Type II diabetes mellitus	0.0007437929414911322	0.013527114295918723
1	HP:0002857	Genu valgum	1.0	1.0
1	HP:0002353	EEG abnormality	1.0	1.0
1	HP:0000707	Abnormality of the nervous system	0.29830442510447225	0.9828194102475849
1	HP:0007099	Chiari type I malformation	1.0	1.0
1	HP:0002665	Lymphoma	0.19385453223852742	0.7146421134414903
1	HP:0001394	Cirrhosis	0.19654360456367884	0.7187278193695924
1	HP:0000614	Abnormal nasolacrimal system morphology	1.0	1.0
1	HP:0011994	Abnormal atrial septum morphology	1.0	1.0
1	HP:0007305	CNS demyelination	0.08222114298979866	0.3867228932347771
1	HP:0001582	Redundant skin	1.0	1.0
1	HP:0008419	Intervertebral disc degeneration	0.013079353142467115	0.1122027527441833
1	HP:0012508	Metamorphopsia	1.0	1.0
1	HP:0005792	Short humerus	1.0	1.0
1	HP:0012686	Increased pineal volume	1.0	1.0
1	HP:0000055	Abnormality of female external genitalia	1.0	1.0
1	HP:0000687	Widely spaced teeth	0.006584839241574139	0.06885078061554639
1	HP:0001508	Failure to thrive	0.011656103949492137	0.10599283858071516
1	HP:0000765	Abnormal thorax morphology	0.1416523379013958	0.5649525991155084
1	HP:0002236	Frontal upsweep of hair	1.0	1.0
1	HP:0011471	Gastrostomy tube feeding in infancy	1.0	1.0
1	HP:0010551	Paraplegia/paraparesis	1.0	1.0
1	HP:0000003	Multicystic kidney dysplasia	1.0	1.0
1	HP:0002076	Migraine	1.0	1.0
1	HP:0001331	Absent septum pellucidum	1.0	1.0
1	HP:0002652	Skeletal dysplasia	1.0	1.0
1	HP:0002797	Osteolysis	8.165327782420327e-05	0.002930922919795086
1	HP:0002226	White eyebrow	1.0	1.0
1	HP:0002126	Polymicrogyria	1.0	1.0
1	HP:0100807	Long fingers	1.0	1.0
1	HP:0000399	Prelingual sensorineural hearing impairment	1.0	1.0
1	HP:0011224	Ablepharon	1.0	1.0
1	HP:0010751	Dimple chin	1.0	1.0
1	HP:0001644	Dilated cardiomyopathy	1.0	1.0
1	HP:0007633	Bilateral microphthalmos	1.0	1.0
1	HP:0002342	Intellectual disability, moderate	1.0	1.0
1	HP:0025168	Left ventricular diastolic dysfunction	0.013079353142467115	0.1122027527441833
1	HP:0100308	Cerebral cortical hemiatrophy	1.0	1.0
1	HP:0001105	Retinal atrophy	1.0	1.0
1	HP:0002617	Vascular dilatation	0.3092807820226683	1.0
1	HP:0100806	Sepsis	1.0	1.0
1	HP:0009726	Renal neoplasm	0.0005672733224456585	0.011213924808925772
1	HP:0000704	Periodontitis	0.06382454307906779	0.3224321361475869
1	HP:0002647	Aortic dissection	1.0	1.0
1	HP:0002110	Bronchiectasis	1.0	1.0
1	HP:0002715	Abnormality of the immune system	0.0748181865457503	0.3618865476893738
1	HP:0002823	Abnormality of femur morphology	0.44640959251562234	1.0
1	HP:0000448	Prominent nose	1.0	1.0
1	HP:0003074	Hyperglycemia	0.07612657693601137	0.36433912610778774
1	HP:0008527	Congenital sensorineural hearing impairment	1.0	1.0
1	HP:0002017	Nausea and vomiting	1.0	1.0
1	HP:0000824	Decreased response to growth hormone stimulation test	1.0	1.0
1	HP:0002300	Mutism	1.0	1.0
1	HP:0100833	Neoplasm of the small intestine	0.001659859739994217	0.02543874927361924
1	HP:0001530	Mild postnatal growth retardation	1.0	1.0
1	HP:0000014	Abnormality of the bladder	1.0	1.0
1	HP:0008053	Aplasia/Hypoplasia of the iris	1.0	1.0
1	HP:0001956	Truncal obesity	1.0	1.0
1	HP:0009721	Shagreen patch	1.0	1.0
1	HP:0001620	High pitched voice	0.07612657693601137	0.36433912610778774
1	HP:0011859	Punctate keratitis	1.0	1.0
1	HP:0012202	Increased serum bile acid concentration	1.0	1.0
1	HP:0003717	Minimal subcutaneous fat	0.009824491174032371	0.09371053119846262
1	HP:0000071	Ureteral stenosis	1.0	1.0
1	HP:0001305	Dandy-Walker malformation	1.0	1.0
1	HP:0002140	Ischemic stroke	1.0	1.0
1	HP:0004414	Abnormality of the pulmonary artery	0.0013011313180330763	0.021643208753623366
1	HP:0000050	Hypoplastic male external genitalia	0.5891881663801447	1.0
1	HP:0002070	Limb ataxia	1.0	1.0
1	HP:0000995	Melanocytic nevus	1.0	1.0
1	HP:0001094	Iridocyclitis	1.0	1.0
1	HP:0010668	Abnormal zygomatic bone morphology	1.0	1.0
1	HP:0000967	Petechiae	1.0	1.0
1	HP:0003006	Neuroblastoma	1.0	1.0
1	HP:0001073	Cigarette-paper scars	1.0	1.0
1	HP:0008038	Aplastic/hypoplastic lacrimal glands	1.0	1.0
1	HP:0010783	Erythema	1.0	1.0
1	HP:0000692	Tooth malposition	0.0177303544053698	0.14060583377281632
1	HP:0001954	Recurrent fever	1.0	1.0
1	HP:0009836	Broad distal phalanx of finger	1.0	1.0
1	HP:0001869	Deep plantar creases	1.0	1.0
1	HP:0012896	Abnormal motor evoked potentials	1.0	1.0
1	HP:0008897	Postnatal growth retardation	0.3501136862051583	1.0
1	HP:0001103	Abnormal macular morphology	1.0	1.0
1	HP:0011364	White hair	0.03876284847690567	0.23394922709070504
1	HP:0002812	Coxa vara	1.0	1.0
1	HP:0000325	Triangular face	1.0	1.0
1	HP:0001537	Umbilical hernia	1.0	1.0
1	HP:0040266	Proximal upper limb muscle hypertrophy	0.0065596637779976215	0.06885078061554639
1	HP:0000960	Sacral dimple	1.0	1.0
1	HP:0100275	Diffuse cerebellar atrophy	1.0	1.0
1	HP:0004944	Dilatation of the cerebral artery	1.0	1.0
1	HP:0000975	Hyperhidrosis	0.30694388761675184	1.0
1	HP:0040154	Acne inversa	1.0	1.0
1	HP:0001341	Olfactory lobe agenesis	1.0	1.0
1	HP:0008788	Delayed pubic bone ossification	1.0	1.0
1	HP:0025084	Folliculitis	1.0	1.0
1	HP:0002673	Coxa valga	0.12093480221324927	0.49835368646184897
1	HP:0006313	Widely spaced primary teeth	1.0021815620398293e-05	0.0005943372394010118
1	HP:0011002	Osteopetrosis	1.0	1.0
1	HP:0004337	Abnormality of amino acid metabolism	0.019559293063215577	0.1490439985375757
1	HP:0002332	Lack of peer relationships	1.0	1.0
1	HP:0000311	Round face	0.18573708848103365	0.6922005155413385
1	HP:0008113	Multiple plantar creases	1.0	1.0
1	HP:0010318	Aplasia/Hypoplasia of the abdominal wall musculature	1.0	1.0
1	HP:0001581	Recurrent skin infections	1.0	1.0
1	HP:0011849	Abnormal bone ossification	0.010817823257738043	0.10106514331201844
1	HP:0004295	Abnormal gastric mucosa morphology	1.0	1.0
1	HP:0000768	Pectus carinatum	1.0	1.0
1	HP:0000307	Pointed chin	1.0	1.0
1	HP:0100645	Cystocele	1.0	1.0
1	HP:0005181	Premature coronary artery atherosclerosis	1.0	1.0
1	HP:0002209	Sparse scalp hair	0.0009520851482229494	0.016438533445267127
1	HP:0004482	Relative macrocephaly	0.07612657693601137	0.36433912610778774
1	HP:0000365	Hearing impairment	0.035863331007263126	0.22336796115939225
1	HP:0000075	Renal duplication	1.0	1.0
1	HP:0002208	Coarse hair	1.0	1.0
1	HP:0100879	Enlarged ovaries	1.0	1.0
1	HP:0006191	Deep palmar crease	1.0	1.0
1	HP:0000988	Skin rash	0.33675867433884765	1.0
1	HP:0000602	Ophthalmoplegia	1.0	1.0
1	HP:0100783	Breast aplasia	0.041929276740746466	0.24545722521192354
1	HP:0000179	Thick lower lip vermilion	1.0	1.0
1	HP:0009811	Abnormality of the elbow	1.0	1.0
1	HP:0004279	Short palm	0.20189677928504804	0.7343658851861481
1	HP:0010720	Abnormal hair pattern	0.026602602019658857	0.1814297457740734
1	HP:0001399	Hepatic failure	0.23845176915420885	0.8255650275206152
1	HP:0001065	Striae distensae	1.0	1.0
1	HP:0002863	Myelodysplasia	1.0	1.0
1	HP:0002167	Abnormality of speech or vocalization	0.5796667042380012	1.0
1	HP:0010750	Dermatochalasis	1.0	1.0
1	HP:0000047	Hypospadias	1.0	1.0
1	HP:0004334	Dermal atrophy	7.350831087503809e-05	0.0027098739468527553
1	HP:0001004	Lymphedema	1.0	1.0
1	HP:0001677	Coronary artery atherosclerosis	0.00010876546239874465	0.003411764845704153
1	HP:0000826	Precocious puberty	1.0	1.0
1	HP:0010838	High nonceruloplasmin-bound serum copper	1.0	1.0
1	HP:0000565	Esotropia	1.0	1.0
1	HP:0003319	Abnormality of the cervical spine	1.0	1.0
1	HP:0002980	Femoral bowing	1.0	1.0
1	HP:0002423	Long-tract signs	1.0	1.0
1	HP:0000369	Low-set ears	1.0	1.0
1	HP:0012639	Abnormal nervous system morphology	0.08301582701012183	0.38911885925019307
1	HP:0007730	Iris hypopigmentation	1.0	1.0
1	HP:0006114	Multiple palmar creases	1.0	1.0
1	HP:0002155	Hypertriglyceridemia	0.0007437929414911322	0.013527114295918723
1	HP:0000411	Protruding ear	1.0	1.0
