	Unnamed: 0	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections	seeds	diseases
10	10	GO:BP	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	2.2842318530403937e-47	True	"""Any process that activates or increases the frequency, rate or extent of I-kappaB kinase/NF-kappaB signaling."" [GOC:jl]"	187	136	42	17376	0.3088235294117647	0.2245989304812834	query_1	['GO:0007249', 'GO:0043122', 'GO:1902533']	['TAB2', 'CASP1', 'CASP10', 'IKBKG', 'IRAK4', 'TAB3', 'UBE2V1', 'RBCK1', 'BIRC2', 'REL', 'FADD', 'TICAM2', 'MYD88', 'MAP3K14', 'IKBKE', 'RNF31', 'MAP3K7', 'RIPK1', 'MALT1', 'BIRC3', 'TNFRSF1A', 'SHARPIN', 'TRAF2', 'RELA', 'TICAM1', 'TBK1', 'BCL10', 'CARD11', 'TRAF6', 'TNIP2', 'UBE2N', 'PELI1', 'LTBR', 'FASLG', 'TRADD', 'CFLAR', 'IRAK1', 'CHUK', 'TLR4', 'IKBKB', 'TNF', 'CASP8']	0	0
11	11	REAC	REAC:R-HSA-168181	Toll Like Receptor 7/8 (TLR7/8) Cascade	2.898722138344888e-47	True	Toll Like Receptor 7/8 (TLR7/8) Cascade	103	136	35	17376	0.2573529411764705	0.3398058252427184	query_1	['REAC:R-HSA-168898']	['FBXW11', 'TAB2', 'IKBKG', 'NFKB1', 'BTRC', 'IRAK4', 'TAB3', 'UBE2V1', 'NFKBIB', 'MAP3K8', 'CUL1', 'NFKBIA', 'TAB1', 'TICAM2', 'MYD88', 'MAP3K7', 'IRAK2', 'IRF7', 'SKP1', 'TP53', 'TRAF2', 'RELA', 'TICAM1', 'TRAF6', 'TNIP2', 'APP', 'UBE2N', 'PELI1', 'CD14', 'NFKB2', 'IRAK1', 'CHUK', 'TLR4', 'IKBKB', 'CASP8']	0	0
12	12	REAC	REAC:R-HSA-168138	Toll Like Receptor 9 (TLR9) Cascade	8.656592334192051e-47	True	Toll Like Receptor 9 (TLR9) Cascade	106	136	35	17376	0.2573529411764705	0.330188679245283	query_1	['REAC:R-HSA-168898']	['FBXW11', 'TAB2', 'IKBKG', 'NFKB1', 'BTRC', 'IRAK4', 'TAB3', 'UBE2V1', 'NFKBIB', 'MAP3K8', 'CUL1', 'NFKBIA', 'TAB1', 'TICAM2', 'MYD88', 'MAP3K7', 'IRAK2', 'IRF7', 'SKP1', 'TP53', 'TRAF2', 'RELA', 'TICAM1', 'TRAF6', 'TNIP2', 'APP', 'UBE2N', 'PELI1', 'CD14', 'NFKB2', 'IRAK1', 'CHUK', 'TLR4', 'IKBKB', 'CASP8']	0	0
13	13	REAC	REAC:R-HSA-168249	Innate Immune System	1.1349744338733842e-46	True	Innate Immune System	1023	136	69	17376	0.5073529411764706	0.0674486803519061	query_1	['REAC:R-HSA-168256']	['FBXW11', 'PSTPIP1', 'TAB2', 'CASP1', 'CASP10', 'HSP90AA1', 'IKBKG', 'NFKB1', 'TAX1BP1', 'BTRC', 'IRAK4', 'HSPA1A', 'TAB3', 'UBE2V1', 'BIRC2', 'NFKBIB', 'MAP3K8', 'NLRC4', 'CUL1', 'NFKBIA', 'BCL2L1', 'FADD', 'TAB1', 'TICAM2', 'TANK', 'MYD88', 'MAP3K14', 'IKBKE', 'MAP3K7', 'BCL2', 'RIPK1', 'MALT1', 'BIRC3', 'NLRP4', 'NLRP1', 'IRAK2', 'IRF7', 'TRAF3', 'RELB', 'IRAK3', 'SKP1', 'TP53', 'TRAF2', 'MEFV', 'RELA', 'TICAM1', 'TBK1', 'BCL10', 'CARD11', 'TRAF6', 'TNIP2', 'PYCARD', 'TNFRSF1B', 'APP', 'UBE2N', 'AIM2', 'PELI1', 'CD14', 'CREBBP', 'CAND1', 'HSPA8', 'NFKB2', 'TNFAIP3', 'IRAK1', 'CHUK', 'HSP90AB1', 'TLR4', 'IKBKB', 'CASP8']	0	0
14	14	GO:BP	GO:0080134	regulation of response to stress	5.0376273162083675e-46	True	"""Any process that modulates the frequency, rate or extent of a response to stress. Response to stress is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]"	1380	136	77	17376	0.5661764705882353	0.0557971014492753	query_1	['GO:0006950', 'GO:0048583']	['FBXW7', 'CUL4A', 'CASP1', 'PTPN22', 'HSP90AA1', 'NFKB1', 'IRAK4', 'OPTN', 'HSPA1A', 'UBE2V1', 'BIRC2', 'NLRC4', 'BCL2L11', 'NFKBIA', 'BCL2L1', 'FADD', 'MCL1', 'NLRP2', 'TICAM2', 'MYD88', 'CDC37', 'FAS', 'IKBKE', 'RNF31', 'MAP3K7', 'NLRP3', 'BCL2', 'RIPK1', 'TNIP1', 'BIRC3', 'BBC3', 'CASP5', 'NLRP4', 'NLRP1', 'IRAK2', 'IRF7', 'TNFRSF1A', 'TRAF3', 'IRAK3', 'TP53', 'SARM1', 'LRSAM1', 'SHARPIN', 'BRCC3', 'TRAF2', 'PYDC2', 'LTA', 'MEFV', 'RELA', 'BABAM2', 'TICAM1', 'TBK1', 'BCL10', 'BAD', 'TRAF6', 'TNIP2', 'PYCARD', 'TNFRSF1B', 'BAK1', 'APP', 'UBE2N', 'AIM2', 'BAX', 'PELI1', 'LTBR', 'CD14', 'GSK3B', 'CREBBP', 'TNFAIP3', 'TRADD', 'IRAK1', 'BID', 'TLR4', 'IKBKB', 'TNF', 'CASP8', 'AKT1']	['PTPN22', 'FAS', 'BRCC3']	['Vogt-Koyanagi-Harada disease', 'Vogt-Koyanagi-Harada disease', 'Moyamoya angiopathy-short stature-facial dysmorphism-hypergonadotropic hypogonadism syndrome']
15	15	REAC	REAC:R-HSA-975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	8.392399248017796e-46	True	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	101	136	34	17376	0.25	0.3366336633663366	query_1	['REAC:R-HSA-975155']	['FBXW11', 'TAB2', 'IKBKG', 'NFKB1', 'BTRC', 'IRAK4', 'TAB3', 'UBE2V1', 'NFKBIB', 'MAP3K8', 'CUL1', 'NFKBIA', 'TAB1', 'TICAM2', 'MYD88', 'MAP3K7', 'IRAK2', 'SKP1', 'TP53', 'TRAF2', 'RELA', 'TICAM1', 'TRAF6', 'TNIP2', 'APP', 'UBE2N', 'PELI1', 'CD14', 'NFKB2', 'IRAK1', 'CHUK', 'TLR4', 'IKBKB', 'CASP8']	0	0
16	16	GO:BP	GO:1902531	regulation of intracellular signal transduction	7.350421631810203e-45	True	"""Any process that modulates the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	1656	136	81	17376	0.5955882352941176	0.0489130434782608	query_1	['GO:0009966', 'GO:0035556']	['FBXW7', 'FBXW11', 'CUL3', 'CUL4A', 'TAB2', 'CASP1', 'PTPN22', 'CASP10', 'HSP90AA1', 'IKBKG', 'BTRC', 'IRAK4', 'OPTN', 'HSPA1A', 'CARD8', 'TAB3', 'UBE2V1', 'RBCK1', 'HTT', 'BIRC2', 'NFKBIB', 'REL', 'BCL2L11', 'NFKBIA', 'BCL2L1', 'FADD', 'TAB1', 'MCL1', 'TICAM2', 'TANK', 'MYD88', 'FAS', 'MAP3K14', 'IKBKE', 'RNF31', 'MAP3K7', 'BCL2', 'RIPK1', 'MALT1', 'TNIP1', 'BIRC3', 'BBC3', 'TNFRSF1A', 'TRAF3', 'IRAK3', 'TP53', 'SHARPIN', 'BRCC3', 'TRAF2', 'PYDC2', 'RELA', 'BABAM2', 'TICAM1', 'TBK1', 'BCL10', 'CARD11', 'BAD', 'TRAF6', 'TNIP2', 'PYCARD', 'APP', 'UBE2N', 'BAX', 'PELI1', 'LTBR', 'CD14', 'FASLG', 'GSK3B', 'TNFSF14', 'TNFAIP3', 'TRADD', 'CFLAR', 'IRAK1', 'CHUK', 'HSP90AB1', 'BID', 'TLR4', 'IKBKB', 'TNF', 'CASP8', 'AKT1']	['PTPN22', 'FAS', 'BRCC3']	['Vogt-Koyanagi-Harada disease', 'Vogt-Koyanagi-Harada disease', 'Moyamoya angiopathy-short stature-facial dysmorphism-hypergonadotropic hypogonadism syndrome']
17	17	GO:BP	GO:0035556	intracellular signal transduction	2.4394081892693895e-44	True	"""The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."" [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]"	2546	136	94	17376	0.6911764705882353	0.0369206598586017	query_1	['GO:0007165']	['FBXW7', 'RBX1', 'FBXW11', 'CUL3', 'CUL4A', 'TAB2', 'CASP1', 'PTPN22', 'CASP10', 'HSP90AA1', 'IKBKG', 'NFKB1', 'BTRC', 'IRAK4', 'OPTN', 'HSPA1A', 'CARD8', 'TAB3', 'UBE2V1', 'RBCK1', 'HTT', 'BIRC2', 'NFKBIB', 'REL', 'MAP3K8', 'BCL2L11', 'CUL1', 'NFKBIA', 'BCL2L1', 'FADD', 'TAB1', 'MCL1', 'TICAM2', 'TANK', 'MYD88', 'TBKBP1', 'FAS', 'MAP3K14', 'IKBKE', 'RNF31', 'MAP3K7', 'BCL2', 'RIPK1', 'MALT1', 'TNIP1', 'BIRC3', 'BBC3', 'NLRP1', 'IRAK2', 'TNFRSF1A', 'TRAF3', 'RELB', 'IRAK3', 'AZI2', 'TP53', 'SHARPIN', 'BRCC3', 'TRAF2', 'PYDC2', 'RELA', 'BABAM2', 'TICAM1', 'TBK1', 'BCL10', 'CARD11', 'BAD', 'TRAF6', 'TNIP2', 'PYCARD', 'TNFRSF1B', 'BAK1', 'APP', 'UBE2N', 'SFN', 'BAX', 'PELI1', 'LTBR', 'CD14', 'FASLG', 'GSK3B', 'TNFSF14', 'NFKB2', 'TNFAIP3', 'TRADD', 'CFLAR', 'IRAK1', 'CHUK', 'HSP90AB1', 'BID', 'TLR4', 'IKBKB', 'TNF', 'CASP8', 'AKT1']	['PTPN22', 'FAS', 'BRCC3']	['Vogt-Koyanagi-Harada disease', 'Vogt-Koyanagi-Harada disease', 'Moyamoya angiopathy-short stature-facial dysmorphism-hypergonadotropic hypogonadism syndrome']
18	18	GO:BP	GO:0009607	response to biotic stimulus	2.6445123325461826e-44	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."" [GOC:hb]"	1467	136	77	17376	0.5661764705882353	0.0524880708929788	query_1	['GO:0050896']	['SHMT2', 'FKBP5', 'PSTPIP1', 'TAB2', 'CASP1', 'PTPN22', 'HSP90AA1', 'IKBKG', 'NFKB1', 'TAX1BP1', 'IRAK4', 'OPTN', 'HSPA1A', 'CARD8', 'RBCK1', 'BIRC2', 'NFKBIB', 'REL', 'NLRC4', 'BCL2L11', 'NFKBIA', 'BCL2L1', 'FADD', 'NLRP2', 'TICAM2', 'TANK', 'MYD88', 'TBKBP1', 'CDC37', 'MAP3K14', 'IKBKE', 'RNF31', 'MAP3K7', 'NLRP3', 'BCL2', 'MALT1', 'TNIP1', 'BIRC3', 'NLRP1', 'IRAK2', 'IRF7', 'TNFRSF1A', 'TRAF3', 'RELB', 'IRAK3', 'AZI2', 'TP53', 'SARM1', 'LRSAM1', 'SHARPIN', 'PYDC2', 'LTA', 'MEFV', 'RELA', 'TICAM1', 'TBK1', 'BCL10', 'TRAF6', 'TNIP2', 'PYCARD', 'TNFRSF1B', 'BAK1', 'AIM2', 'BAX', 'PELI1', 'CD14', 'FASLG', 'GSK3B', 'CREBBP', 'TNFAIP3', 'IRAK1', 'CHUK', 'TLR4', 'IKBKB', 'TNF', 'CASP8', 'AKT1']	['PTPN22']	['Vogt-Koyanagi-Harada disease']
19	19	GO:BP	GO:0044419	biological process involved in interspecies interaction between organisms	5.776559468231909e-44	True	"""Any process evolved to enable an interaction with an organism of a different species."" [GOC:cc]"	1596	136	79	17376	0.5808823529411765	0.0494987468671679	query_1	['GO:0008150']	['SHMT2', 'FKBP5', 'PSTPIP1', 'TAB2', 'CASP1', 'PTPN22', 'HSP90AA1', 'IKBKG', 'NFKB1', 'TAX1BP1', 'IRAK4', 'OPTN', 'HSPA1A', 'CARD8', 'RBCK1', 'BIRC2', 'NFKBIB', 'REL', 'NLRC4', 'BCL2L11', 'NFKBIA', 'BCL2L1', 'FADD', 'NLRP2', 'TICAM2', 'TANK', 'MYD88', 'TBKBP1', 'CDC37', 'MAP3K14', 'IKBKE', 'RNF31', 'MAP3K7', 'NLRP3', 'BCL2', 'MALT1', 'TNIP1', 'BIRC3', 'NLRP1', 'IRAK2', 'IRF7', 'TNFRSF1A', 'TRAF3', 'RELB', 'IRAK3', 'AZI2', 'TP53', 'SARM1', 'LRSAM1', 'SHARPIN', 'PYDC2', 'LTA', 'MEFV', 'RELA', 'TICAM1', 'TBK1', 'BCL10', 'BAD', 'TRAF6', 'TNIP2', 'PYCARD', 'TNFRSF1B', 'BAK1', 'AIM2', 'BAX', 'PELI1', 'CD14', 'FASLG', 'CREBBP', 'HSPA8', 'TNFAIP3', 'IRAK1', 'CHUK', 'HSP90AB1', 'TLR4', 'IKBKB', 'TNF', 'CASP8', 'AKT1']	['PTPN22']	['Vogt-Koyanagi-Harada disease']
20	20	GO:BP	GO:0051707	response to other organism	6.897067969371539e-43	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from another living organism."" [GOC:ai]"	1430	136	75	17376	0.5514705882352942	0.0524475524475524	query_1	['GO:0043207', 'GO:0044419']	['SHMT2', 'FKBP5', 'PSTPIP1', 'TAB2', 'CASP1', 'PTPN22', 'HSP90AA1', 'IKBKG', 'NFKB1', 'TAX1BP1', 'IRAK4', 'OPTN', 'HSPA1A', 'CARD8', 'RBCK1', 'BIRC2', 'NFKBIB', 'REL', 'NLRC4', 'NFKBIA', 'BCL2L1', 'FADD', 'NLRP2', 'TICAM2', 'TANK', 'MYD88', 'TBKBP1', 'CDC37', 'MAP3K14', 'IKBKE', 'RNF31', 'MAP3K7', 'NLRP3', 'BCL2', 'MALT1', 'TNIP1', 'BIRC3', 'NLRP1', 'IRAK2', 'IRF7', 'TNFRSF1A', 'TRAF3', 'RELB', 'IRAK3', 'AZI2', 'TP53', 'SARM1', 'LRSAM1', 'SHARPIN', 'PYDC2', 'LTA', 'MEFV', 'RELA', 'TICAM1', 'TBK1', 'BCL10', 'TRAF6', 'TNIP2', 'PYCARD', 'TNFRSF1B', 'BAK1', 'AIM2', 'BAX', 'PELI1', 'CD14', 'FASLG', 'CREBBP', 'TNFAIP3', 'IRAK1', 'CHUK', 'TLR4', 'IKBKB', 'TNF', 'CASP8', 'AKT1']	['PTPN22']	['Vogt-Koyanagi-Harada disease']
21	21	GO:BP	GO:0043207	response to external biotic stimulus	7.21238618868999e-43	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external biotic stimulus, an external stimulus caused by, or produced by living things."" [GOC:go_curators]"	1433	136	75	17376	0.5514705882352942	0.052337752965806	query_1	['GO:0009605', 'GO:0009607']	['SHMT2', 'FKBP5', 'PSTPIP1', 'TAB2', 'CASP1', 'PTPN22', 'HSP90AA1', 'IKBKG', 'NFKB1', 'TAX1BP1', 'IRAK4', 'OPTN', 'HSPA1A', 'CARD8', 'RBCK1', 'BIRC2', 'NFKBIB', 'REL', 'NLRC4', 'NFKBIA', 'BCL2L1', 'FADD', 'NLRP2', 'TICAM2', 'TANK', 'MYD88', 'TBKBP1', 'CDC37', 'MAP3K14', 'IKBKE', 'RNF31', 'MAP3K7', 'NLRP3', 'BCL2', 'MALT1', 'TNIP1', 'BIRC3', 'NLRP1', 'IRAK2', 'IRF7', 'TNFRSF1A', 'TRAF3', 'RELB', 'IRAK3', 'AZI2', 'TP53', 'SARM1', 'LRSAM1', 'SHARPIN', 'PYDC2', 'LTA', 'MEFV', 'RELA', 'TICAM1', 'TBK1', 'BCL10', 'TRAF6', 'TNIP2', 'PYCARD', 'TNFRSF1B', 'BAK1', 'AIM2', 'BAX', 'PELI1', 'CD14', 'FASLG', 'CREBBP', 'TNFAIP3', 'IRAK1', 'CHUK', 'TLR4', 'IKBKB', 'TNF', 'CASP8', 'AKT1']	['PTPN22']	['Vogt-Koyanagi-Harada disease']
22	22	REAC	REAC:R-HSA-166058	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	3.269086245860021e-42	True	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	112	136	33	17376	0.2426470588235294	0.2946428571428571	query_1	['REAC:R-HSA-166016', 'REAC:R-HSA-168179', 'REAC:R-HSA-168188']	['FBXW11', 'TAB2', 'IKBKG', 'NFKB1', 'BTRC', 'IRAK4', 'TAB3', 'UBE2V1', 'NFKBIB', 'MAP3K8', 'CUL1', 'NFKBIA', 'TAB1', 'MYD88', 'MAP3K7', 'IRAK2', 'IRAK3', 'SKP1', 'TP53', 'TRAF2', 'RELA', 'TRAF6', 'TNIP2', 'APP', 'UBE2N', 'PELI1', 'CD14', 'NFKB2', 'IRAK1', 'CHUK', 'TLR4', 'IKBKB', 'CASP8']	0	0
