	Unnamed: 0	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections	seeds	diseases
327	327	GO:BP	GO:0045930	negative regulation of mitotic cell cycle	3.680233165891352e-09	True	"""Any process that stops, prevents or reduces the rate or extent of progression through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]"	225	155	16	17376	0.1032258064516129	0.0711111111111111	query_1	['GO:0000278', 'GO:0007346', 'GO:0045786']	['EZH2', 'RBL2', 'CDK2', 'RB1', 'CDKN2B', 'CDK1', 'CDKN1B', 'TP53', 'ORC1', 'CCNB1', 'RBL1', 'CDC6', 'CTNNB1', 'CDKN1A', 'CCND1', 'CDT1']	0	0
328	328	GO:BP	GO:0010390	histone monoubiquitination	4.5409373826620394e-09	True	"""The modification of histones by addition of a single ubiquitin group."" [PMID:17329563]"	31	155	8	17376	0.0516129032258064	0.2580645161290322	query_1	['GO:0006513', 'GO:0016574']	['DDB1', 'PCGF6', 'RING1', 'CUL4B', 'DDB2', 'PCGF2', 'BMI1', 'RNF2']	0	0
329	329	GO:BP	GO:1902749	regulation of cell cycle G2/M phase transition	4.5409373826620394e-09	True	"""Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the cell cycle."" [GO_REF:0000058, GOC:jl, GOC:TermGenie]"	108	155	12	17376	0.0774193548387096	0.1111111111111111	query_1	['GO:0044839', 'GO:1901987']	['CDK2', 'CDC25B', 'CDK1', 'TP53', 'SIN3A', 'ORC1', 'CCNB1', 'CDC6', 'CDKN2A', 'CDK4', 'CDKN1A', 'CCND1']	0	0
330	330	GO:BP	GO:0019941	modification-dependent protein catabolic process	4.8109337390444035e-09	True	"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent modification of the target protein."" [GOC:go_curators]"	670	155	26	17376	0.1677419354838709	0.0388059701492537	query_1	['GO:0043632', 'GO:0051603']	['NPLOC4', 'DDB1', 'RBX1', 'CUL3', 'CUL4A', 'RYBP', 'NEDD8', 'BTRC', 'CDK2', 'USP24', 'UFD1', 'CUL1', 'USP37', 'UBE2W', 'PSMC5', 'VCP', 'ERCC8', 'CUL4B', 'SKP1', 'CDKN2A', 'KAT5', 'CTNNB1', 'SKP2', 'UBD', 'NUB1', 'AKT1']	['ERCC8']	['Cockayne syndrome type 3']
331	331	GO:BP	GO:0060548	negative regulation of cell death	5.742547915855213e-09	True	"""Any process that decreases the rate or frequency of cell death. Cell death is the specific activation or halting of processes within a cell so that its vital functions markedly cease, rather than simply deteriorating gradually over time, which culminates in cell death."" [GOC:BHF, GOC:dph, GOC:tb]"	953	155	31	17376	0.2	0.0325288562434417	query_1	['GO:0008219', 'GO:0010941', 'GO:0048523']	['MYC', 'DDB1', 'TFAP2B', 'CITED2', 'CCND2', 'NQO1', 'SMAD4', 'TFAP2A', 'COPS5', 'RB1', 'SMAD3', 'PSMC5', 'CDK5', 'CDK1', 'DNMT1', 'CDKN1B', 'CDKN2D', 'FOXO1', 'TP53', 'HDAC2', 'SIN3A', 'KDM1A', 'AR', 'MNAT1', 'CTNNB1', 'REST', 'PCGF2', 'CCND1', 'HDAC1', 'BMI1', 'AKT1']	['TFAP2A']	['Branchio-oculo-facial syndrome']
332	332	GO:BP	GO:0009314	response to radiation	5.774935997433149e-09	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:jl, Wikipedia:Electromagnetic_radiation]"	433	155	21	17376	0.1354838709677419	0.0484988452655889	query_1	['GO:0009628']	['MYC', 'DDB1', 'RBX1', 'CUL4A', 'CCND2', 'ERCC6', 'ERCC8', 'CDK5', 'EP300', 'CUL4B', 'CDKN2D', 'TP53', 'KDM1A', 'DDB2', 'KAT5', 'YY1', 'CDKN1A', 'CREBBP', 'CCND1', 'PCNA', 'AKT1']	['ERCC6', 'ERCC8']	['Cockayne syndrome type 3', 'Cockayne syndrome type 3']
333	333	GO:BP	GO:0040007	growth	6.144402440497922e-09	True	"""The increase in size or mass of an entire organism, a part of an organism or a cell."" [GOC:bf, GOC:ma]"	898	155	30	17376	0.1935483870967742	0.0334075723830735	query_1	['GO:0008150']	['CDKN2C', 'KDM5B', 'CITED2', 'EZH2', 'ESR1', 'ERCC6', 'STAT3', 'SMAD4', 'EHMT2', 'SMAD1', 'RB1', 'SMAD3', 'CDK5', 'EP300', 'CDK1', 'CCNB2', 'CDKN1B', 'SMARCA4', 'CDKN2D', 'TP53', 'SMAD2', 'SIN3A', 'CDKN2A', 'AR', 'CTNNB1', 'YY1', 'CDK4', 'CDKN1A', 'SERTAD1', 'AKT1']	['ERCC6']	['Cockayne syndrome type 3']
334	334	GO:BP	GO:0043632	modification-dependent macromolecule catabolic process	6.901509560472401e-09	True	"""The chemical reactions and pathways resulting in the breakdown of a macromolecule, initiated by covalent modification of the target molecule."" [GOC:jl]"	682	155	26	17376	0.1677419354838709	0.0381231671554252	query_1	['GO:0009057']	['NPLOC4', 'DDB1', 'RBX1', 'CUL3', 'CUL4A', 'RYBP', 'NEDD8', 'BTRC', 'CDK2', 'USP24', 'UFD1', 'CUL1', 'USP37', 'UBE2W', 'PSMC5', 'VCP', 'ERCC8', 'CUL4B', 'SKP1', 'CDKN2A', 'KAT5', 'CTNNB1', 'SKP2', 'UBD', 'NUB1', 'AKT1']	['ERCC8']	['Cockayne syndrome type 3']
335	335	GO:CC	GO:0035097	histone methyltransferase complex	7.140960827734811e-09	True	"""A multimeric complex that is able to catalyze the addition of methyl groups to histone proteins."" [GOC:bf]"	71	155	10	17376	0.064516129032258	0.1408450704225352	query_1	['GO:0005654', 'GO:0034708', 'GO:0140513']	['EZH2', 'E2F6', 'RBBP4', 'EED', 'SUZ12', 'MGA', 'HDAC2', 'MAX', 'RUVBL1', 'RNF2']	0	0
336	336	GO:CC	GO:0031461	cullin-RING ubiquitin ligase complex	7.517439414370857e-09	True	"""Any ubiquitin ligase complex in which the catalytic core consists of a member of the cullin family and a RING domain protein; the core is associated with one or more additional proteins that confer substrate specificity."" [PMID:15571813, PMID:15688063]"	179	155	14	17376	0.0903225806451612	0.0782122905027933	query_1	['GO:0000151']	['DDB1', 'RBX1', 'CUL3', 'CUL4A', 'BTRC', 'CUL1', 'ERCC8', 'CUL4B', 'CDKN1B', 'SKP1', 'DDB2', 'SKP2', 'CKS1B', 'CAND1']	['ERCC8']	['Cockayne syndrome type 3']
337	337	GO:BP	GO:0009628	response to abiotic stimulus	7.765414851583286e-09	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus."" [GOC:hb]"	1086	155	33	17376	0.2129032258064516	0.0303867403314917	query_1	['GO:0050896']	['MYC', 'DDB1', 'RBX1', 'CUL4A', 'CITED2', 'CCND2', 'NQO1', 'ERCC6', 'E2F1', 'CCNA2', 'SMAD4', 'SMAD3', 'VCP', 'ERCC8', 'CDK5', 'EP300', 'CUL4B', 'CDKN1B', 'CDKN2D', 'FOXO1', 'TP53', 'HDAC2', 'KDM1A', 'DDB2', 'KAT5', 'CTNNB1', 'YY1', 'CDKN1A', 'REST', 'CREBBP', 'CCND1', 'PCNA', 'AKT1']	['ERCC6', 'ERCC8']	['Cockayne syndrome type 3', 'Cockayne syndrome type 3']
338	338	GO:BP	GO:0008285	negative regulation of cell population proliferation	7.765414851583286e-09	True	"""Any process that stops, prevents or reduces the rate or extent of cell proliferation."" [GOC:go_curators]"	686	155	26	17376	0.1677419354838709	0.0379008746355685	query_1	['GO:0008283', 'GO:0042127', 'GO:0048523']	['MYC', 'CDKN2C', 'TFAP2B', 'CITED2', 'STAT3', 'E2F1', 'RBBP4', 'SMAD4', 'CDK6', 'TFAP2A', 'SMAD1', 'RB1', 'SMAD3', 'CDKN2B', 'CDKN1B', 'CDKN2D', 'CTCF', 'TP53', 'SMAD2', 'CDC6', 'CDKN2A', 'AR', 'CTNNB1', 'CDKN1A', 'REST', 'TFDP1']	['TFAP2A']	['Branchio-oculo-facial syndrome']
339	339	GO:BP	GO:0045595	regulation of cell differentiation	9.12085696697858e-09	True	"""Any process that modulates the frequency, rate or extent of cell differentiation, the process in which relatively unspecialized cells acquire specialized structural and functional features."" [GOC:go_curators]"	1480	155	39	17376	0.2516129032258064	0.0263513513513513	query_1	['GO:0030154', 'GO:0050793', 'GO:0050794']	['MYC', 'CDK5R1', 'CUL4A', 'TFAP2B', 'EZH2', 'STAT3', 'E2F1', 'RBBP4', 'FOXG1', 'SMAD4', 'FOXO3', 'CDK6', 'TFAP2A', 'SMAD1', 'RB1', 'SMAD3', 'CDKN2B', 'SUZ12', 'CDK5', 'CDK1', 'DNMT1', 'CDKN1B', 'SMARCA4', 'FOXO1', 'TP53', 'SMAD2', 'HDAC2', 'SIN3A', 'RCOR1', 'KDM1A', 'CDKN2A', 'AR', 'KAT5', 'CTNNB1', 'YY1', 'REST', 'CCND1', 'HDAC1', 'AKT1']	['TFAP2A']	['Branchio-oculo-facial syndrome']
340	340	REAC	REAC:R-HSA-5696394	DNA Damage Recognition in GG-NER	9.263055714939068e-09	True	DNA Damage Recognition in GG-NER	38	155	8	17376	0.0516129032258064	0.2105263157894736	query_1	['REAC:R-HSA-5696399']	['DDB1', 'RBX1', 'CUL4A', 'COPS5', 'CUL4B', 'RUVBL1', 'DDB2', 'YY1']	0	0
341	341	GO:BP	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	9.59291343235378e-09	True	"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of ubiquitin, and mediated by the proteasome."" [GOC:go_curators]"	446	155	21	17376	0.1354838709677419	0.0470852017937219	query_1	['GO:0006511', 'GO:0010498']	['NPLOC4', 'DDB1', 'RBX1', 'CUL3', 'CUL4A', 'RYBP', 'BTRC', 'CDK2', 'UFD1', 'CUL1', 'UBE2W', 'PSMC5', 'VCP', 'ERCC8', 'CUL4B', 'SKP1', 'KAT5', 'CTNNB1', 'SKP2', 'NUB1', 'AKT1']	['ERCC8']	['Cockayne syndrome type 3']
342	342	GO:BP	GO:1901701	cellular response to oxygen-containing compound	9.638295865679052e-09	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]"	1221	155	35	17376	0.2258064516129032	0.0286650286650286	query_1	['GO:0070887', 'GO:1901700']	['CDK5R1', 'EZH2', 'ESR1', 'NQO1', 'CDK2', 'STAT3', 'E2F1', 'CCNA2', 'SMAD4', 'EHMT2', 'RB1', 'VCP', 'CDK5', 'CDK1', 'DNMT1', 'CDKN1B', 'SMARCA4', 'FOXO1', 'TP53', 'HDAC2', 'SIN3A', 'MAX', 'CDC6', 'KDM1A', 'MYO5A', 'AR', 'SP1', 'KAT5', 'CCND3', 'CTNNB1', 'CDK4', 'PCGF2', 'BMI1', 'PCNA', 'AKT1']	['MYO5A']	['Griscelli syndrome type 1', 'Neuroectodermal melanolysosomal disease']
343	343	REAC	REAC:R-HSA-1266738	Developmental Biology	1.0519139734171832e-08	True	Developmental Biology	1082	155	32	17376	0.2064516129032258	0.0295748613678373	query_1	['REAC:0000000']	['MYC', 'CDK5R1', 'RBX1', 'FOXH1', 'EZH2', 'CDK2', 'STAT3', 'E2F1', 'RBBP4', 'TFDP2', 'EED', 'SMAD4', 'FOXO3', 'SMAD3', 'PSMC5', 'SUZ12', 'CDK5', 'EP300', 'SMARCA4', 'CTCF', 'FOXO1', 'SMAD2', 'HDAC2', 'CCND3', 'CTNNB1', 'YY1', 'CDK4', 'CDKN1A', 'CREBBP', 'PCGF2', 'TFDP1', 'AKT1']	0	0
344	344	REAC	REAC:R-HSA-9645723	Diseases of programmed cell death	1.10710204393622e-08	True	Diseases of programmed cell death	101	155	11	17376	0.0709677419354838	0.1089108910891089	query_1	['REAC:R-HSA-1643685']	['CDK5R1', 'EZH2', 'RBBP4', 'EED', 'FOXO3', 'CDC25B', 'SUZ12', 'CDK5', 'DNMT1', 'TP53', 'CDKN2A']	0	0
345	345	GO:BP	GO:0000083	regulation of transcription involved in G1/S transition of mitotic cell cycle	1.1580154301102441e-08	True	"""Any process that regulates transcription such that the target genes are involved in the transition between G1 and S phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle]"	22	155	7	17376	0.0451612903225806	0.3181818181818182	query_1	['GO:0000082', 'GO:0006355', 'GO:1903047']	['E2F6', 'E2F1', 'E2F4', 'RB1', 'CDK5', 'E2F2', 'TFDP1']	0	0
346	346	GO:BP	GO:1902895	positive regulation of miRNA transcription	1.2057330679888061e-08	True	"""Any process that activates or increases the frequency, rate or extent of microRNA (miRNA) gene transcription."" [GO_REF:0000058, GOC:dph, GOC:kmv, GOC:TermGenie, PMID:24699545]"	51	155	9	17376	0.0580645161290322	0.1764705882352941	query_1	['GO:0045893', 'GO:0061614', 'GO:1902893', 'GO:2000630']	['MYC', 'STAT3', 'SMAD4', 'FOXO3', 'SMAD1', 'SMAD3', 'SMARCA4', 'TP53', 'AR']	0	0
347	347	REAC	REAC:R-HSA-9759194	Nuclear events mediated by NFE2L2	1.2308791817146805e-08	True	Nuclear events mediated by NFE2L2	78	155	10	17376	0.064516129032258	0.1282051282051282	query_1	['REAC:R-HSA-9755511']	['MYC', 'RBX1', 'NQO1', 'BTRC', 'CUL1', 'PSMC5', 'EP300', 'SKP1', 'CDKN2A', 'CREBBP']	0	0
348	348	GO:BP	GO:0071840	cellular component organization or biogenesis	1.2841576412346846e-08	True	"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]"	6223	155	93	17376	0.6	0.0149445605013659	query_1	['GO:0009987']	['MYC', 'L3MBTL2', 'KCTD15', 'CDK5R1', 'NPLOC4', 'CUL3', 'CUL4A', 'CDKN2C', 'KDM5B', 'RYBP', 'EZH2', 'RBL2', 'ESR1', 'ERCC6', 'CDK2', 'RBBP4', 'KLC1', 'MCM4', 'RAB27A', 'RING1', 'MCM2', 'TRRAP', 'EED', 'KIF5B', 'FOXG1', 'PKMYT1', 'SMAD4', 'EHMT2', 'E2F5', 'E2F4', 'YEATS4', 'ORC4', 'CCNE2', 'COPS5', 'TFAP2C', 'SMAD1', 'RB1', 'SMAD3', 'PSMC5', 'CDC25B', 'VCP', 'KIF5A', 'SUZ12', 'CDK5', 'EP300', 'CDK1', 'DNMT1', 'CUL4B', 'CCNB2', 'CDKN1B', 'SMARCA4', 'CDKN2D', 'CTCF', 'SKP1', 'TP53', 'SMAD2', 'HDAC2', 'SIN3A', 'MCM6', 'CCNB1', 'RBL1', 'RCOR1', 'MAX', 'CDC6', 'KDM1A', 'CCNA1', 'CBX3', 'MYO5A', 'RUVBL1', 'EPC1', 'CDKN2A', 'AR', 'KAT5', 'MNAT1', 'CTNNB1', 'YY1', 'EHMT1', 'CDKN1A', 'REST', 'GMNN', 'SERTAD1', 'CREBBP', 'CAND1', 'CDT1', 'HDAC1', 'CCNE1', 'BMI1', 'MCM7', 'UBD', 'PCNA', 'KCTD1', 'RNF2', 'AKT1']	['ERCC6', 'RAB27A', 'MYO5A']	['Cockayne syndrome type 3', 'Griscelli syndrome type 2', 'Griscelli syndrome type 1', 'Neuroectodermal melanolysosomal disease']
349	349	GO:BP	GO:1901700	response to oxygen-containing compound	1.2878777853388018e-08	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]"	1707	155	42	17376	0.2709677419354839	0.0246045694200351	query_1	['GO:0042221']	['CDK5R1', 'EZH2', 'ESR1', 'NQO1', 'ERCC6', 'CDK2', 'STAT3', 'E2F1', 'CCNA2', 'SMAD4', 'FOXO3', 'EHMT2', 'RB1', 'VCP', 'CDK5', 'CDK1', 'DNMT1', 'CDKN1B', 'SMARCA4', 'CDKN2D', 'FOXO1', 'TP53', 'SMAD2', 'HDAC2', 'SIN3A', 'MAX', 'CDC6', 'KDM1A', 'MYO5A', 'AR', 'SP1', 'KAT5', 'CCND3', 'MNAT1', 'CTNNB1', 'CDK4', 'PCGF2', 'CCND1', 'CDT1', 'BMI1', 'PCNA', 'AKT1']	['ERCC6', 'MYO5A']	['Cockayne syndrome type 3', 'Griscelli syndrome type 1', 'Neuroectodermal melanolysosomal disease']
350	350	GO:BP	GO:1901565	organonitrogen compound catabolic process	1.3142488542182264e-08	True	"""The chemical reactions and pathways resulting in the breakdown of organonitrogen compound."" [GOC:pr, GOC:TermGenie]"	1301	155	36	17376	0.232258064516129	0.0276710222905457	query_1	['GO:1901564', 'GO:1901575']	['NPLOC4', 'DDB1', 'RBX1', 'CUL3', 'CUL4A', 'RYBP', 'AZIN1', 'NEDD8', 'NQO1', 'BTRC', 'CDK2', 'USP24', 'UFD1', 'CUL1', 'USP37', 'UBE2W', 'SMAD4', 'SMAD3', 'PSMC5', 'VCP', 'ERCC8', 'CUL4B', 'CDKN1B', 'FOXO1', 'ODC1', 'SKP1', 'OAZ2', 'CDKN2A', 'OAZ3', 'KAT5', 'CTNNB1', 'SKP2', 'OAZ1', 'UBD', 'NUB1', 'AKT1']	['ERCC8']	['Cockayne syndrome type 3']
351	351	REAC	REAC:R-HSA-2559586	DNA Damage/Telomere Stress Induced Senescence	1.3853861715910736e-08	True	DNA Damage/Telomere Stress Induced Senescence	79	155	10	17376	0.064516129032258	0.1265822784810126	query_1	['REAC:R-HSA-2559583']	['CDK2', 'CCNA2', 'CCNE2', 'RB1', 'CDKN1B', 'TP53', 'CCNA1', 'KAT5', 'CDKN1A', 'CCNE1']	0	0
352	352	GO:BP	GO:0016043	cellular component organization	1.4748551980726954e-08	True	"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:ai, GOC:jl, GOC:mah]"	6030	155	91	17376	0.5870967741935483	0.0150912106135986	query_1	['GO:0071840']	['MYC', 'L3MBTL2', 'KCTD15', 'CDK5R1', 'NPLOC4', 'CUL3', 'CDKN2C', 'KDM5B', 'RYBP', 'EZH2', 'RBL2', 'ESR1', 'ERCC6', 'CDK2', 'RBBP4', 'KLC1', 'MCM4', 'RAB27A', 'RING1', 'MCM2', 'TRRAP', 'EED', 'KIF5B', 'FOXG1', 'PKMYT1', 'SMAD4', 'EHMT2', 'E2F5', 'E2F4', 'YEATS4', 'ORC4', 'CCNE2', 'TFAP2C', 'SMAD1', 'RB1', 'SMAD3', 'PSMC5', 'CDC25B', 'VCP', 'KIF5A', 'SUZ12', 'CDK5', 'EP300', 'CDK1', 'DNMT1', 'CUL4B', 'CCNB2', 'CDKN1B', 'SMARCA4', 'CDKN2D', 'CTCF', 'SKP1', 'TP53', 'SMAD2', 'HDAC2', 'SIN3A', 'MCM6', 'CCNB1', 'RBL1', 'RCOR1', 'MAX', 'CDC6', 'KDM1A', 'CCNA1', 'CBX3', 'MYO5A', 'RUVBL1', 'EPC1', 'CDKN2A', 'AR', 'KAT5', 'MNAT1', 'CTNNB1', 'YY1', 'EHMT1', 'CDKN1A', 'REST', 'GMNN', 'SERTAD1', 'CREBBP', 'CAND1', 'CDT1', 'HDAC1', 'CCNE1', 'BMI1', 'MCM7', 'UBD', 'PCNA', 'KCTD1', 'RNF2', 'AKT1']	['ERCC6', 'RAB27A', 'MYO5A']	['Cockayne syndrome type 3', 'Griscelli syndrome type 2', 'Griscelli syndrome type 1', 'Neuroectodermal melanolysosomal disease']
353	353	GO:BP	GO:0031507	heterochromatin formation	1.495425466184489e-08	True	"""An epigenetic gene silencing mechanism in which chromatin is compacted into heterochromatin, resulting in a chromatin conformation refractory to transcription. This process starts with heterochromatin nucleation, its spreading, and ends with heterochromatin boundary formation."" [PMID:25192661, PMID:33827924]"	72	155	10	17376	0.064516129032258	0.1388888888888889	query_1	['GO:0045814', 'GO:0070828']	['EZH2', 'CDK2', 'RB1', 'SUZ12', 'DNMT1', 'SIN3A', 'KDM1A', 'CBX3', 'EHMT1', 'HDAC1']	0	0
354	354	REAC	REAC:R-HSA-983231	Factors involved in megakaryocyte development and platelet production	1.5281526683140945e-08	True	Factors involved in megakaryocyte development and platelet production	162	155	13	17376	0.0838709677419354	0.0802469135802469	query_1	['REAC:R-HSA-109582']	['KLC2', 'CDK2', 'KLC1', 'KIF5B', 'KIF5A', 'CDK5', 'TP53', 'HDAC2', 'SIN3A', 'RCOR1', 'KDM1A', 'KLC4', 'HDAC1']	0	0
355	355	GO:BP	GO:0010389	regulation of G2/M transition of mitotic cell cycle	1.7133547604075414e-08	True	"""Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle, PMID:17329565]"	96	155	11	17376	0.0709677419354838	0.1145833333333333	query_1	['GO:0000086', 'GO:1901990', 'GO:1902749']	['CDK2', 'CDC25B', 'CDK1', 'SIN3A', 'ORC1', 'CCNB1', 'CDC6', 'CDKN2A', 'CDK4', 'CDKN1A', 'CCND1']	0	0
356	356	GO:BP	GO:0071478	cellular response to radiation	1.7255958288447064e-08	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:mah]"	182	155	14	17376	0.0903225806451612	0.0769230769230769	query_1	['GO:0009314', 'GO:0071214']	['MYC', 'DDB1', 'RBX1', 'CUL4A', 'CCND2', 'EP300', 'CUL4B', 'TP53', 'KDM1A', 'DDB2', 'YY1', 'CDKN1A', 'CREBBP', 'PCNA']	0	0
357	357	GO:BP	GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	1.9450790334416693e-08	True	"""Any signalling pathway that decreases or inhibits the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle]"	74	155	10	17376	0.064516129032258	0.1351351351351351	query_1	['GO:0000082', 'GO:1901991', 'GO:1902807', 'GO:2000045']	['EZH2', 'RBL2', 'CDK2', 'RB1', 'CDKN2B', 'CDKN1B', 'TP53', 'RBL1', 'CDKN1A', 'CCND1']	0	0
358	358	REAC	REAC:R-HSA-5696395	Formation of Incision Complex in GG-NER	2.4980977975229865e-08	True	Formation of Incision Complex in GG-NER	43	155	8	17376	0.0516129032258064	0.1860465116279069	query_1	['REAC:R-HSA-5696399']	['DDB1', 'RBX1', 'CUL4A', 'CCNH', 'CDK7', 'CUL4B', 'DDB2', 'MNAT1']	0	0
359	359	GO:BP	GO:0048856	anatomical structure development	2.6455688907034513e-08	True	"""The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GO_REF:0000021]"	5480	155	85	17376	0.5483870967741935	0.0155109489051094	query_1	['GO:0032502']	['MYC', 'CDK5R1', 'DDB1', 'CUL3', 'CUL4A', 'CDKN2C', 'KDM5B', 'FOXH1', 'TFAP2B', 'CITED2', 'EZH2', 'ESR1', 'NEDD8', 'BTRC', 'ERCC6', 'STAT3', 'E2F1', 'RBBP4', 'CCNA2', 'RING1', 'TFDP2', 'MCM2', 'UFD1', 'CUL1', 'EED', 'KIF5B', 'FOXG1', 'SMAD4', 'FOXO3', 'EHMT2', 'CDK6', 'E2F4', 'TFAP2A', 'TFAP2C', 'SMAD1', 'RB1', 'SMAD3', 'CDKN2B', 'CDC25B', 'KIF5A', 'SUZ12', 'CDK5', 'EP300', 'CDK1', 'DNMT1', 'E2F2', 'CUL4B', 'CCNB2', 'CDKN1B', 'SMARCA4', 'FOXO1', 'ODC1', 'TP53', 'SMAD2', 'HDAC2', 'SIN3A', 'CCNB1', 'RCOR1', 'MAX', 'KDM1A', 'RUVBL1', 'EPC1', 'CDKN2A', 'AR', 'SP1', 'KAT5', 'MNAT1', 'CTNNB1', 'YY1', 'EHMT1', 'CDK4', 'CDKN1A', 'REST', 'GMNN', 'CREBBP', 'PCGF2', 'CCND1', 'HDAC1', 'BMI1', 'ORC3', 'TFDP1', 'UBD', 'PCNA', 'RNF2', 'AKT1']	['ERCC6', 'TFAP2A']	['Cockayne syndrome type 3', 'Branchio-oculo-facial syndrome']
360	360	GO:BP	GO:0007275	multicellular organism development	2.6455688907034513e-08	True	"""The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:dph, GOC:ems, GOC:isa_complete, GOC:tb]"	4319	155	73	17376	0.4709677419354838	0.0169020606621903	query_1	['GO:0032501', 'GO:0048856']	['MYC', 'CDK5R1', 'CUL3', 'CUL4A', 'CDKN2C', 'KDM5B', 'FOXH1', 'TFAP2B', 'CITED2', 'EZH2', 'ESR1', 'BTRC', 'ERCC6', 'STAT3', 'E2F1', 'RBBP4', 'RING1', 'TFDP2', 'UFD1', 'EED', 'KIF5B', 'FOXG1', 'SMAD4', 'FOXO3', 'EHMT2', 'CDK6', 'TFAP2A', 'TFAP2C', 'SMAD1', 'RB1', 'SMAD3', 'CDKN2B', 'KIF5A', 'SUZ12', 'CDK5', 'EP300', 'CDK1', 'DNMT1', 'E2F2', 'CUL4B', 'CCNB2', 'CDKN1B', 'SMARCA4', 'FOXO1', 'ODC1', 'TP53', 'SMAD2', 'HDAC2', 'SIN3A', 'CCNB1', 'RCOR1', 'MAX', 'KDM1A', 'RUVBL1', 'CDKN2A', 'AR', 'SP1', 'KAT5', 'MNAT1', 'CTNNB1', 'YY1', 'EHMT1', 'CDKN1A', 'REST', 'CREBBP', 'PCGF2', 'CCND1', 'HDAC1', 'BMI1', 'ORC3', 'PCNA', 'RNF2', 'AKT1']	['ERCC6', 'TFAP2A']	['Cockayne syndrome type 3', 'Branchio-oculo-facial syndrome']
361	361	GO:BP	GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	2.689592773199713e-08	True	"""Any process that modulates the frequency, rate or extent of activity of any TGF-beta receptor signaling pathway."" [GOC:mah]"	127	155	12	17376	0.0774193548387096	0.0944881889763779	query_1	['GO:0007179', 'GO:0090092', 'GO:1903844']	['CITED2', 'RBBP4', 'SMAD4', 'SMAD3', 'CDKN2B', 'EP300', 'TP53', 'SMAD2', 'HDAC2', 'SIN3A', 'CREBBP', 'HDAC1']	0	0
362	362	GO:BP	GO:0051090	regulation of DNA-binding transcription factor activity	2.838928954618792e-08	True	"""Any process that modulates the frequency, rate or extent of the activity of a transcription factor, any factor involved in the initiation or regulation of transcription."" [GOC:ai]"	429	155	20	17376	0.1290322580645161	0.0466200466200466	query_1	['GO:0006355', 'GO:0065009']	['FOXH1', 'EZH2', 'ESR1', 'BTRC', 'STAT3', 'E2F1', 'COPS5', 'RB1', 'SMAD3', 'EP300', 'E2F2', 'SMARCA4', 'HDAC2', 'KDM1A', 'CDKN2A', 'AR', 'CTNNB1', 'TFDP1', 'RNF2', 'AKT1']	0	0
